,CensusTract,SurfaceArea,LotArea,FootPrint,Neighborhood
433,2022300,1001578.214,613253,426772.4911,West Concourse
434,2022401,923790.3953,433835,295220.4948,Pelham Parkway
435,2022403,1338120.9,442738,324953.3472,Pelham Parkway
436,2022404,999997.853,729904,444496.8693,Pelham Parkway
437,2022500,1925146.556,1149722,634195.2106,East Concourse-Concourse Village
438,2022701,1243220.329,583688,422915.5333,Mount Hope
439,2022702,557878.2798,180483,127481.6358,Mount Hope
440,2022703,456337.461,213670,157532.011,Mount Hope
441,2022800,1851825.773,1154316,604980.7377,Pelham Parkway
442,2022901,1271602.77,655988,435161.5544,Mount Hope
443,2022902,1042641.342,487019,303188.9661,Mount Hope
444,2023000,1717988.929,794838,442410.1436,Van Nest-Morris Park-Westchester Square
445,2023100,1288622.894,627884,408265.3373,Mount Hope
446,2023200,1536082.354,980786,477955.2114,Van Nest-Morris Park-Westchester Square
447,2023301,1272740.918,768312,473395.5329,Mount Hope
448,2023302,678959.3228,388278,239216.7278,Mount Hope
449,2023501,731673.2892,321868,234200.3511,Mount Hope
450,2023502,1034951.04,533706,354446.0151,Mount Hope
451,2023600,989504.9385,566948,299025.2846,Van Nest-Morris Park-Westchester Square
452,2023702,515656.5223,269087,228693.7125,Bedford Park-Fordham North
453,2023703,1071852.257,598042,445406.7875,Fordham South
454,2023704,727296.2854,437794,304832.226,Fordham South
455,2023800,3654703.118,1270457,813698.8307,Van Nest-Morris Park-Westchester Square
456,2023900,1912484.451,1110633,806607.4927,Fordham South
457,2024000,2577349.328,1351117,633523.1081,Van Nest-Morris Park-Westchester Square
458,2024100,1449100.376,862915,607441.4253,Mount Hope
459,2024300,1607394.758,975727,558692.1259,University Heights-Morris Heights
460,2024400,1892754.13,1184714,596519.9422,Van Nest-Morris Park-Westchester Square
461,2024501,1232643.232,747386,417841.96,University Heights-Morris Heights
462,2024502,1071093.825,723724,393058.7028,University Heights-Morris Heights
463,2024600,1640625.779,982340,407172.9335,Pelham Parkway
464,2024700,1575216.381,842286,183737.6356,University Heights-Morris Heights
465,2024800,2992858.723,1428578,644072.8235,Pelham Parkway
466,2024900,1880978.179,1613275,370133.0252,University Heights-Morris Heights
467,2025000,1955822.495,1269939,568069.7055,Pelham Parkway
468,2025100,2253840.933,1208588,685752.7324,University Heights-Morris Heights
469,2025200,2048258.644,1354617,656240.6847,Van Nest-Morris Park-Westchester Square
470,2025300,1341945.17,732473,511376.7514,Kingsbridge Heights
471,2025400,1828910.83,1184829,518825.0056,Van Nest-Morris Park-Westchester Square
472,2025500,1808913.775,1118280,606236.537,Kingsbridge Heights
473,2025600,2037862.636,1053567,459769.0851,Van Nest-Morris Park-Westchester Square
474,2025700,1669997.163,331281,162077.9146,University Heights-Morris Heights
475,2026100,1883343.784,1654225,305279.0023,Kingsbridge Heights
476,2026300,1715401.299,1115611,493503.3556,Kingsbridge Heights
477,2026400,4599539.809,2861744,1197419.228,Schuylerville-Throgs Neck-Edgewater Park
478,2026500,2173748.292,1183660,936693.7791,Kingsbridge Heights
479,2026601,1832956.454,1068222,471502.2136,Pelham Bay-Country Club-City Island
480,2026602,3269676.763,2063452,1056512.245,Pelham Bay-Country Club-City Island
481,2026701,742841.5849,462303,304923.603,Van Cortlandt Village
482,2026702,1819284.592,1005593,574031.5592,Van Cortlandt Village
483,2026900,4243317.448,1068075,495802.7819,Kingsbridge Heights
484,2027300,2120762.72,1343614,704215.8032,Van Cortlandt Village
485,2027401,7554416.001,4177363,1369241.727,Pelham Bay-Country Club-City Island
486,2027402,5746687.34,4472026,1074922.382,Pelham Bay-Country Club-City Island
487,2027600,19663562.53,16397391,14839.26372,park-cemetery-etc-Bronx
488,2027700,1831494.466,950235,439799.71,Van Cortlandt Village
489,2027900,2907492.697,1703571,734455.8997,Van Cortlandt Village
490,2028100,1393875.868,789846,346666.5115,Van Cortlandt Village
491,2028300,2622382.685,984080,517351.975,Spuyten Duyvil-Kingsbridge
492,2028400,12221172.49,6111937,1372870.415,Van Nest-Morris Park-Westchester Square
493,2028500,2874317.024,1386348,532511.4651,Spuyten Duyvil-Kingsbridge
494,2028600,2117837.258,1379849,557752.3488,Van Nest-Morris Park-Westchester Square
495,2028700,1670599.143,1099503,514015.3642,Spuyten Duyvil-Kingsbridge
496,2028800,3616695.5,2347294,824645.7064,Pelham Parkway
497,2028900,2054653.306,1341779,587685.1882,Spuyten Duyvil-Kingsbridge
498,2029301,2676687.379,1254711,228496.328,Spuyten Duyvil-Kingsbridge
499,2029302,4681198.937,2848818,818452.536,Spuyten Duyvil-Kingsbridge
500,2029500,2551495.367,1311832,707193.194,Spuyten Duyvil-Kingsbridge
501,2029600,7711394.526,3702878,1192538.97,Pelham Parkway
502,2029700,2498485.637,1434051,596891.3066,Spuyten Duyvil-Kingsbridge
503,2030000,4490156.713,2902355,1253338.057,Pelham Bay-Country Club-City Island
504,2030100,1583340.212,1074219,267456.4363,Spuyten Duyvil-Kingsbridge
505,2030200,6063936.628,2566529,544275.5783,Co-op City
506,2030701,4277754.369,3233471,863036.0789,North Riverdale-Fieldston-Riverdale
507,2030900,13700957.04,7233589,1046388.905,North Riverdale-Fieldston-Riverdale
508,2031000,6834236.081,4522527,1435632.863,Allerton-Pelham Gardens
509,2031200,2175834.037,1436149,493992.9008,Allerton-Pelham Gardens
510,2031400,2272270.79,1473546,506625.7914,Allerton-Pelham Gardens
511,2031600,1906941.087,1221580,428161.7958,Allerton-Pelham Gardens
512,2031800,1919429.502,1163649,412299.2467,Allerton-Pelham Gardens
513,2031900,2382200.308,2121737,187194.7261,North Riverdale-Fieldston-Riverdale
514,2032300,6019953.188,4352827,973605.3722,North Riverdale-Fieldston-Riverdale
515,2032400,2885687.627,2155612,545401.7917,Bronxdale
516,2032600,3568723.695,2194379,807258.1424,Allerton-Pelham Gardens
517,2032800,2202647.784,1442207,521604.6831,Bronxdale
518,2033000,2218401.189,1338775,674728.7208,Bronxdale
519,2033201,1224202.477,903291,374860.415,Bronxdale
520,2033202,1229425.031,777241,360966.474,Bronxdale
521,2033400,33679687.17,32982570,947162.6652,park-cemetery-etc-Bronx
522,2033500,7498691.934,3805393,831797.3623,North Riverdale-Fieldston-Riverdale
523,2033600,1985238.463,1612054,496130.1588,Bronxdale
524,2033700,4663991.993,2673841,883114.6842,North Riverdale-Fieldston-Riverdale
525,2033800,1737175.184,1067368,603334.9793,Bronxdale
526,2034000,1704073.064,1051836,547729.038,Bronxdale
527,2034200,1687802.696,904000,368490.1736,Allerton-Pelham Gardens
528,2034300,1318002.791,799892,303922.4175,North Riverdale-Fieldston-Riverdale
529,2034400,1690333.079,951932,390690.3482,Allerton-Pelham Gardens
530,2034500,2976525.488,1678532,581301.0419,North Riverdale-Fieldston-Riverdale
531,2034800,4713702.849,2951363,1005869.634,Allerton-Pelham Gardens
532,2035000,2066395.748,1088548,417642.2133,Allerton-Pelham Gardens
533,2035100,6208264.048,3912377,905766.5372,North Riverdale-Fieldston-Riverdale
534,2035600,4229647.324,2812969,828567.5236,Eastchester-Edenwald-Baychester
535,2035800,7018832.038,4119053,1498438.466,Eastchester-Edenwald-Baychester
536,2035900,1452781.526,645277,349428.8529,East Tremont
537,2036000,2857374.967,1775965,614318.0849,Allerton-Pelham Gardens
538,2036100,1760194.006,1034857,446424.367,East Tremont
539,2036300,2382766.119,1130297,669801.1345,East Tremont
540,2036400,2191493.961,1368928,617596.8659,Eastchester-Edenwald-Baychester
541,2036501,1030821.782,645174,372452.5265,East Tremont
542,2036502,1050346.584,502004,278100.3008,East Tremont
543,2036700,1005438.029,648861,348257.53,East Tremont
544,2036800,1820227.869,1122117,421091.665,Williamsbridge-Olinville
545,2036901,1054250.147,506660,332519.7558,East Tremont
546,2036902,686266.8967,355000,151967.52,East Tremont
547,2037000,1709084.351,1084867,452558.0331,Williamsbridge-Olinville
548,2037100,2128494.676,1253288,564143.1551,East Tremont
549,2037200,2008935.365,1256013,503288.5963,Williamsbridge-Olinville
550,2037300,1864932.656,1092948,554655.7602,East Tremont
551,2037400,1799971.828,1117709,436769.2933,Williamsbridge-Olinville
552,2037504,2585510.995,1097574,678794.8857,East Tremont
553,2037600,1364148.035,723890,334707.9652,Williamsbridge-Olinville
554,2037800,1360790.179,742539,360799.041,Williamsbridge-Olinville
555,2037900,2064159.329,1145028,650620.9046,Mount Hope
556,2038000,2346733.502,1411741,670011.7775,Williamsbridge-Olinville
557,2038100,1626409.49,909616,499436.6063,Mount Hope
558,2038200,1704010.245,1006793,418867.1405,Williamsbridge-Olinville
559,2038301,1030540.493,599954,360227.6589,Fordham South
560,2038302,1565110.494,908286,507104.643,Fordham South
561,2038500,2053030.266,1060747,648028.8628,Claremont-Bathgate
562,2038600,4405922.377,2539814,1105985.332,Eastchester-Edenwald-Baychester
563,2038700,1969718.584,1155089,740013.5039,Belmont
564,2038800,1593876.064,1007871,398338.8459,Williamsbridge-Olinville
565,2038900,1860955.286,1105534,656044.9092,Belmont
566,2039000,1966311.16,1417972,633569.8968,Williamsbridge-Olinville
567,2039100,2213814.27,1327004,841285.0911,Belmont
568,2039200,1035565.191,729544,329478.3313,Williamsbridge-Olinville
569,2039300,1970412.049,1230664,668303.2483,Belmont
570,2039400,1560974.386,1080970,551423.6478,Williamsbridge-Olinville
571,2039500,4446408.658,2375809,1040408.227,Claremont-Bathgate
572,2039600,2402726.497,1623100,723611.1814,Williamsbridge-Olinville
573,2039700,5542315.717,4457616,1045959.114,Belmont
574,2039800,2172955.464,1409209,526720.4179,Williamsbridge-Olinville
575,2039901,1637824.639,903345,569369.3398,Bedford Park-Fordham North
576,2039902,1309646.584,779911,517375.9599,Bedford Park-Fordham North
577,2040100,1841945.94,1180308,497181.3525,Bedford Park-Fordham North
578,2040302,682700.6616,390846,265139.0293,Bedford Park-Fordham North
579,2040303,949187.7744,548143,333456.2401,Van Cortlandt Village
580,2040304,723328.2617,456138,294034.0117,Van Cortlandt Village
581,2040400,2316966.963,1556378,628351.838,Williamsbridge-Olinville
582,2040501,873437.2412,583437,367945.2255,Bedford Park-Fordham North
583,2040502,1534114.68,1041236,565894.8191,Bedford Park-Fordham North
584,2040600,2403938.473,1696985,744933.2817,Williamsbridge-Olinville
585,2040701,630566.0292,347923,226802.5282,Van Cortlandt Village
586,2040702,1956959.078,1294069,621891.6311,Bedford Park-Fordham North
587,2040800,1324406.33,927332,486126.9425,Williamsbridge-Olinville
588,2040900,12554440.95,9203558,952357.9809,Van Cortlandt Village
589,2041100,1309717.177,651312,412400.0808,Bedford Park-Fordham North
590,2041300,1865502.794,1104547,638889.1988,Bedford Park-Fordham North
591,2041400,5955738.452,2922811,1390596.538,Woodlawn-Wakefield
592,2041500,1471378.173,982033,563385.1985,Bedford Park-Fordham North
593,2041800,2930549.177,1475538,747540.7643,Woodlawn-Wakefield
594,2041900,3505470.571,1309521,778470.5573,Norwood
595,2042000,1615128.623,1096562,598004.9021,Williamsbridge-Olinville
596,2042100,2669986.4,1285085,933230.3312,Norwood
597,2042200,1884434.553,1289514,572073.1847,Williamsbridge-Olinville
598,2042300,1939179.597,1116793,383646.2324,Norwood
599,2042400,1882378.371,1235239,471613.6931,Williamsbridge-Olinville
600,2042500,3154915.27,1396510,837921.892,Norwood
601,2042600,5473783.584,3435650,1292723.144,Woodlawn-Wakefield
602,2042800,1821035.079,1134842,439642.0701,Woodlawn-Wakefield
603,2042901,1105150.731,479092,283266.64,Norwood
604,2042902,1011499.021,671009,399491.6884,Norwood
605,2043000,2219376.164,1384820,569952.7978,Woodlawn-Wakefield
606,2043100,2331576.328,1440204,931997.7554,Norwood
607,2043400,3761013.011,1637455,851539.4163,Woodlawn-Wakefield
608,2043500,72721530.88,63162683,687645.5053,park-cemetery-etc-Bronx
609,2043600,1679294.22,1074224,437331.2253,Woodlawn-Wakefield
610,2044200,2614475.734,1634417,722851.7556,Woodlawn-Wakefield
611,2044400,3925376.669,2730528,856140.5442,Woodlawn-Wakefield
612,2044800,1817406.932,1153869,416557.437,Woodlawn-Wakefield
613,2044901,1706515.644,1098661,466247.1764,Woodlawn-Wakefield
614,2044902,1681787.26,1104873,513956.9287,Woodlawn-Wakefield
615,2045101,1854782.775,958684,464536.0192,Woodlawn-Wakefield
616,2045102,2303794.273,1284702,541417.9001,Woodlawn-Wakefield
617,2045600,9265823.935,4624724,1313129.212,Eastchester-Edenwald-Baychester
618,2045800,2582516.438,2506120,347745.8676,Eastchester-Edenwald-Baychester
619,2046000,3096846.465,2124456,558878.3175,Eastchester-Edenwald-Baychester
620,2046201,23507456.88,14530922,2937530.145,Co-op City
621,2046202,10304365.88,5219724,1942604.745,Co-op City
622,2048400,7465667.1,3626723,1238005.542,Eastchester-Edenwald-Baychester
624,2051600,17352035.39,14594145,2264821.172,Pelham Bay-Country Club-City Island
625,3000100,2237278.218,1882569,807603.4696,Brooklyn Heights-Cobble Hill
626,3000200,2952085.298,1727995,1214299.033,Sunset Park West
627,3000301,2142139.065,1772239,591991.253,Brooklyn Heights-Cobble Hill
628,3000501,901506.9925,614642,440829.4133,Brooklyn Heights-Cobble Hill
629,3000502,1038555.223,692794,489831.3266,Brooklyn Heights-Cobble Hill
630,3000700,1927409.057,1027832,685135.0615,Brooklyn Heights-Cobble Hill
631,3000900,1737777.424,1017403,795429.4436,Brooklyn Heights-Cobble Hill
632,3001100,1814052.498,1047425,719772.4287,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
633,3001300,3138437.81,1612767,617285.6427,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
634,3001500,3310755.759,1579251,981208.7538,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
635,3001800,22091941.87,16486290,5864022.419,Sunset Park West
636,3002000,1620770.163,922607,758148.4247,Sunset Park West
637,3002100,5707305.462,1997539,1466779.172,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
638,3002200,3690653.776,1988422,1407757.726,Sunset Park West
639,3002300,1961451.52,942450,163325.674,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
640,3002901,1167531.123,755871,212645.2292,Fort Greene
641,3003000,1174204.935,693048,350669.0965,Bay Ridge
642,3003100,3102713.608,2424939,462344.0612,Fort Greene
643,3003300,1773979.492,927005,670183.7865,Fort Greene
644,3003400,5158736.775,2179044,712456.717,Bay Ridge
645,3003500,1433175.195,809601,580328.1995,Fort Greene
646,3003600,1348886.762,915346,523509.9235,Bay Ridge
647,3003700,1805697.772,890892,878645.764,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
648,3003800,1367702.806,669969,357459.452,Bay Ridge
649,3003900,1681241.452,1004420,692105.4093,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
650,3004100,1744094.395,1099223,648932.1309,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
651,3004300,1786641.701,1018827,705002.6137,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
653,3004500,1835597.061,1197932,697467.7321,Carroll Gardens-Columbia Street-Red Hook
655,3004700,2902478.114,1879358,924104.5471,Carroll Gardens-Columbia Street-Red Hook
656,3004900,1051002.953,715502,432451.5672,Carroll Gardens-Columbia Street-Red Hook
657,3005000,2395905.716,1338078,623648.5579,Bay Ridge
658,3005100,1950312.99,1008585,608643.9824,Carroll Gardens-Columbia Street-Red Hook
659,3005201,1448244.168,892770,294410.1438,Bay Ridge
660,3005202,1398134.484,671676,376176.9497,Bay Ridge
661,3005300,17692164.81,12065960,3851058.288,Carroll Gardens-Columbia Street-Red Hook
663,3005601,1818781.266,790951,466757.0685,Bay Ridge
665,3005800,2080303.314,1378222,738822.0183,Bay Ridge
666,3005900,3852486.962,1751867,1227574.518,Carroll Gardens-Columbia Street-Red Hook
667,3006000,1639073.926,1084877,611480.9248,Bay Ridge
668,3006200,1746843.284,1184739,619576.4323,Bay Ridge
669,3006300,1084239.341,612578,369278.5146,Carroll Gardens-Columbia Street-Red Hook
670,3006400,2186814.621,1471876,762317.2509,Bay Ridge
671,3006500,2685633.615,1576502,880371.9682,Carroll Gardens-Columbia Street-Red Hook
672,3006600,1653273.394,1045282,646800.7683,Bay Ridge
673,3006700,1680804.296,1140594,668132.3399,Carroll Gardens-Columbia Street-Red Hook
674,3006800,1996655.824,1374853,818198.1136,Bay Ridge
675,3006900,1927677.553,1274122,792663.8934,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
676,3007000,1586252.19,783867,471127.5919,Bay Ridge
677,3007100,1840258.487,1262083,500514.3468,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
678,3007200,653314.9588,329657,196248.4001,Sunset Park West
679,3007400,1516613.031,957537,561753.0398,Sunset Park West
680,3007500,3053102.255,1911456,1013341.13,Carroll Gardens-Columbia Street-Red Hook
681,3007600,1510401.678,996002,591490.2386,Sunset Park West
682,3007700,4187353.576,2151934,1126908.532,Carroll Gardens-Columbia Street-Red Hook
683,3007800,1509791.99,994905,572302.977,Sunset Park West
684,3008000,1506326.485,991213,546796.0799,Sunset Park West
685,3008200,1517026.114,934592,524946.9774,Sunset Park West
686,3008400,2650333.355,1336106,843351.63,Sunset Park West
687,3008500,2624913.77,2098661,362981.8405,Carroll Gardens-Columbia Street-Red Hook
688,3008600,1221916.887,1067080,21424.09969,Sunset Park East
689,3008800,2019986.061,693885,441764.1929,Sunset Park East
690,3009000,1631111.773,658771,445585.2664,Sunset Park East
691,3009200,1218874.037,835863,519481.9314,Sunset Park East
692,3009400,1625600.911,1112808,729847.6979,Sunset Park East
693,3009600,1622766.586,1116929,650201.2051,Sunset Park East
694,3009800,1625498.652,1125685,654555.928,Sunset Park East
695,3010000,1625060.713,1095180,637854.6015,Sunset Park East
696,3010100,3393635.747,2171160,1404103.956,Sunset Park West
697,3010200,1640687.839,1110929,636383.6386,Sunset Park East
698,3010400,1639390.921,1099885,703358.4606,Sunset Park East
699,3010600,1624784.393,1096441,647969.4993,Sunset Park East
700,3010800,1624849.988,1077669,653598.8267,Sunset Park East
701,3011000,1699091.864,774043,500744.5115,Sunset Park East
702,3011200,1843970.961,1130436,731357.2366,Sunset Park East
703,3011400,1806159.314,1147302,785165.1003,Borough Park
704,3011600,1724997.732,1113841,602649.76,Borough Park
705,3011700,2160662.467,1312164,923971.1523,Park Slope-Gowanus
706,3011800,2359854.017,1114620,706020.5683,Sunset Park East
707,3011900,7727136.066,3515219,2587986.166,Park Slope-Gowanus
708,3012000,2102411.816,1004929,740457.8354,Sunset Park East
709,3012100,1593259.407,871023,589546.9724,Park Slope-Gowanus
710,3012200,1991590.541,1115130,718068.6821,Sunset Park West
711,3012600,2486089.84,1085517,555887.573,Bay Ridge
712,3012700,1759470.609,1016439,592828.5721,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
713,3012801,1238338.687,507113,310972.989,Dyker Heights
714,3012901,1479914.457,1147921,707092.531,Park Slope-Gowanus
715,3012902,1372594.009,624706,389782.0649,Park Slope-Gowanus
716,3013000,1899181.556,1343515,776137.3631,Bay Ridge
717,3013100,1684555.864,1157794,604657.7348,Park Slope-Gowanus
718,3013200,1665114.519,767369,413196.6316,Dyker Heights
719,3013300,1596011.273,1020131,622053.9352,Park Slope-Gowanus
720,3013400,2887202.859,1531271,867722.1608,Bay Ridge
721,3013500,1635301.072,1042856,556612.2438,Park Slope-Gowanus
722,3013600,2322222.357,1408037,823417.4027,Bay Ridge
723,3013700,1638366.14,1068937,627900.7495,Park Slope-Gowanus
724,3013800,1749765.016,1190891,755288.1943,Bay Ridge
725,3013900,1631336.533,1055602,629986.5279,Park Slope-Gowanus
726,3014000,1579390.472,994892,526597.8575,Dyker Heights
727,3014100,1787081.543,1130111,669486.1161,Park Slope-Gowanus
728,3014200,2165483.161,902953,561689.607,Bay Ridge
729,3014300,2350772.884,1287509,784485.4675,Park Slope-Gowanus
730,3014500,2317301.553,1300590,758027.5532,Sunset Park West
731,3014700,1142414.934,697266,380212.9271,Sunset Park West
732,3014800,1437563.939,967080,410306.1943,Dyker Heights
733,3014900,2684799.709,1669193,952500.8184,Park Slope-Gowanus
734,3015000,1436079.909,962684,435368.5709,Dyker Heights
735,3015100,1607114.126,1063385,652566.0075,Park Slope-Gowanus
736,3015200,2884171.066,2123381,601098.2438,Dyker Heights
737,3015300,1619490.318,1031003,628798.879,Park Slope-Gowanus
739,3015500,1610814.53,1072716,641420.4244,Park Slope-Gowanus
740,3015700,1802056.047,1214200,767501.7798,Park Slope-Gowanus
741,3015900,2704564.468,1330539,812407.7246,Park Slope-Gowanus
742,3016000,2785267.166,1522462,958696.5491,Bay Ridge
743,3016100,1964230.082,1044829,633476.6082,Prospect Heights
745,3016300,1980070.64,1081809,586660.1409,Prospect Heights
746,3016400,8431321.695,7725343,911384.1934,Bay Ridge
747,3016500,2006987.782,1327392,851389.2055,Park Slope-Gowanus
748,3016600,2873519.71,1941793,792712.0763,Dyker Heights
749,3016700,1818261.602,1221143,743249.3179,Park Slope-Gowanus
750,3016800,1767486.744,892134,350847.3129,Bath Beach
751,3016900,2257354.466,1477735,839709.9172,Windsor Terrace
752,3017000,2249706.471,1474508,700446.0898,Bath Beach
753,3017100,2247115.357,1453816,790540.1519,Windsor Terrace
754,3017200,2220321.616,1432645,676579.8886,Bath Beach
755,3017400,1798223.917,883363,375036.7199,Bath Beach
756,3017500,21101598.56,20309060,64723.91502,park-cemetery-etc-Brooklyn
757,3017600,1436666.981,803605,377626.8975,Bath Beach
758,3017700,27386701.07,5662949,303093.2502,park-cemetery-etc-Brooklyn
759,3017800,1765217.211,1017841,584011.1224,Bath Beach
760,3017900,1705006.914,904975,367219.4684,Fort Greene
761,3018000,1896108.783,1202560,594293.2103,Bath Beach
762,3018100,1823380.088,1135052,617323.5831,Fort Greene
763,3018200,1781148.57,1154848,641452.5065,Bensonhurst West
764,3018300,1477789.65,953981,536307.4458,Fort Greene
765,3018400,1605263.646,1094577,476275.5339,Bensonhurst West
766,3018501,1189462.479,820552,224924.1384,Fort Greene
767,3018600,1216850.532,840266,463329.9636,Bensonhurst West
768,3018700,917703.1409,501008,243392.7144,Fort Greene
769,3018800,1885932.632,1206272,637838.9081,Bensonhurst West
770,3019000,2291793.605,1482012,806635.2033,Bensonhurst West
771,3019100,2721477.682,1394240,875177.2733,Clinton Hill
772,3019200,2042946.474,1027579,664590.8831,Borough Park
773,3019300,2903179,2076316,615061.8905,Clinton Hill
774,3019400,1920211.755,1156332,604675.0952,Dyker Heights
775,3019500,1475082.708,910971,488733.7308,Clinton Hill
776,3019600,2027285.922,1370206,753383.8641,Dyker Heights
777,3019700,1828072.206,1099233,556330.0612,Clinton Hill
778,3019800,1450201.497,973919,487840.1815,Dyker Heights
779,3019900,2037876.603,1099393,667759.8549,Clinton Hill
780,3020000,1451580.256,971693,553028.8633,Dyker Heights
781,3020100,1884866.882,1198842,639726.012,Clinton Hill
782,3020200,1451352.492,978087,496467.5187,Dyker Heights
783,3020300,1512111.024,811609,471553.1254,Prospect Heights
784,3020400,1450945.784,977405,509619.9868,Dyker Heights
785,3020500,1718969.967,1057056,587303.1875,Prospect Heights
786,3020600,1833507.186,1248250,650660.8191,Dyker Heights
787,3020700,1468246.007,995424,549732.8919,Prospect Heights
788,3020800,1542688.997,1047518,589969.4444,Dyker Heights
789,3021000,1614539.932,1063727,595752.638,Dyker Heights
790,3021100,1892154.195,1175779,431477.2909,Fort Greene
791,3021200,2054324.467,1289260,723290.1337,Dyker Heights
792,3021300,1989394.755,1113709,638482.7883,Crown Heights South
793,3021400,1808036.312,824458,509465.7494,Borough Park
794,3021500,1598022.983,1051089,626308.026,Prospect Heights
795,3021600,1810243.926,1175976,676156.102,Borough Park
796,3021700,1281458.048,793887,474715.2281,Crown Heights North
797,3021800,1698856.968,1114643,711918.3242,Borough Park
798,3021900,1582742.164,947173,526789.9209,Crown Heights North
799,3022000,2091173.161,1269530,845329.8398,Borough Park
800,3022100,1617936.881,992781,564132.7336,Crown Heights North
801,3022200,1896474.051,1173288,788715.017,Borough Park
802,3022400,1890190.845,1259046,732195.6971,Borough Park
803,3022600,1680920.141,901156,637836.9323,Borough Park
804,3022700,2588318.216,1421599,833144.2369,Clinton Hill
805,3022800,1801521.316,1034340,694485.8363,Borough Park
806,3022900,1849568.404,1103503,597366.1511,Clinton Hill
807,3023000,1624924.583,1084642,687069.1732,Borough Park
808,3023100,1716029.907,1105750,651730.9149,Clinton Hill
809,3023200,2436821.503,1617777,1047036.04,Borough Park
810,3023300,1849442.026,1098262,536764.5667,Bedford
811,3023400,1827230.614,1195311,761664.9571,Borough Park
812,3023500,1523725.767,966133,532882.8575,Clinton Hill
813,3023600,1828207.777,1199874,788804.5468,Borough Park
814,3023800,1828765.822,1173600,751057.3765,Borough Park
815,3024000,1827206.393,1186649,715993.2812,Borough Park
816,3024100,1939949.84,1132767,775097.2814,Bedford
817,3024200,2061125.047,1191287,716599.4282,Borough Park
818,3024300,1661539.49,1083021,563587.0956,Bedford
819,3024400,1670948.349,1110266,629090.0949,Borough Park
820,3024500,1795931.618,1163646,657026.1452,Bedford
821,3024600,1845582.935,1238730,676275.8177,Borough Park
822,3024700,2028330.425,1210601,797950.7376,Crown Heights North
823,3024800,1895137.519,1149071,750130.5827,Bensonhurst West
824,3024900,1813352.673,1190491,667242.0099,Bedford
825,3025000,1867289.953,1015968,637356.448,Bensonhurst West
826,3025100,1490422.82,972221,451804.1728,Bedford
827,3025200,1950979.095,1274849,762702.3638,Bensonhurst West
828,3025300,1741981.224,1116989,469752.849,Bedford
829,3025400,1888611.582,1147574,637006.8944,Bensonhurst West
830,3025500,1492168.746,1102100,227750.0773,Bedford
831,3025600,1869263.07,1229779,643195.8156,Bensonhurst West
832,3025700,1949087.304,983386,555770.8651,Bedford
833,3025800,1832115.625,1259916,759198.4973,Bensonhurst West
834,3025901,863635.7669,534069,289600.3858,Bedford
835,3025902,642013.904,521950,92226.82575,Bedford
836,3026000,1753286.172,1190841,688491.631,Bensonhurst West
837,3026100,2146490.189,1322598,701729.6995,Bedford
838,3026200,1699503.058,1051616,489740.7275,Bensonhurst West
839,3026300,1287405.971,843903,251513.2695,Bedford
840,3026400,2038976.304,1331609,782944.8694,Bensonhurst West
841,3026500,1718284.147,1075966,597049.355,Bedford
842,3026600,1785503.086,1220916,732049.3793,Bensonhurst West
843,3026700,1717367.877,1121841,610270.2229,Bedford
844,3026800,1926489.204,1243344,747593.2558,Bensonhurst West
845,3026900,1441848.772,923769,504586.1478,Bedford
846,3027000,1444005.643,982185,512755.1632,Bensonhurst West
847,3027100,2767086.525,1623422,730302.0956,Crown Heights North
848,3027200,1422363.429,968432,536575.965,Bensonhurst West
849,3027300,1611451.005,1152969,491765.997,Stuyvesant Heights
850,3027400,1758627.07,1181132,630462.8521,Bensonhurst West
851,3027500,1743574.563,1155398,668396.2853,Stuyvesant Heights
852,3027600,1607862.58,1060553,636969.5443,Bensonhurst West
853,3027700,1745688.276,1163784,519109.75,Stuyvesant Heights
854,3027800,1727742.077,1093212,609492.3694,Bensonhurst West
855,3027900,1743087.978,1130519,555194.241,Stuyvesant Heights
856,3028000,1494252.285,893466,490445.4638,Bath Beach
857,3028100,1743468.124,1082300,519885.1292,Stuyvesant Heights
858,3028200,1826159.074,1049021,498613.1157,Bath Beach
859,3028300,1311680.724,819101,375228.0261,Stuyvesant Heights
860,3028400,1768012.327,1198901,658271.2515,Bensonhurst West
861,3028501,895739.6968,651462,316576.9705,Bushwick South
862,3028502,1290359.375,1000100,169253.3105,Stuyvesant Heights
863,3028600,1901157.604,1157884,551380.2254,Bath Beach
864,3028700,1601115.471,887568,470664.8294,Stuyvesant Heights
865,3028800,1644934.101,1090795,634668.8955,Bensonhurst West
