,CensusTract,SurfaceArea,LotArea,FootPrint,Neighborhood
1302,3098200,3723765.581,2252355,393139.539,Canarsie
1303,3098400,1214786.691,801904,342791.3542,Canarsie
1304,3098600,1677791.553,1118059,426359.0262,Canarsie
1305,3098800,1743233.098,1128803,468980.5208,Canarsie
1306,3099000,1762100.884,1179076,486726.0801,Canarsie
1307,3099200,1448961.107,916587,354463.5322,Canarsie
1308,3099400,1872516.877,1059953,331918.0193,Canarsie
1309,3099600,2041897.35,1346347,586049.1445,Canarsie
1310,3099800,4560610.59,3504998,664412.735,Canarsie
1311,3100400,1421504.199,943706,427807.6407,Canarsie
1312,3100600,1637144.158,1114209,454483.9249,Canarsie
1313,3100800,1602833.033,1064790,437253.2661,Canarsie
1314,3101000,1844400.828,1231321,512182.107,Canarsie
1315,3101200,1730658.17,1151697,429929.0197,Canarsie
1316,3101400,1668038.251,1119842,377311.9638,Canarsie
1317,3101600,1210060.371,839842,287355.5349,Canarsie
1318,3101800,2623263.401,1426385,460718.6557,Canarsie
1319,3102000,1690994.82,1113525,360301.3285,Canarsie
1320,3102200,1752586.566,1161165,463471.4056,Canarsie
1321,3102400,1540219.402,974001,398391.1523,Canarsie
1322,3102600,1462012.246,951334,396530.5293,Canarsie
1325,3105801,4521101.278,2576132,493329.218,Starrett City
1326,3105804,7077851.209,3362027,772898.6368,Starrett City
1327,3107000,33801076.86,19322854,1268762.412,East New York
1328,3107800,5449630.407,2597509,1538362.726,East New York
1329,3109800,9189938.069,5847567,3540704.348,East New York
1330,3110400,8007940.416,4509985,2441483.466,East New York
1331,3110600,1841331.732,1264547,175074.5195,East New York
1332,3111000,1326238.836,1026000,157184.0172,East New York
1333,3111600,5375782.381,3044753,1998048.592,East New York
1334,3111800,1745783.827,1086703,517806.1679,East New York
1335,3112000,1861982.547,1079671,527431.495,East New York
1336,3112200,1747124.122,1075886,516505.5931,East New York (Pennsylvania Ave)
1337,3112400,1914338.597,1165482,607020.9655,East New York
1338,3112600,1813472.231,1135820,661425.4229,East New York (Pennsylvania Ave)
1339,3112800,1982798.096,1296444,755769.6668,East New York (Pennsylvania Ave)
1340,3113000,2086280.511,1260249,609365.9665,East New York (Pennsylvania Ave)
1341,3113200,2109759.952,1032212,501179.4755,East New York (Pennsylvania Ave)
1342,3113400,1651198.365,982970,529837.5575,East New York (Pennsylvania Ave)
1343,3114201,3223151.112,1200037,392475.0555,Cypress Hills-City Line
1344,3114202,1281726.173,886780,356016.0767,Cypress Hills-City Line
1345,3114400,4617777.805,1957620,1424642.4,East New York (Pennsylvania Ave)
1346,3114600,1723239.684,1053268,534060.9242,Cypress Hills-City Line
1347,3115000,1703334.326,944682,483800.0979,East New York
1348,3115200,1788251.795,1083537,518987.7972,East New York
1349,3115600,1720940.11,1166749,573776.6541,East New York (Pennsylvania Ave)
1350,3115800,1668175.775,1079207,452820.0058,East New York (Pennsylvania Ave)
1351,3116000,1629832.721,1017878,393176.479,East New York
1352,3116200,1543810.231,984079,417921.316,East New York
1353,3116400,1954432.435,1210062,550673.1275,East New York
1354,3116600,1715753.207,989041,523344.409,East New York
1355,3116800,1549248.026,898017,507860.341,East New York
1356,3117000,1653944.02,975144,515743.0223,East New York
1357,3117201,1390018.191,909291,460669.7607,Cypress Hills-City Line
1358,3117202,1634622.2,1110443,565188.2141,Cypress Hills-City Line
1359,3117400,2295155.543,1497553,733623.932,Cypress Hills-City Line
1360,3117601,1639988.156,1162337,506107.5141,Cypress Hills-City Line
1361,3117602,1548007.997,1059775,556294.1459,Cypress Hills-City Line
1362,3117800,1511355.897,803026,535174.6864,Cypress Hills-City Line
1363,3118000,8097141.267,7890508,113473.9198,park-cemetery-etc-Brooklyn
1364,3118201,1360340.227,909944,506256.9042,Cypress Hills-City Line
1365,3118202,1337843.678,861460,484511.9045,Cypress Hills-City Line
1366,3118400,2204317.939,1462001,838961.1269,Cypress Hills-City Line
1367,3118600,1415166.402,968675,498455.8495,Cypress Hills-City Line
1368,3118800,1877145.234,1216995,689882.8897,Cypress Hills-City Line
1369,3119000,1520931.561,706199,381776.92,Cypress Hills-City Line
1370,3119200,2426661.164,1443528,665086.246,East New York
1371,3119400,1964536.004,1265299,631038.9598,East New York
1372,3119600,3292426.898,1725477,922972.1329,East New York
1373,3119800,3527651.626,1883351,1140499.529,East New York
1374,3120000,1620560.933,911344,369540.9604,East New York
1375,3120200,1644476.565,625007,284757.3855,Cypress Hills-City Line
1376,3120800,5189260.286,2182941,916033.4184,East New York
1377,3121000,1733948.401,1533403,188446.6342,East New York
1378,3121400,1831282.661,1352400,187345.4095,East New York
1379,3122000,11415816.67,3854596,1566509.58,East New York
1380,3123700,3459462.457,2025484,1469630.091,Bedford
1381,3150200,3430496.811,1559445,782515.9173,Windsor Terrace
1382,3152200,4194670.273,2784346,1160453.544,Flatbush
1383,4000100,12286326.67,5682122,3429081.487,Hunters Point-Sunnyside-West Maspeth
1384,4000200,1665497.053,1183463,530365.7885,Woodhaven
1385,4000400,2420892.252,1700802,840411.9054,Woodhaven
1386,4000600,2307340.971,1472210,745331.1563,Woodhaven
1387,4000700,5867589.203,2898877,2040802.733,Hunters Point-Sunnyside-West Maspeth
1388,4000800,2043534.21,1421914,657624.6627,Woodhaven
1389,4001000,1743090.028,1283115,650213.4755,Woodhaven
1390,4001200,2420974.032,1689076,816533.0969,Woodhaven
1391,4001400,2305944.332,1603932,777354.3578,Woodhaven
1392,4001600,1623632.687,1105488,567192.0966,Woodhaven
1393,4001800,1912263.186,1241464,600392.4694,Woodhaven
1394,4001900,9381831.186,3982751,3091308.204,Hunters Point-Sunnyside-West Maspeth
1395,4002000,1548759.254,960812,415351.5423,Woodhaven
1396,4002200,1594779.645,1023580,497542.9442,Woodhaven
1397,4002400,1516527.182,971142,477139.5853,Richmond Hill
1398,4002500,2240227.485,1644152,382768.4944,Queensbridge-Ravenswood-Long Island City
1399,4002600,1593309.048,1131591,515722.8454,Richmond Hill
1400,4002800,2386683.268,1564138,762584.6602,Richmond Hill
1401,4003000,1200464.426,796733,350026.4502,Woodhaven
1402,4003100,1775765.185,926491,585927.2377,Queensbridge-Ravenswood-Long Island City
1403,4003200,1791170.478,942212,481161.4483,Woodhaven
1404,4003300,5525404.229,2820338,1978357.186,Queensbridge-Ravenswood-Long Island City
1405,4003400,2303269.721,1408059,598980.8981,Woodhaven
1406,4003600,1937305.844,1221563,582550.134,Woodhaven
1407,4003700,4148804.684,1349008,205549.6784,Queensbridge-Ravenswood-Long Island City
1408,4003800,1896703.691,1177067,630984.6618,Woodhaven
1409,4003900,1580667.057,1033540,721129.6737,Queensbridge-Ravenswood-Long Island City
1410,4004001,1875952.941,1104523,540745.2709,Woodhaven
1411,4004002,1396952.353,724242,361247.2727,Ozone Park
1412,4004200,2156063.867,1404814,706145.1029,Woodhaven
1413,4004300,1840353.437,1236535,392153.6576,Queensbridge-Ravenswood-Long Island City
1414,4004401,2832837.402,1719606,738000.3577,Ozone Park
1415,4004500,2375492.136,1594249,538089.9773,Astoria
1416,4004700,1928980.642,1242081,487505.7981,Astoria
1417,4005000,1637736.491,1201470,3793.243815,Ozone Park
1418,4005100,1476104.593,903731,650795.1725,Queensbridge-Ravenswood-Long Island City
1419,4005200,1405250.199,922060,446308.5695,Woodhaven
1420,4005300,2111785.653,1386202,795607.1323,Astoria
1421,4005400,4492337.461,2835501,1388772.775,Ozone Park
1422,4005500,1786237.896,1080469,919168.1936,Queensbridge-Ravenswood-Long Island City
1423,4005700,2406263.317,1538506,1097129.401,Astoria
1424,4005800,6432379.663,3328770,1407659.477,Ozone Park
1425,4005900,2047587.032,1336732,730419.0302,Astoria
1426,4006100,2099309.382,1387869,844322.1659,Astoria
1427,4006201,4310186.21,2892216,803887.6721,Lindenwood-Howard Beach
1428,4006202,12358115.97,4198572,1567240.445,Lindenwood-Howard Beach
1429,4006300,2287276.551,1537651,923503.0605,Astoria
1430,4006501,1198418.187,783953,474019.7409,Astoria
1431,4006502,1650722.263,1144443,655109.8984,Astoria
1432,4006900,2266843.264,1461424,720088.6136,Old Astoria
1433,4007100,2101574.648,1279684,751655.9422,Old Astoria
1434,4007300,1523722.904,1013617,555250.3495,Old Astoria
1435,4007500,1391318.841,980653,526471.1199,Astoria
1436,4007700,1363202.083,804364,412644.8574,Astoria
1437,4007900,1727511.033,1141254,566716.6261,Old Astoria
1438,4008100,1212136.879,668731,459227.4579,Old Astoria
1439,4008300,2059577.564,1255359,683948.3992,Old Astoria
1440,4008500,2943519,1683977,1200111.58,Queensbridge-Ravenswood-Long Island City
1441,4008600,3519431.273,2212644,941308.5483,Ozone Park
1442,4008700,2724649.186,1816267,606484.2035,Old Astoria
1443,4008800,4717307.576,2102791,813048.7419,Ozone Park
1444,4009100,2005223.278,1382536,615166.2994,Old Astoria
1445,4009400,1869642.049,1185678,646633.1784,South Ozone Park
1446,4009500,1770676.753,856071,387799.3009,Steinway
1447,4009600,2222233.85,1480214,716772.539,South Ozone Park
1448,4009700,2171669.718,1468363,740359.0471,Steinway
1449,4009800,1460890.471,980982,551055.7051,South Ozone Park
1450,4010000,2403901.791,1637383,760729.5895,South Ozone Park
1451,4010100,1860062.495,1077608,574166.7614,Steinway
1452,4010200,2302072.588,1505229,637779.4897,South Ozone Park
1453,4010300,2695886.853,1734264,736956.621,Steinway
1454,4010400,2007367.496,1412544,677691.0576,South Ozone Park
1455,4010500,2131500.271,1471140,578410.9466,Steinway
1456,4010600,1862499.144,1239862,636332.7425,South Ozone Park
1457,4010701,17298680.01,906805,292849.2274,Steinway
1458,4010800,1696627.413,1162834,581113.4173,Richmond Hill
1459,4011000,1776467.743,1250929,627653.7384,Richmond Hill
1460,4011100,1622555.585,1072846,504366.6132,Steinway
1461,4011200,2029245.438,1364381,662272.8232,Richmond Hill
1462,4011300,1922996.042,1294091,736250.4431,Steinway
1463,4011400,1308602.975,850256,466025.1526,Richmond Hill
1464,4011500,1997244.194,1147228,692162.4522,Steinway
1465,4011600,1502722.922,987337,451695.4549,Richmond Hill
1466,4011700,2290673.01,1542950,816984.2721,Steinway
1467,4011800,1736072.436,1052772,488783.825,Richmond Hill
1468,4011900,1199795.087,793327,433448.5994,Steinway
1469,4012000,1580707.943,1032435,514806.2971,Richmond Hill
1470,4012100,1484400.402,985852,503182.9144,Steinway
1471,4012200,2235080.402,1491990,709302.631,Richmond Hill
1472,4012301,6366924.705,3825581,2378023.002,Steinway
1473,4012400,2103190.187,1455547,677964.9288,Richmond Hill
1474,4012500,1752217.165,547945,273102.6485,Steinway
1475,4012601,1585195.988,1058436,470048.2961,Richmond Hill
1476,4012602,1583994.728,1109253,512876.7103,Richmond Hill
1477,4012800,1721777.311,1260915,542295.07,Richmond Hill
1478,4013000,2016150.953,1332340,525740.759,Richmond Hill
1479,4013200,2071423.783,1186197,531301.4938,Richmond Hill
1480,4013400,2055343.919,1485054,613409.7691,Kew Gardens
1481,4013500,1461831.595,942313,395012.4082,Steinway
1482,4013600,1632351.258,888745,404442.0994,Kew Gardens
1483,4013700,2152435.34,860766,466242.5488,Steinway
1484,4013800,1828863.662,1172533,570920.6029,Kew Gardens
1485,4014000,2390486.859,1518512,703996.2054,Kew Gardens
1486,4014100,1841548.91,982360,708990.4354,Astoria
1487,4014201,2270918.842,1372328,769823.4133,Richmond Hill
1488,4014202,6633244.603,2376379,1476436.344,Richmond Hill
1489,4014300,1469451.935,999024,574140.873,Astoria
1490,4014400,2348361.881,1333973,758649.1223,Richmond Hill
1491,4014500,1374739.954,903689,460705.5334,Astoria
1492,4014700,1592386.541,1051887,618025.9422,Astoria
1493,4014800,1754562.792,1099334,402963.0997,Richmond Hill
1494,4014900,1147477.904,761004,484368.0701,Astoria
1495,4015000,1583627.867,1037366,460288.2883,Richmond Hill
1496,4015100,1435760.884,972122,480247.8651,Astoria
1497,4015200,2073445.93,1263799,594826.2934,Richmond Hill
1498,4015300,1309390.558,806631,427130.664,Astoria
1499,4015400,1617854.278,1023660,509455.018,Richmond Hill
1500,4015500,1587954.994,1014254,673221.9158,Astoria
1501,4015600,2253099.498,1493446,711736.9969,Richmond Hill
1502,4015700,1383061.292,805584,627521.1852,Astoria
1503,4015801,3260032.933,1964536,846183.0159,South Ozone Park
1504,4015802,2997105.62,2023536,1032373.892,South Ozone Park
1505,4015900,1826098.451,1204403,740762.8992,Astoria
1506,4016100,1157640.286,759890,459490.6081,Astoria
1507,4016300,2348739.423,1673163,510169.9472,Astoria
1508,4016400,2129308.776,1463559,658375.1157,South Ozone Park
1509,4016600,2185345.324,1416631,684576.6244,South Ozone Park
1510,4016800,2276026.944,1423602,597932.4891,South Ozone Park
1511,4016900,2485167.585,1630480,710060.1776,Hunters Point-Sunnyside-West Maspeth
1512,4017000,2379227.122,1480090,595659.1277,South Ozone Park
1513,4017100,13382067.29,3767004,1679174.466,Hunters Point-Sunnyside-West Maspeth
1514,4017200,2076615.058,1271987,515621.458,South Ozone Park
1515,4017400,2073990.669,1283151,542787.586,South Ozone Park
1516,4017600,2068075.399,1290673,510662.8969,South Ozone Park
1517,4017800,2054270.578,1205054,487579.2449,South Ozone Park
1518,4017900,5099923.799,3017878,2483860.303,Hunters Point-Sunnyside-West Maspeth
1519,4018000,1533595.043,834476,312869.0733,South Ozone Park
1520,4018101,1035687.701,622778,400917.0177,Hunters Point-Sunnyside-West Maspeth
1521,4018102,1038481.12,636651,441154.1551,Hunters Point-Sunnyside-West Maspeth
1522,4018200,2762694.887,1524887,576904.2191,Baisley Park
1523,4018300,2314483.859,1446311,796655.6943,Hunters Point-Sunnyside-West Maspeth
1524,4018401,2054040.304,1352637,469238.2579,Baisley Park
1525,4018402,2287905.797,1537531,594103.4144,Baisley Park
1526,4018501,1060457.906,644255,364937.566,Hunters Point-Sunnyside-West Maspeth
1527,4018502,1059000.845,662769,425342.6992,Hunters Point-Sunnyside-West Maspeth
1528,4018600,1922308.542,1119245,371939.7719,Baisley Park
1529,4018700,2565345.215,1170324,545798.6888,Hunters Point-Sunnyside-West Maspeth
1530,4018800,1901478.547,1221262,313440.1557,Baisley Park
1531,4018900,2343528.66,1487415,1035478.097,Hunters Point-Sunnyside-West Maspeth
1532,4019000,2026398.545,1345154,539918.8007,Baisley Park
1533,4019200,2141522.148,1363461,499413.3067,Baisley Park
1534,4019400,3230544.237,1910186,650264.3047,South Jamaica
1535,4019600,2402963.956,1566553,606105.8768,South Jamaica
1536,4019800,2231764.832,1368046,587259.1739,South Jamaica
1537,4019900,17016560.01,6633183,4028343.478,Hunters Point-Sunnyside-West Maspeth
1538,4020200,1570995.901,798561,300913.0748,South Jamaica
1539,4020400,3087690.431,1636266,747731.3596,Jamaica
1540,4020500,6482333.099,2839393,1372737.875,Hunters Point-Sunnyside-West Maspeth
1541,4020600,1626141.58,903394,414643.4537,Jamaica
1542,4020800,5746083.682,2090542,1343450.516,Jamaica
1543,4021200,2536195.918,1363365,812695.7302,Jamaica
1544,4021400,4031658.217,2341000,1149045.826,Briarwood-Jamaica Hills
1545,4021600,7046048.726,2671701,828415.9937,Kew Gardens
1546,4021900,13748707.03,8575610,5093219.139,Hunters Point-Sunnyside-West Maspeth
1547,4022001,4410449.798,2289443,780173.0865,Briarwood-Jamaica Hills
1548,4022002,3238336.612,2078007,857959.4784,Briarwood-Jamaica Hills
1549,4022900,14413152.71,10352355,604196.7478,park-cemetery-etc-Queens
1550,4023000,1782960.133,1190696,478232.1626,Briarwood-Jamaica Hills
1551,4023200,3557225.332,2768142,993442.0522,Briarwood-Jamaica Hills
1552,4023500,2754464.777,1768516,1125673.627,Hunters Point-Sunnyside-West Maspeth
1553,4023600,1897473.67,1123851,550176.6965,Briarwood-Jamaica Hills
1554,4023800,1686741.553,1047513,584705.7619,Jamaica
1555,4024000,2901925.96,2029653,971400.4239,Jamaica
1556,4024300,5962308.02,3567932,1649708.577,Elmhurst-Maspeth
1557,4024500,2910939.833,1349407,592327.9168,Woodside
1558,4024600,3270870.424,1533416,378696.4907,Jamaica
1559,4024700,1000045.876,408668,202249.4454,Woodside
1560,4024900,2084057.355,1268527,722537.2233,Woodside
1561,4025100,2552973.887,1687289,760365.9874,Woodside
1562,4025301,1370376.238,774076,470039.1671,Hunters Point-Sunnyside-West Maspeth
1563,4025302,1100605.049,645954,409562.0005,Hunters Point-Sunnyside-West Maspeth
1564,4025400,6798492.072,4341401,1705170.924,South Jamaica
1565,4025500,2351536.689,1238839,790170.4821,Woodside
1566,4025700,1621552.654,983128,626149.0699,Woodside
1567,4025800,2280364.8,1358786,502436.1952,South Jamaica
1568,4025900,2014820.41,1147761,731425.5387,Woodside
1569,4026000,1920918.661,1357474,409407.8461,South Jamaica
1570,4026100,2384003.766,1480125,919128.8614,Woodside
1571,4026200,1540114.876,896917,315677.9067,South Jamaica
1572,4026300,2172037.411,1239761,705385.2298,Woodside
1573,4026400,2739605.164,1579530,524128.593,South Jamaica
1574,4026500,1974553.383,1000492,556261.3169,Elmhurst-Maspeth
1575,4026600,1861807.641,1102578,412895.1422,South Jamaica
1576,4026700,2259540.126,1430898,903699.5637,Elmhurst
1577,4026901,1230343.788,809813,529905.4085,Elmhurst
1578,4026902,844998.0225,559505,354244.1182,Elmhurst
1579,4027000,1992018.841,1226751,471872.5262,South Jamaica
1580,4027100,1496180.538,1053439,639702.914,Elmhurst
1581,4027200,1653862.646,1158641,453208.8341,Baisley Park
1582,4027300,2316635.918,1564721,977987.616,Jackson Heights
1583,4027400,1546921.086,1108604,375051.8046,Baisley Park
1584,4027500,1911640.188,1268629,787007.0501,Jackson Heights
1585,4027600,1708235.41,1066452,358906.0211,Baisley Park
1586,4027700,1876123.383,1264387,754114.075,Jackson Heights
1587,4027800,1887113.133,1284444,335077.1294,Baisley Park
1588,4027900,1913241.97,1306377,660756.498,Jackson Heights
1589,4028000,1775383.387,1206438,411388.5052,St. Albans
1590,4028100,1877449.707,1275096,673030.1244,Jackson Heights
1591,4028200,1960190.133,1274138,517777.8241,St. Albans
1592,4028300,1913172.899,1288212,860139.3254,Jackson Heights
1593,4028400,4618712.401,2838157,1048028.776,Baisley Park
1594,4028500,1701419.415,1156275,548569.5554,Jackson Heights
1595,4028700,2104983.114,1390819,815632.3396,Jackson Heights
1596,4028800,8797331.255,6387291,1089822.606,Baisley Park
1597,4028900,1859020.463,1190937,710704.5307,Jackson Heights
1598,4029100,2757506.84,1573702,838391.5118,Jackson Heights
1599,4029300,1685392.726,757897,444425.6831,Woodside
1600,4029400,11455690.24,7343123,2163948.643,Springfield Gardens North
1601,4029500,1972793.064,1276512,502601.9947,Woodside
1602,4029700,5495566.564,2538585,1468897.351,Woodside
1603,4029900,4515403.279,3774069,526428.0359,park-cemetery-etc-Queens
1605,4030902,4454458.662,2865797,1136679.567,Jackson Heights
1606,4030903,3785525.773,2567886,1112837.56,Jackson Heights
1607,4030904,4328478.144,2462515,887819.8069,Jackson Heights
1608,4031700,7587313.78,3154103,1254412.83,Steinway
1609,4032000,11179976.02,5579734,2587902.108,Springfield Gardens South-Brookville
1610,4032700,1623732.591,1089524,579232.5075,Jackson Heights
1611,4032800,3952889.779,2410002,631438.5399,Laurelton
1612,4032900,4703696.501,2942491,1082302.767,Jackson Heights
1613,4033000,8812000.373,5801620,1846360.251,Springfield Gardens North
1614,4033100,31527285.59,29392782,2033089.749,Airport
1615,4033401,6034825.013,2640741,908410.0795,St. Albans
1616,4033402,8160746.679,6681820,1376539.411,Springfield Gardens North
1617,4033700,1623669.216,1089720,549875.6032,Jackson Heights
1618,4033900,1623371.598,1099171,533158.0429,Jackson Heights
1619,4034700,3982039.498,1806617,720715.8892,Jackson Heights
1620,4035100,1498730.095,974668,546586.1496,Jackson Heights
1621,4035200,6514364.169,4101202,1377812.863,St. Albans
1622,4035300,1670746.133,993630,509694.1802,East Elmhurst
1623,4035700,6503535.122,3394234,1247444.232,East Elmhurst
1624,4035800,5641713.797,3758524,1267421.737,Laurelton
1625,4036100,1693934.956,1034082,461711.1564,East Elmhurst
1626,4036300,1449334.888,930180,421023.5538,East Elmhurst
1627,4036500,1787997.759,1127490,554835.6311,East Elmhurst
1628,4036600,3983781.672,2419733,938535.7955,St. Albans
1629,4036700,2109115.335,1358276,583816.4688,East Elmhurst
1630,4036800,2511265.289,1671070,645184.6664,St. Albans
1631,4037100,1941692.492,1100095,437466.2178,East Elmhurst
1632,4037300,2570489.246,1120469,516558.2526,East Elmhurst
1633,4037500,1649123.593,966675,580950.6856,North Corona
1634,4037600,8230896.921,5567418,1726300.625,St. Albans
1635,4037700,1580389.222,1034474,517188.2314,North Corona
1636,4037900,2120846.447,1403406,724710.1886,North Corona
1637,4038100,3062918.889,1601230,741842.0695,North Corona
1638,4038301,6407119.973,3806451,772706.5319,park-cemetery-etc-Queens
1639,4038302,54759310.83,35580437,1485095.562,park-cemetery-etc-Queens
1640,4038400,3206706.153,2111780,665904.6436,St. Albans
1641,4039400,3749394.04,2552483,843998.327,St. Albans
1642,4039800,2164072.42,1394575,523250.8631,St. Albans
1643,4039900,1819609.051,984513,460770.3303,Corona
1644,4040000,2112654.246,1262784,444129.0653,St. Albans
1645,4040100,2267584.445,1508237,796482.0799,North Corona
1646,4040200,2352448.771,1531241,558319.8669,St. Albans
1647,4040300,2137394.954,1424945,740017.9322,North Corona
1648,4040400,5092779.132,3339927,1070127.647,St. Albans
1649,4040500,1393598.345,927809,541587.0792,North Corona
1650,4040700,2147774.731,1406671,808354.3938,North Corona
1651,4040900,1641232.55,1111229,584788.2332,North Corona
1652,4041100,1481730.577,869479,451070.17,Corona
1653,4041300,1709061.301,1000360,502758.1483,Corona
1654,4041400,5132816.403,3265912,1325231.207,South Jamaica
1655,4041500,1866262.033,1227304,565206.4973,Corona
1656,4042400,5544421.194,3227489,1053021.06,St. Albans
1657,4042600,5575765.64,5237490,355674.1968,St. Albans
1658,4042700,1838967.679,1111052,566008.6089,Corona
1659,4043200,2600532.498,1608978,463938.0964,St. Albans
1660,4043400,2213959.915,1272864,462988.5233,South Jamaica
1661,4043701,1615375.891,855175,412820.3006,Corona
1662,4043702,1951899.301,1207261,638112.6171,Corona
1663,4043900,1772849.111,1114745,562815.6051,Corona
1664,4044000,4055561.197,2637553,1005701.096,South Jamaica
1665,4044301,1437697.867,836200,367862.5931,Corona
1666,4044302,2992542.393,1644320,948495.6216,Corona
1667,4044400,9708088.775,3989702,2681759.335,Jamaica
1668,4044601,2419638.947,1640918,1197297.412,Jamaica
1669,4044602,1830580.375,1182009,591062.0235,Jamaica
1670,4044800,2240965.722,1513506,581630.8244,Briarwood-Jamaica Hills
1671,4045000,1819154.158,1176485,500750.0507,Briarwood-Jamaica Hills
1672,4045200,2217107.877,1464476,321894.8619,Briarwood-Jamaica Hills
1673,4045400,2517110.832,2038907,666400.6301,Briarwood-Jamaica Hills
1674,4045500,1594376.579,1380771,612605.3118,Corona
1675,4045600,1696420.222,951554,352240.6916,Briarwood-Jamaica Hills
1676,4045700,1620253.91,1126378,518884.1722,Elmhurst
1677,4045800,2638048.101,1883999,586960.0954,Jamaica Estates-Holliswood
1678,4045900,1473337.166,1000254,490310.8677,Elmhurst
1679,4046000,2381695.318,1376578,899984.5017,Jamaica
1680,4046100,1226622.434,786747,447579.6405,Elmhurst
1681,4046200,2685518.579,1695556,898159.3993,Jamaica
1682,4046300,1710782.36,1104115,553637.1125,Elmhurst
1683,4046400,2430135.785,1528296,408726.0716,Jamaica Estates-Holliswood
1684,4046500,1396723.102,907844,503313.1852,Elmhurst
1685,4046600,2589134.12,1921173,589457.2187,Jamaica Estates-Holliswood
1686,4046700,1528977.781,1021427,596073.6022,Elmhurst
1687,4046800,2471077.983,1591334,791661.8498,Jamaica
1688,4046900,1629557.553,1119184,677129.3254,Elmhurst
1689,4047000,2471021.549,1699297,776550.1948,Jamaica
1690,4047100,1692064.846,1021275,497852.1213,Elmhurst
1691,4047200,5532951.504,3667346,953868.1598,Jamaica Estates-Holliswood
1692,4047300,1958959.655,1050513,638382.0522,Elmhurst
1693,4047500,3440538.907,1765442,868121.9497,Elmhurst
1694,4047600,5807728.678,3607086,843690.143,Jamaica Estates-Holliswood
1695,4047800,7028450.4,5167015,1514015.736,Jamaica Estates-Holliswood
1696,4047900,4181150.283,2275118,1068382.473,Elmhurst-Maspeth
1697,4048000,2484765.364,1694103,665717.3146,Jamaica
1698,4048100,1496671.331,1038248,531795.5889,Elmhurst
1699,4048200,2454003.581,1707177,559773.8549,Hollis
1700,4048300,2399980.593,1363285,627630.1572,Elmhurst-Maspeth
1701,4048400,4466742.569,3024361,1219864.389,Hollis
1702,4048500,3666289.006,1932556,1037442.548,Elmhurst-Maspeth
1703,4048900,3743760.547,1586589,959535.7063,Elmhurst-Maspeth
1704,4049200,5157271.025,3219909,997883.5355,Jamaica Estates-Holliswood
1705,4049301,1764042.768,1191984,451632.7138,Maspeth
1706,4049302,2966532.183,1750264,869655.3667,Maspeth
1707,4049500,1321263.626,659293,281891.0672,Maspeth
1708,4049600,2943686.955,1932000,793668.9997,Queens Village
1709,4049700,2127232.703,1487782,612053.7563,Maspeth
1710,4049900,5062212.018,2317501,1118354.041,Elmhurst
1711,4050000,3612066.098,2049409,717182.2018,Hollis
1712,4050201,1810554.368,1199222,421502.2116,Hollis
1713,4050202,1645285.314,1077409,363953.281,Hollis
1714,4050400,2327566.9,1522151,522182.7973,Hollis
1715,4050500,1224020.376,673296,299948.1286,Middle Village
1716,4050600,2218356.933,1477532,518652.1721,Hollis
1717,4050700,3935014.908,2217421,850333.3956,Middle Village
1718,4050800,2363416.277,1586664,703513.7182,Hollis
1719,4051000,1989781.124,1295197,457463.7353,Hollis
1720,4051100,3048433.926,1517599,565685.5546,Maspeth
1721,4051200,4044798.631,2447998,906826.1731,Queens Village
1722,4051300,2082794.293,1405750,560812.877,Maspeth
1723,4051500,2419820.732,1540954,653814.3626,Maspeth
1724,4051600,1983892.448,1282417,494613.9011,Queens Village
1725,4051700,2639981.842,1349805,587582.0489,Maspeth
1726,4051800,1827884.209,1235831,487298.6937,St. Albans
1727,4052000,1853857.834,1240752,518190.2131,St. Albans
1728,4052100,2033478.616,1261768,677424.7915,Maspeth
1729,4052200,1827899.347,1236920,401454.9094,St. Albans
1730,4052400,2111656.304,1448922,529505.6544,St. Albans
1731,4052500,2175165.126,1310751,697602.9948,Maspeth
1732,4052600,1962757.764,1344980,498437.3655,St. Albans
1733,4052800,1941631.026,1302388,468397.4994,St. Albans
1734,4053000,2477580.923,1716474,601185.571,St. Albans
1735,4053100,4558842.345,2880758,1728542.59,Maspeth
1736,4053200,2043402.255,1280976,543225.6735,Queens Village
1737,4053401,2799985.294,1780246,603639.8969,Cambria Heights
1738,4053500,5465859.147,3800977,2423993.907,Maspeth
1739,4053601,2059465.988,1360245,472092.5349,Queens Village
1740,4053800,2031701.233,1311608,480646.034,Queens Village
1741,4053900,6525759.689,4373901,1615466.263,Ridgewood
1742,4054000,5627808.746,3661938,1339781.618,Queens Village
1743,4054200,5824785.491,3887957,1522221.949,Queens Village
1744,4054500,1221365.563,775227,506537.2631,Ridgewood
1745,4054700,1390289.416,896275,587065.5114,Ridgewood
1746,4054800,2423672.427,1662434,629081.9119,Queens Village
1747,4054900,1767827.171,1109081,755598.6478,Ridgewood
1748,4055100,1669725.767,1065587,763549.5473,Ridgewood
1749,4055200,4393479.569,2026803,720186.4583,Queens Village
1750,4055300,1475828.669,937459,698187.1245,Ridgewood
1751,4055400,2368771.903,1610805,560189.0836,Queens Village
1752,4055500,1654116.33,1099193,804888.5785,Ridgewood
1753,4055600,2442153.386,1691367,601851.7737,Queens Village
1754,4055700,2577327.083,1535883,903302.6214,Ridgewood
1755,4055800,2070613.576,1385760,508157.2966,Queens Village
1756,4055900,1757229.986,1059107,732800.9351,Ridgewood
