BoroCT2010,LotArea,FootPrint,FloorSpace,AssessLand
2029700,1434051.0,596891.306607,2914501.0,15494566.0
2030000,2902355.0,1253338.05662,3001301.0,17968149.0
2030100,1074219.0,267456.436343,1207908.0,7013401.0
2030200,2566529.0,544275.578278,6540066.0,14605978.0
2030701,3233471.0,863036.078866,4295964.0,24257203.0
2030900,7233589.0,1046388.90498,3508820.0,47332338.0
2031000,4522527.0,1435632.86331,2535861.0,24032224.0
2031200,1436149.0,493992.900755,935458.0,8408225.0
2031400,1473546.0,506625.791415,1032398.0,6470202.0
2031600,1221580.0,428161.79581,824663.0,4598505.0
2031800,1163649.0,412299.246721,864603.0,4550087.0
2031900,2121737.0,187194.726075,321290.0,13138200.0
2032300,4352827.0,973605.372181,3571015.0,32971363.0
2032400,2155612.0,545401.791706,1678074.0,17821330.0
2032600,2194379.0,807258.142428,1633614.0,10755162.0
2032800,1442207.0,521604.68308,1616936.0,8643114.0
2033000,1338775.0,674728.720768,2439676.0,12673347.0
2033201,903291.0,374860.415037,1910194.0,6427161.0
2033202,777241.0,360966.474029,2246997.0,5718911.0
2033400,32982570.0,947162.665175,1064215.0,146512800.0
2033500,3805393.0,831797.3623,1899566.0,16797150.0
2033600,1612054.0,496130.158789,2681994.0,11155090.0
2033700,2673841.0,883114.684234,1921065.0,17122214.0
2033800,1067368.0,603334.979316,1554051.0,8108002.0
2034000,1051836.0,547729.038037,1841742.0,7106683.0
2034200,904000.0,368490.173584,792689.0,5488643.0
2034300,799892.0,303922.417489,824286.0,4214835.0
2034400,951932.0,390690.348164,757639.0,5580184.0
2034500,1678532.0,581301.041912,1979171.0,11082400.0
2034800,2951363.0,1005869.63388,2639020.0,14427554.0
2035000,1088548.0,417642.213282,821181.0,4871788.0
2035100,3912377.0,905766.537212,2511648.0,28226404.0
2035600,2812969.0,828567.523551,1372308.0,18443397.0
2035800,4119053.0,1498438.46566,2905039.0,21149238.0
2035900,645277.0,349428.852861,1135762.0,5957799.0
2036000,1775965.0,614318.084893,1254934.0,7490061.0
2036100,1034857.0,446424.367022,2431611.0,5352699.0
2036300,1130297.0,669801.134498,2878966.0,5816657.0
2036400,1368928.0,617596.865942,1254882.0,8420692.0
2036501,645174.0,372452.526523,1540737.0,5733884.0
2036502,502004.0,278100.300757,946126.0,3331875.0
2036700,648861.0,348257.530001,1020713.0,2577893.0
2036800,1122117.0,421091.66499,892922.0,5859315.0
2036901,506660.0,332519.7558,1287131.0,5064058.0
2036902,355000.0,151967.519951,840549.0,1512905.0
2037000,1084867.0,452558.033092,977079.0,5822631.0
2037100,1253288.0,564143.155081,2087551.0,6579334.0
2037200,1256013.0,503288.596271,1536225.0,6851685.0
2037300,1092948.0,554655.760236,2078988.0,6288433.0
2037400,1117709.0,436769.293279,1768575.0,8915099.0
2037504,1097574.0,678794.885731,2623050.0,9409289.0
2037600,723890.0,334707.965181,901263.0,3138607.0
2037800,742539.0,360799.041017,1266745.0,5192708.0
2037900,1145028.0,650620.904565,2298002.0,8910085.0
2038000,1411741.0,670011.777512,2211069.0,10376249.0
2038100,909616.0,499436.60626,2198597.0,4203219.0
2038200,1006793.0,418867.140462,1028113.0,4812725.0
2038301,599954.0,360227.658891,1554951.0,4229494.0
2038302,908286.0,507104.643005,2501748.0,8564128.0
2038500,1060747.0,648028.862832,2424012.0,7230437.0
2038600,2539814.0,1105985.33238,3123830.0,14300190.0
2038700,1155089.0,740013.503925,2242107.0,9526200.0
2038800,1007871.0,398338.845854,963173.0,3964286.0
2038900,1105534.0,656044.909207,2056492.0,7421312.0
2039000,1417972.0,633569.896774,1528092.0,7275247.0
2039100,1327004.0,841285.091072,2690427.0,9308276.0
2039200,729544.0,329478.33125,871312.0,4146732.0
2039300,1230664.0,668303.248342,2791212.0,9334805.0
2039400,1080970.0,551423.647833,1891484.0,7272048.0
2039500,2375809.0,1040408.22654,3010970.0,14833772.0
2039600,1623100.0,723611.181364,1762722.0,9013445.0
2039700,4457616.0,1045959.11358,3065854.0,29163690.0
2039800,1409209.0,526720.417879,1273337.0,7030347.0
2039901,903345.0,569369.339801,2345224.0,18060865.0
2039902,779911.0,517375.959863,2171697.0,21310571.0
2040100,1180308.0,497181.352526,2158286.0,17143904.0
2040302,390846.0,265139.029349,1616515.0,2605634.0
2040303,548143.0,333456.24012,1705591.0,3177796.0
2040304,456138.0,294034.011739,1527087.0,4684512.0
2040400,1556378.0,628351.837978,1558213.0,6708205.0
2040501,583437.0,367945.225496,1698140.0,2752242.0
2040502,1041236.0,565894.819135,2658531.0,5045038.0
2040600,1696985.0,744933.281685,1542320.0,7978736.0
2040701,347923.0,226802.528225,1289239.0,2211123.0
2040702,1294069.0,621891.631107,2786147.0,7364646.0
2040800,927332.0,486126.942468,1538038.0,5015012.0
2040900,9203558.0,952357.980857,5050441.0,43475637.0
2041100,651312.0,412400.080789,1645231.0,4607255.0
2041300,1104547.0,638889.198756,3345827.0,6868594.0
2041400,2922811.0,1390596.53791,2680162.0,15292358.0
2041500,982033.0,563385.198516,2696290.0,4675119.0
2041800,1475538.0,747540.7643,1611271.0,8455688.0
2041900,1309521.0,778470.557253,3612791.0,11826223.0
2042000,1096562.0,598004.902099,2405622.0,6945570.0
2042100,1285085.0,933230.331232,4551423.0,18154797.0
2042200,1289514.0,572073.184677,1372271.0,7469290.0
2042300,1116793.0,383646.232433,1727034.0,8046556.0
2042400,1235239.0,471613.693083,1001790.0,6138008.0
2042500,1396510.0,837921.891993,2918192.0,10786718.0
2042600,3435650.0,1292723.14427,2665990.0,13290033.0
2042800,1134842.0,439642.070104,875422.0,5006498.0
2042901,479092.0,283266.640017,1280111.0,2408006.0
2042902,671009.0,399491.688386,1687701.0,4943856.0
2043000,1384820.0,569952.797752,1144819.0,5803262.0
2043100,1440204.0,931997.755409,4566384.0,12509528.0
2043400,1637455.0,851539.41626,1752862.0,10019519.0
2043500,63162683.0,687645.505253,302274.0,117652500.0
2043600,1074224.0,437331.225298,827681.0,3517039.0
2044200,1634417.0,722851.75563,1465465.0,7575351.0
2044400,2730528.0,856140.544194,1587121.0,15907717.0
2044800,1153869.0,416557.43695,801547.0,3697674.0
2044901,1098661.0,466247.176375,1143879.0,4702222.0
2044902,1104873.0,513956.928709,1173291.0,5188371.0
2045101,958684.0,464536.019236,1164325.0,4892302.0
2045102,1284702.0,541417.900075,1238525.0,5610194.0
2045600,4624724.0,1313129.21168,1982010.0,15427277.0
2045800,2506120.0,347745.867587,2202035.0,8476200.0
2046000,2124456.0,558878.317539,1522606.0,12004343.0
2046201,14530922.0,2937530.14461,19231421.0,80243394.0
2046202,5219724.0,1942604.74482,4356130.0,26655920.0
2048400,3626723.0,1238005.54223,2337272.0,18218285.0
2050400,95326544.0,267829.328091,297618.0,107474212.0
2051600,14594145.0,2264821.17182,3209441.0,36217749.0
3000100,1882569.0,807603.469611,5156758.0,54973694.0
3000200,1727995.0,1214299.03256,2701066.0,16413335.0
3000301,1772239.0,591991.252974,3285439.0,39620437.0
3000501,614642.0,440829.413279,2262594.0,25942754.0
3000502,692794.0,489831.326574,2959735.0,36071898.0
3000700,1027832.0,685135.06153,2905116.0,35000131.0
3000900,1017403.0,795429.443578,6644890.0,88917584.0
3001100,1047425.0,719772.428739,7005267.0,105502339.0
3001300,1612767.0,617285.642728,4924868.0,81998461.0
3001500,1579251.0,981208.753821,9974422.0,79677166.0
3001800,16486290.0,5864022.41947,23041950.0,134086950.0
3002000,922607.0,758148.424713,1223687.0,9276679.0
3002100,1997539.0,1466779.17161,7217239.0,38145240.0
3002200,1988422.0,1407757.72574,3295959.0,17990580.0
3002300,942450.0,163325.674044,1490316.0,11734200.0
3002901,755871.0,212645.229225,1059125.0,7204050.0
3003000,693048.0,350669.096543,899938.0,4762814.0
3003100,2424939.0,462344.061165,2890103.0,34537950.0
3003300,927005.0,670183.786547,3587200.0,21413470.0
3003400,2179044.0,712456.716969,1917712.0,22815340.0
3003500,809601.0,580328.199532,3510698.0,23247604.0
3003600,915346.0,523509.923528,2086348.0,8173494.0
3003700,890892.0,878645.763962,5057304.0,70726534.0
3003800,669969.0,357459.451994,945042.0,5120439.0
3003900,1004420.0,692105.409254,2254621.0,26568346.0
3004100,1099223.0,648932.130866,2446353.0,19085768.0
3004300,1018827.0,705002.613652,2707902.0,27513111.0
3004400,11958991.0,1041665.57406,1868952.0,40339799.0
3004500,1197932.0,697467.73211,2543382.0,21136700.0
3004600,11369098.0,668839.646951,1261165.0,46506709.0
3004700,1879358.0,924104.547142,1771413.0,20890089.0
3004900,715502.0,432451.567154,1838879.0,16293256.0
3005000,1338078.0,623648.557918,1631615.0,9749194.0
3005100,1008585.0,608643.982402,1330540.0,6730374.0
3005201,892770.0,294410.143765,1224471.0,10492171.0
3005202,671676.0,376176.949679,1618087.0,6139086.0
3005300,12065960.0,3851058.28808,7514097.0,77120949.0
3005400,10387961.0,567253.570454,1960675.0,33228430.0
3005601,790951.0,466757.068504,1664242.0,7358176.0
3005602,9933943.0,304033.55558,1017938.0,30875319.0
3005800,1378222.0,738822.018294,1963503.0,13817061.0
3005900,1751867.0,1227574.518,2089599.0,15649229.0
3006000,1084877.0,611480.9248,1573296.0,10615062.0
3006200,1184739.0,619576.432334,1641977.0,12739123.0
3006300,612578.0,369278.514588,1169770.0,10713785.0
3006400,1471876.0,762317.250939,1901540.0,10154997.0
3006500,1576502.0,880371.968152,2805019.0,17615873.0
3006600,1045282.0,646800.768287,1899760.0,11021861.0
3006700,1140594.0,668132.339922,2118193.0,15165068.0
3006800,1374853.0,818198.113559,2355628.0,15030959.0
3006900,1274122.0,792663.893401,2277623.0,18290022.0
3007000,783867.0,471127.591868,1292829.0,6902720.0
3007100,1262083.0,500514.346778,1884972.0,11642442.0
3007200,329657.0,196248.400085,576620.0,2039821.0
3007400,957537.0,561753.039758,1774751.0,5095869.0
3007500,1911456.0,1013341.13011,2731330.0,20492039.0
3007600,996002.0,591490.238592,1589678.0,5984331.0
3007700,2151934.0,1126908.53185,3164214.0,20560412.0
3007800,994905.0,572302.977001,1694211.0,5129747.0
3008000,991213.0,546796.079864,1584924.0,5342469.0
3008200,934592.0,524946.977398,1633945.0,6204025.0
3008400,1336106.0,843351.630034,2125821.0,12787779.0
3008500,2098661.0,362981.840455,2349569.0,13591350.0
3008600,1067080.0,21424.0996943,62035.0,9358650.0
3008800,693885.0,441764.192871,1174403.0,4986606.0
3009000,658771.0,445585.266363,972281.0,6673368.0
3009200,835863.0,519481.931425,1663140.0,6849448.0
3009400,1112808.0,729847.697883,1730997.0,9428991.0
3009600,1116929.0,650201.205147,1877404.0,8098470.0
3009800,1125685.0,654555.927995,1952602.0,8351144.0
3010000,1095180.0,637854.601493,1932272.0,7881108.0
3010100,2171160.0,1404103.95595,2632522.0,20120348.0
3010200,1110929.0,636383.638553,1928464.0,8504669.0
3010400,1099885.0,703358.460633,2041128.0,10595757.0
3010600,1096441.0,647969.499279,1716642.0,9741137.0
3010800,1077669.0,653598.826744,1821150.0,9387218.0
3011000,774043.0,500744.51148,1004423.0,8024408.0
3011200,1130436.0,731357.236559,2195615.0,11769627.0
3011400,1147302.0,785165.100301,2675009.0,14147076.0
3011600,1113841.0,602649.75995,1460453.0,9943566.0
3011700,1312164.0,923971.15232,1926177.0,11457150.0
3011800,1114620.0,706020.568308,1467671.0,12956693.0
3011900,3515219.0,2587986.16616,3865716.0,33789379.0
3012000,1004929.0,740457.835384,1274185.0,14933988.0
3012100,871023.0,589546.972364,1308962.0,7214632.0
3012200,1115130.0,718068.68206,1884316.0,8210970.0
3012600,1085517.0,555887.573046,1146876.0,9059531.0
3012700,1016439.0,592828.572098,1963732.0,11794616.0
3012801,507113.0,310972.989042,798395.0,3984218.0
3012901,1147921.0,707092.530975,2025549.0,75319289.0
3012902,624706.0,389782.064898,1654036.0,9708042.0
3013000,1343515.0,776137.363135,2279392.0,11787054.0
3013100,1157794.0,604657.734835,2146968.0,9478169.0
3013200,767369.0,413196.631559,901978.0,7442058.0
3013300,1020131.0,622053.935196,2061730.0,10798646.0
3013400,1531271.0,867722.16078,2107402.0,12106431.0
3013500,1042856.0,556612.243841,2009316.0,13177329.0
3013600,1408037.0,823417.402659,2041737.0,9895460.0
3013700,1068937.0,627900.749544,1985653.0,11058380.0
3013800,1190891.0,755288.1943,1826930.0,11287343.0
3013900,1055602.0,629986.52788,1881445.0,10413587.0
3014000,994892.0,526597.857542,1108424.0,7717083.0
3014100,1130111.0,669486.116146,1880970.0,11386679.0
3014200,902953.0,561689.606951,1666607.0,7610420.0
3014300,1287509.0,784485.467491,1814564.0,9954146.0
3014500,1300590.0,758027.553225,1971061.0,9402001.0
3014700,697266.0,380212.927057,985235.0,5021842.0
3014800,967080.0,410306.194345,773555.0,6385611.0
3014900,1669193.0,952500.818428,2622637.0,13415209.0
3015000,962684.0,435368.570902,951071.0,8191244.0
3015100,1063385.0,652566.007522,2045391.0,9007723.0
3015200,2123381.0,601098.24378,1544077.0,16968047.0
3015300,1031003.0,628798.878996,2384070.0,16041504.0
3015400,10490000.0,33505.2645116,16570.0,20587500.0
3015500,1072716.0,641420.424357,2211069.0,13165104.0
3015700,1214200.0,767501.779763,2802325.0,17323806.0
3015900,1330539.0,812407.72457,3485062.0,18993111.0
3016000,1522462.0,958696.549079,2585694.0,25319062.0
3016100,1044829.0,633476.608209,2233482.0,11150650.0
3016200,4355334.0,426979.32225,1383861.0,9455053.0
3016300,1081809.0,586660.140928,1937796.0,9704086.0
3016400,7725343.0,911384.193434,2084359.0,47985342.0
3016500,1327392.0,851389.205512,3616828.0,16993446.0
3016600,1941793.0,792712.076318,1493083.0,13206119.0
3016700,1221143.0,743249.317868,2515859.0,10842222.0
3016800,892134.0,350847.312877,809902.0,5442448.0
3016900,1477735.0,839709.917207,2332863.0,13358442.0
3017000,1474508.0,700446.089798,1647890.0,9438195.0
3017100,1453816.0,790540.151924,2168241.0,10119609.0
3017200,1432645.0,676579.888566,1346643.0,10413356.0
3017400,883363.0,375036.719932,860951.0,5202008.0
3017500,20309060.0,64723.9150163,92440.0,137268900.0
3017600,803605.0,377626.897503,914153.0,5519183.0
3017700,5662949.0,303093.250162,864699.0,65842650.0
3017800,1017841.0,584011.122428,1361060.0,8358035.0
3017900,904975.0,367219.468399,1919296.0,8496280.0
3018000,1202560.0,594293.210258,1325544.0,8701197.0
3018100,1135052.0,617323.583081,2397064.0,12818356.0
3018200,1154848.0,641452.506458,1447335.0,9731281.0
3018300,953981.0,536307.445764,1785108.0,12785548.0
3018400,1094577.0,476275.533878,972504.0,6910789.0
3018501,820552.0,224924.138352,1257128.0,7623899.0
3018600,840266.0,463329.963593,858499.0,4365681.0
3018700,501008.0,243392.714373,742952.0,4734986.0
3018800,1206272.0,637838.908063,1266005.0,6769871.0
3019000,1482012.0,806635.20327,1951703.0,11154455.0
3019100,1394240.0,875177.273266,2179316.0,15560268.0
3019200,1027579.0,664590.883098,1468762.0,9309677.0
3019300,2076316.0,615061.890456,3717222.0,26369974.0
3019400,1156332.0,604675.095155,1385654.0,10926553.0
3019500,910971.0,488733.730766,2396225.0,10195338.0
3019600,1370206.0,753383.864099,1910558.0,12657821.0
3019700,1099233.0,556330.061237,2487579.0,12502094.0
3019800,973919.0,487840.181498,915455.0,6875954.0
3019900,1099393.0,667759.854923,2718617.0,13505796.0
3020000,971693.0,553028.863298,1075289.0,7831959.0
3020100,1198842.0,639726.011958,2205761.0,11220107.0
3020200,978087.0,496467.518707,920448.0,7413468.0
3020300,811609.0,471553.125357,1224337.0,7269572.0
3020400,977405.0,509619.986768,973759.0,7919825.0
3020500,1057056.0,587303.18751,1844097.0,9738266.0
3020600,1248250.0,650660.819134,1429538.0,11874500.0
3020700,995424.0,549732.89186,2559883.0,13468878.0
3020800,1047518.0,589969.444391,1351109.0,8493767.0
3021000,1063727.0,595752.637971,1462803.0,8048081.0
3021100,1175779.0,431477.290931,1549956.0,11861915.0
3021200,1289260.0,723290.133656,1708345.0,11781987.0
3021300,1113709.0,638482.788339,2839823.0,12851781.0
3021400,824458.0,509465.749404,1057741.0,8473993.0
3021500,1051089.0,626308.026031,2794511.0,13237499.0
3021600,1175976.0,676156.101983,1707965.0,10580950.0
3021700,793887.0,474715.22807,1823479.0,6077437.0
3021800,1114643.0,711918.324175,1771196.0,10126242.0
3021900,947173.0,526789.920901,1751713.0,6008449.0
3022000,1269530.0,845329.839777,2457549.0,14264193.0
3022100,992781.0,564132.733614,1914052.0,7385582.0
3022200,1173288.0,788715.017018,2254750.0,14945627.0
3022400,1259046.0,732195.697089,2070684.0,11948851.0
3022600,901156.0,637836.932279,1324590.0,9361646.0
3022700,1421599.0,833144.236917,2469497.0,12019022.0
3022800,1034340.0,694485.836294,1727964.0,10420504.0
3022900,1103503.0,597366.1511,1886369.0,6499057.0
3023000,1084642.0,687069.173211,1743640.0,11351619.0
3023100,1105750.0,651730.914918,2097508.0,9305122.0
3023200,1617777.0,1047036.03973,3000459.0,18382972.0
3023300,1098262.0,536764.566673,2259890.0,7784550.0
3023400,1195311.0,761664.957117,2658161.0,16922019.0
3023500,966133.0,532882.857459,2111303.0,9628832.0
3023600,1199874.0,788804.546807,3061588.0,16406412.0
3023800,1173600.0,751057.376478,2486280.0,14116950.0
3024000,1186649.0,715993.281204,2245730.0,12857335.0
3024100,1132767.0,775097.281372,2075656.0,9082166.0
3024200,1191287.0,716599.428243,1664154.0,11954941.0
3024300,1083021.0,563587.095648,1968716.0,4398044.0
3024400,1110266.0,629090.094923,1445896.0,10963646.0
3024500,1163646.0,657026.145165,2091464.0,6434722.0
3024600,1238730.0,676275.817675,1518904.0,11798682.0
3024700,1210601.0,797950.737607,2095675.0,12556839.0
3024800,1149071.0,750130.582747,1366622.0,10513853.0
3024900,1190491.0,667242.009872,2279804.0,5467461.0
3025000,1015968.0,637356.447989,1436098.0,11195240.0
3025100,972221.0,451804.172765,1627095.0,5484840.0
3025200,1274849.0,762702.36384,2040418.0,14371355.0
3025300,1116989.0,469752.849006,1840540.0,5209815.0
3025400,1147574.0,637006.894431,1397517.0,7753249.0
3025500,1102100.0,227750.077304,1602192.0,3217500.0
3025600,1229779.0,643195.815607,1446524.0,10443909.0
3025700,983386.0,555770.865149,2012928.0,5697966.0
3025800,1259916.0,759198.497344,1918159.0,9936813.0
3025901,534069.0,289600.385848,999224.0,2971226.0
3025902,521950.0,92226.8257468,800000.0,1691100.0
3026000,1190841.0,688491.630951,1526167.0,9920832.0
3026100,1322598.0,701729.699532,2514723.0,6752550.0
3026200,1051616.0,489740.727516,1064852.0,5651950.0
3026300,843903.0,251513.269535,848930.0,3698573.0
3026400,1331609.0,782944.869378,1746512.0,10682086.0
3026500,1075966.0,597049.354978,1882514.0,4490159.0
3026600,1220916.0,732049.379345,1396490.0,7641203.0
3026700,1121841.0,610270.222932,2007334.0,3786186.0
3026800,1243344.0,747593.255822,1712544.0,7118422.0
3026900,923769.0,504586.147839,1627324.0,5437806.0
3027000,982185.0,512755.163163,1186452.0,6642890.0
3027100,1623422.0,730302.095638,2303221.0,13117207.0
3027200,968432.0,536575.965047,1330131.0,5938733.0
3027300,1152969.0,491765.996957,1788782.0,6307444.0
3027400,1181132.0,630462.852106,1336891.0,8028412.0
3027500,1155398.0,668396.285299,2078648.0,5802068.0
3027600,1060553.0,636969.544251,1398356.0,8756554.0
3027700,1163784.0,519109.749976,1854006.0,7346271.0
3027800,1093212.0,609492.369437,1558032.0,11075178.0
3027900,1130519.0,555194.240968,1765278.0,5058148.0
3028000,893466.0,490445.463759,976715.0,8083799.0
3028100,1082300.0,519885.129157,2729509.0,5845484.0
3028200,1049021.0,498613.115669,1443081.0,7794000.0
3028300,819101.0,375228.026101,1682534.0,3384052.0
3028400,1198901.0,658271.25152,1684583.0,9981010.0
3028501,651462.0,316576.970518,1154881.0,8763517.0
3028502,1000100.0,169253.310507,1440768.0,3240900.0
3028600,1157884.0,551380.225388,1879953.0,9756172.0
3028700,887568.0,470664.829438,1678298.0,4558864.0
3028800,1090795.0,634668.895525,1547921.0,10787926.0
3028900,1070801.0,512306.134011,1747673.0,5448159.0
3029000,1099692.0,608281.242248,1919273.0,13542510.0
3029100,1186323.0,599012.831812,1764235.0,6066147.0
3029200,1399695.0,402725.941623,1119100.0,14330564.0
3029300,1079795.0,574344.92864,1886038.0,4859376.0
3029400,2015990.0,534070.594937,1353153.0,13277864.0
3029500,1193938.0,635761.908926,1990144.0,6381243.0
3029600,1499373.0,816452.793902,2511855.0,14523236.0
3029700,1443443.0,675578.443891,2247306.0,7523649.0
3029800,1464950.0,772234.072982,1618356.0,13644449.0
3029900,927088.0,404881.564234,1417006.0,4837129.0
3030000,1300389.0,655974.90801,1547141.0,11732569.0
3030100,1161500.0,600573.516716,1664134.0,6788693.0
3030200,1513046.0,686821.263975,1566734.0,10178435.0
3030300,1464345.0,724221.932959,2152165.0,8972838.0
3030400,3752388.0,1055353.13138,2439012.0,20622085.0
3030500,2001092.0,1256536.00957,4024698.0,22566144.0
3030600,1315148.0,490496.51405,1237896.0,13193856.0
3030700,1663962.0,788209.510071,2503261.0,11710334.0
3030800,1409894.0,599224.414489,1495896.0,12323048.0
3030900,972280.0,550154.966867,1224999.0,5992208.0
3031100,876281.0,535601.7603,1639917.0,6045757.0
3031300,1156048.0,712307.064997,2509139.0,7697386.0
3031400,5424522.0,685625.773892,2565343.0,33681462.0
3031500,1225166.0,765118.444482,2655495.0,8672813.0
3031701,1046519.0,611743.542074,2075715.0,6760343.0
3031702,989392.0,546573.321766,1672791.0,7386454.0
3031900,1060586.0,583191.777938,1802960.0,8429152.0
3032100,1077430.0,652064.385053,2356210.0,9677805.0
3032300,1201178.0,778874.973355,1974597.0,10337479.0
3032500,1169129.0,552873.513201,3033220.0,11756805.0
3032600,1925102.0,730208.75231,2682604.0,13789548.0
3032700,1012488.0,692141.508382,1765673.0,7378444.0
3032800,1844839.0,633448.4068,1308862.0,10150983.0
3032900,1036460.0,610337.479119,2586534.0,8186284.0
3033000,2315044.0,379685.9,1617556.0,20773938.0
3033100,1015338.0,614516.434156,1836242.0,6380453.0
3033300,1349129.0,789585.46227,2034633.0,9946064.0
3033500,1280644.0,702161.248497,1617220.0,8177241.0
3033600,3963169.0,1483619.505,2455391.0,14335150.0
3033700,1191782.0,669484.629725,2267188.0,9108657.0
3033900,1304849.0,711877.330428,2415813.0,10215896.0
3034000,724511.0,156099.316333,1053610.0,7138800.0
3034100,1046872.0,474312.243739,1692229.0,9504126.0
3034200,1698687.0,488160.950505,3469014.0,15428097.0
3034300,1274689.0,433107.310587,3499771.0,6522855.0
3034500,1283008.0,458786.04979,1253049.0,6660292.0
3034700,958635.0,500786.558559,1643119.0,5785379.0
3034800,2343030.0,1086563.20722,1771146.0,15907335.0
3034900,1124459.0,679017.072069,2438156.0,7747108.0
3035000,1352691.0,242127.290816,1961082.0,13832100.0
3035100,1098265.0,695440.601919,2110393.0,7794073.0
3035200,19550641.0,503087.088125,1117856.0,70306164.0
3035300,1142258.0,643844.111127,2136741.0,6019425.0
3035400,2390875.0,616554.414376,4119546.0,24808175.0
3035500,925758.0,608833.729142,2143590.0,7536313.0
3035601,539730.0,76738.5570389,1800000.0,6693750.0
3035602,1195042.0,263471.578885,3227820.0,15588932.0
3035700,1191047.0,282511.919884,983114.0,9358982.0
3035900,1241393.0,724604.761803,2519066.0,6931558.0
3036001,493617.0,352235.467153,1913349.0,6916289.0
3036002,613735.0,437763.831787,2481049.0,8458249.0
3036100,736413.0,421163.600949,1262546.0,4327226.0
3036200,1128749.0,725018.043262,1670836.0,10252726.0
3036300,1386743.0,662561.934646,2177943.0,7171790.0
3036400,799253.0,444928.048956,1152834.0,7859001.0
3036501,867146.0,358553.811604,1460705.0,5870302.0
3036502,559670.0,339222.334645,806569.0,5041214.0
3036600,1162048.0,575978.40232,1950284.0,10964139.0
3036700,813125.0,451231.914718,789354.0,4920376.0
3036900,1400824.0,750958.840087,2422694.0,9422106.0
3037000,2367764.0,1007520.49333,2698156.0,22475816.0
3037100,1178508.0,616034.853289,1872683.0,5075046.0
3037300,1055484.0,578439.967068,1833690.0,6241984.0
3037401,1454007.0,627145.295292,2075548.0,12676485.0
3037402,1873859.0,754778.674912,2280232.0,16780118.0
3037500,995441.0,591678.208239,1898213.0,9001047.0
3037700,1329692.0,640180.091092,1916800.0,7730622.0
3037900,1228230.0,660017.051384,1918388.0,5721080.0
3038100,1745314.0,634324.355631,2347694.0,8348183.0
3038200,1875010.0,378131.293423,1815579.0,15682163.0
3038300,1214033.0,664384.21574,2023187.0,6156163.0
3038500,1203552.0,592974.142429,1774391.0,6097194.0
3038600,1593357.0,793784.566957,1607609.0,10593273.0
3038700,1256634.0,757858.32349,2241295.0,7197131.0
3038800,1415082.0,662985.758902,1700590.0,10793799.0
3038900,994747.0,643771.172333,1690288.0,10037270.0
3039000,1091674.0,513726.361611,1158362.0,6898986.0
3039100,960445.0,617534.534783,1511937.0,9318365.0
3039200,1157317.0,620585.089864,1354649.0,8733898.0
3039300,1161978.0,690946.841264,1844168.0,6707959.0
3039400,1243170.0,664005.635871,1467428.0,9267248.0
3039500,1004592.0,586913.978982,1629555.0,6637077.0
3039600,1144887.0,605309.284557,1343315.0,7100539.0
3039700,991472.0,573594.612465,1729024.0,6836569.0
3039800,1273848.0,680107.382016,1275735.0,10270442.0
3039900,1035746.0,557067.408324,1713038.0,4314974.0
3040000,1267725.0,696736.8127,1401564.0,8397990.0
3040100,1058701.0,607654.532033,1734114.0,4822770.0
3040200,1178876.0,552847.025728,1169400.0,11143762.0
3040300,1282490.0,734190.126518,1967611.0,7888280.0
3040400,1055810.0,535220.062611,1016986.0,8224372.0
3040500,633660.0,295175.14322,761212.0,4036347.0
3040600,1106835.0,574591.026527,1174453.0,5949318.0
3040800,998174.0,581550.679336,1229455.0,5398761.0
3040900,1022502.0,660515.852623,1571666.0,5071572.0
3041000,1051642.0,477613.118764,1147921.0,10103035.0
3041100,883053.0,503880.845061,1417914.0,3664535.0
3041200,1157592.0,670339.572693,1451585.0,9397882.0
3041300,1147609.0,581494.644019,1781775.0,3607338.0
3041401,965129.0,429221.528039,944008.0,8404590.0
3041402,1014440.0,503510.953657,1279095.0,5371157.0
3041500,1173052.0,580701.379457,1657208.0,4479239.0
3041600,1115423.0,581826.373054,1315223.0,9181424.0
3041700,1032012.0,442039.297391,1469990.0,7257179.0
3041800,1096915.0,616140.703132,1597744.0,11451931.0
3041900,1147703.0,498992.356221,1675181.0,4130001.0
3042000,1156077.0,637747.414039,1361038.0,13116897.0
3042100,1001682.0,550304.176857,1450110.0,4896594.0
3042200,1536658.0,830768.136727,1818897.0,12768419.0
3042300,1172221.0,646849.021993,2083119.0,7377559.0
3042400,1134671.0,642243.458559,1639371.0,10690296.0
3042500,1083235.0,569833.371771,1624893.0,9933823.0
3042600,1062744.0,645570.06784,1649509.0,8869981.0
3042700,991595.0,624994.771033,1671727.0,5444028.0
3042800,1148853.0,655320.412048,1911705.0,10409249.0
3042900,1261988.0,661056.186395,1851651.0,7961774.0
3043000,1098803.0,539660.112436,1497976.0,15359046.0
3043100,1158323.0,787626.311264,2045946.0,10391669.0
3043200,923274.0,562039.200032,1513838.0,9006507.0
3043300,1082262.0,588687.551796,1722855.0,6467982.0
3043400,896650.0,502798.371642,1335369.0,7849511.0
3043500,1252226.0,655306.04618,1949828.0,8227464.0
3043600,976610.0,624332.241729,1618039.0,10896843.0
3043700,1099668.0,676750.491197,2036898.0,4130254.0
3043800,994624.0,532588.83571,1373634.0,11941465.0
3043900,1342638.0,833630.914395,1779611.0,10437081.0
3044000,1320406.0,715757.309382,1462848.0,12390994.0
3044100,991477.0,636350.587919,1789821.0,5232136.0
3044200,1305053.0,662215.161543,1511426.0,11076885.0
