,BoroCT2010,CT_Land,CT_LOT,CT_FP,Bldg/Land,Lot/Land,Bldg/Lot
55,3011000,1699091.86361,12253428.0,714.82420179,0.00042070956674,7.21175132577,5.83366713209e-05
56,3011400,1806159.31396,12253428.0,1263.11872936,0.000699339598449,6.78424539037,0.000103082886631
57,3012100,1593259.40713,12253428.0,670.522195507,0.000420849356047,7.69079281451,5.47211927558e-05
58,3012801,1238338.68743,12253428.0,1296.53728736,0.0010469973203,9.8950538527,0.000105810168988
59,3013000,1899181.55643,12253428.0,1743.28959849,0.000917916242703,6.45195187291,0.000142269542734
60,3013200,1665114.51858,12253428.0,807.86753389,0.00048517235594,7.35891007091,6.59299204998e-05
61,3013300,1596011.27323,12253428.0,1398.82227335,0.000876448867757,7.67753223647,0.000114157627837
62,3013600,2322222.35656,12253428.0,956.101216603,0.000411718203428,5.27659548423,7.80272440172e-05
63,3013700,1638366.13973,12253428.0,1198.37075256,0.000731442577761,7.4790534929,9.77988161811e-05
64,3013900,1631336.53274,12253428.0,941.805739484,0.000577321552348,7.51128154987,7.68605927651e-05
65,3015100,1607114.12638,12253428.0,1643.00524243,0.00102233264923,7.62449150242,0.000134085354925
66,3015300,1619490.31828,12253428.0,903.05690478,0.000557617970658,7.56622491761,7.36983075087e-05
67,3015500,1610814.53019,12253428.0,1246.72214167,0.000773970012254,7.60697632803,0.000101744764132
68,3015700,1802056.04722,12253428.0,791.191518682,0.000439049340281,6.7996930611,6.45689939731e-05
69,3016500,2006987.78207,12253428.0,958.252032935,0.000477457830833,6.10538245896,7.82027717415e-05
70,3017000,2249706.47147,12253428.0,1386.26461024,0.000616197991969,5.44667855802,0.000113132799266
71,3017200,2220321.61637,12253428.0,1222.82762804,0.000550743468435,5.51876264666,9.979473728e-05
72,3017800,1765217.21133,12253428.0,1443.97235258,0.00081801397772,6.94159785059,0.000117842317479
73,3018600,1216850.53192,12253428.0,1604.37817683,0.00131846774501,10.069788917,0.000130933007223
74,3018800,1885932.63173,12253428.0,790.112383446,0.000418950481132,6.49727768312,6.44809259455e-05
75,3019000,2291793.6054,12253428.0,1035.40433801,0.000451787776862,5.34665424108,8.44991571346e-05
76,3019200,2042946.47386,12253428.0,1318.79906397,0.000645537746996,5.99791925867,0.000107626948473
77,3019400,1920211.75546,12253428.0,1287.20432106,0.000670344985338,6.38128996198,0.000105048507329
78,3019500,1475082.70783,12253428.0,1813.16025047,0.00122919226213,8.30694301747,0.000147971673761
79,3019600,2027285.92177,12253428.0,2190.22503228,0.00108037302916,6.04425249957,0.000178743861088
80,3019700,1828072.20608,12253428.0,1652.12950638,0.000903755060049,6.70292341804,0.000134829984424
81,3019800,1450201.49676,12253428.0,1033.90506486,0.000712938903435,8.44946583449,8.43768017293e-05
82,3020400,1450945.78399,12253428.0,1092.68847018,0.000753087043111,8.44513153779,8.91741046e-05
83,3020800,1542688.99694,12253428.0,1964.4735203,0.00127340865476,7.94290231168,0.000160320321815
84,3021000,1614539.93249,12253428.0,862.184314699,0.0005340123817,7.58942393026,7.03627029676e-05
85,3021200,2054324.46666,12253428.0,2092.57306528,0.00101861857717,5.96469944201,0.000170774502064
86,3021400,1808036.31237,12253428.0,1641.81255436,0.000908063927216,6.77720238038,0.000133988019872
87,3021900,1582742.16433,12253428.0,1126.73471132,0.000711887720384,7.74189774946,9.19526120625e-05
88,3022000,2091173.16068,12253428.0,1027.48025301,0.000491341545659,5.85959509734,8.38524740187e-05
89,3022100,1617936.88124,12253428.0,1033.51161839,0.000638783645007,7.57348951129,8.43446926354e-05
90,3022200,1896474.05051,12253428.0,1209.90840162,0.000637977831173,6.46116301813,9.87404015937e-05
91,3022700,2588318.21641,12253428.0,845.900515281,0.000326814728544,4.73412732728,6.90337850992e-05
92,3022900,1849568.40401,12253428.0,1358.54989718,0.000734522656331,6.62502017954,0.000110871006642
93,3023100,1716029.90712,12253428.0,845.887310437,0.000492932732074,7.14056785908,6.90327074544e-05
94,3023500,1523725.76704,12253428.0,1233.42713976,0.000809481053901,8.04175414307,0.000100659761477
95,3023600,1828207.77662,12253428.0,1103.23696951,0.000603452727649,6.70242636351,9.00349656855e-05
96,3023800,1828765.82178,12253428.0,1512.68578042,0.000827162101568,6.70038112812,0.000123450007657
97,3024000,1827206.39305,12253428.0,1012.81016495,0.00055429434179,6.70609956631,8.26552508367e-05
98,3024200,2061125.04683,12253428.0,1527.2312356,0.000740969713579,5.94501921116,0.000124637059572
99,3024500,1795931.61813,12253428.0,1304.88422222,0.000726577899207,6.82288115889,0.000106491360803
100,3024600,1845582.93498,12253428.0,897.250809227,0.000486161197214,6.63932666897,7.32244731211e-05
101,3024700,2028330.42548,12253428.0,1784.9422912,0.000880005677959,6.04113996717,0.000145668811307
102,3024800,1895137.51903,12253428.0,1299.9814343,0.000685956254491,6.46571970475,0.000106091245185
103,3024900,1813352.67282,12253428.0,1429.45251799,0.000788292613685,6.75733307903,0.000116657356455
104,3025000,1867289.95274,12253428.0,794.434297765,0.000425447743988,6.5621453069,6.48336365762e-05
105,3025200,1950979.09526,12253428.0,1418.25992046,0.000726947779146,6.2806557127,0.000115743930634
106,3025400,1888611.58176,12253428.0,1859.57564572,0.000984625776777,6.48806145125,0.00015175962561
107,3025600,1869263.07038,12253428.0,1014.60634721,0.000542784139529,6.55521857472,8.28018369398e-05
108,3025800,1832115.62479,12253428.0,2001.35698099,0.00109237482281,6.6881302873,0.000163330374242
109,3026000,1753286.17156,12253428.0,854.438606576,0.000487335507709,6.98883513642,6.97305771557e-05
110,3026200,1699503.05751,12253428.0,1020.76776367,0.000600627200498,7.21000644621,8.33046690012e-05
111,3026300,1287405.97132,12253428.0,1576.55708124,0.00122459978931,9.51792074371,0.000128662532741
112,3026400,2038976.30375,12253428.0,1081.94516433,0.000530631553854,6.00959804068,8.82973453902e-05
113,3026600,1785503.08642,12253428.0,1112.03198544,0.000622811572771,6.86273134625,9.07527253141e-05
114,3026700,1717367.87727,12253428.0,1566.61398018,0.000912218052355,7.13500477223,0.000127851078097
115,3026800,1926489.20442,12253428.0,1241.1996603,0.00064428062065,6.36049658201,0.000101294075446
116,3026900,1441848.77189,12253428.0,1285.19380975,0.000891351322556,8.4984141464,0.000104884429871
117,3027000,1444005.64325,12253428.0,843.522655026,0.000584154680398,8.48572029983,6.88397283622e-05
118,3027200,1422363.4287,12253428.0,805.075481957,0.000566012501244,8.61483623155,6.57020616563e-05
119,3027300,1611451.00502,12253428.0,1397.79823233,0.000867415905278,7.60397180046,0.000114074056038
120,3027400,1758627.06977,12253428.0,866.518484005,0.000492724409228,6.96761025156,7.07164137256e-05
121,3027600,1607862.58044,12253428.0,859.723106967,0.000534699368855,7.62094232994,7.01618442584e-05
122,3027800,1727742.07748,12253428.0,1089.79689084,0.000630763645248,7.09216274797,8.89381233431e-05
123,3027900,1743087.9778,12253428.0,901.424554984,0.000517142316661,7.02972434901,7.35650917428e-05
124,3028400,1768012.32699,12253428.0,932.613727962,0.00052749277464,6.93062362346,7.61104343994e-05
125,3028501,895739.69679,12253428.0,1073.49292537,0.0011984429508,13.6796750707,8.7607559727e-05
126,3028800,1644934.10091,12253428.0,812.337793516,0.000493842150313,7.44919081757,6.62947375637e-05
127,3029000,1665073.43239,12253428.0,944.055855614,0.000566975508257,7.35909165424,7.70442243276e-05
128,3029100,1772059.65213,12253428.0,1453.80373363,0.000820403383082,6.91479431027,0.000118644654674
129,3029300,1770060.57626,12253428.0,1297.01291904,0.00073275058291,6.92260375964,0.000105848985202
130,3029600,2300496.6561,12253428.0,1121.67246822,0.000487578395407,5.32642721627,9.15394833364e-05
131,3029700,2212768.01658,12253428.0,862.884764165,0.000389957174769,5.53760173149,7.04198665194e-05
132,3029800,2379873.99805,12253428.0,1443.82702272,0.000606682128509,5.14877174592,0.000117830457136
133,3030000,2099450.97066,12253428.0,1170.22848636,0.000557397387562,5.8364916215,9.55021310249e-05
134,3030500,3474329.2756,12253428.0,1578.17419187,0.000454238521073,3.52684706256,0.000128794504841
135,3030900,1587377.38042,12253428.0,1228.30721169,0.000773796594837,7.71929104644,0.000100241925091
136,3031701,1504293.97009,12253428.0,881.293341528,0.000585851807593,8.1456339277,7.19221871241e-05
137,3032300,1862860.63114,12253428.0,1102.97346309,0.000592085873013,6.57774811232,9.00134609752e-05
138,3032600,3542642.25752,12253428.0,1554.45840333,0.000438785033976,3.45883866032,0.000126859063711
139,3032900,1683542.51814,12253428.0,976.316923404,0.000579918186137,7.27835968974,7.96770441222e-05
140,3033100,1533546.71302,12253428.0,1933.18973347,0.00126060048713,7.99025415787,0.00015776725774
141,3033300,2005662.9602,12253428.0,822.780844671,0.000410228867461,6.10941531212,6.71469930432e-05
142,3033700,2126882.10092,12253428.0,856.673686014,0.000402783814694,5.76121638087,6.99129815766e-05
143,3033900,1945657.67257,12253428.0,815.470293764,0.0004191232123,6.2978334641,6.65503803314e-05
144,3034100,1504308.07143,12253428.0,1079.91974286,0.000717884696207,8.14555757077,8.81320511175e-05
145,3034200,2475181.54176,12253428.0,770.262493081,0.000311194342752,4.95051687857,6.28609800524e-05
146,3036300,2785736.31011,12253428.0,1156.2922629,0.00041507599219,4.39863168511,9.43647983976e-05
147,3036502,1252061.56461,12253428.0,1544.60282156,0.00123364766176,9.78660183041,0.0001260547515
148,3038800,2130565.92483,12253428.0,1250.09059719,0.00058674110133,5.75125503379,0.000102019663166
149,3039600,1757819.54592,12253428.0,1043.80895261,0.000593808935071,6.97081109858,8.51850561826e-05
150,3039700,1712820.27346,12253428.0,850.591757749,0.000496603041737,7.15394848477,6.94166365322e-05
151,3039900,1627809.30279,12253428.0,1979.55754128,0.00121608688308,7.52755742273,0.000161551325986
152,3040100,1718318.93365,12253428.0,750.892906822,0.000436992744547,7.13105568474,6.12802316888e-05
153,3040400,1653839.79122,12253428.0,1152.71019616,0.000696990241908,7.40907799235,9.40724665914e-05
154,3040600,1582378.66617,12253428.0,1267.10490746,0.000800759599804,7.7436761895,0.00010340819789
155,3040800,1654268.74397,12253428.0,1019.85965084,0.000616501795466,7.40715681455,8.32305580806e-05
156,3041300,1745183.02406,12253428.0,1349.869821,0.000773483240663,7.02128535006,0.000110162627226
157,3041401,1454192.39647,12253428.0,1127.81448367,0.000775560707378,8.42627703854,9.20407320849e-05
158,3041500,1750287.79067,12253428.0,1314.98689885,0.000751297532817,7.00080756166,0.00010731583838
159,3041700,1519400.53544,12253428.0,969.630620724,0.000638166565107,8.06464636163,7.91313761932e-05
160,3041800,1773170.32025,12253428.0,843.42696882,0.00047566043667,6.91046306159,6.88319194286e-05
161,3041900,1646861.69945,12253428.0,674.791970568,0.000409744164184,7.44047177981,5.50696483113e-05
162,3042000,1820929.02037,12253428.0,2019.13178803,0.00110884705853,6.72921781295,0.000164780972968
163,3042100,1651413.38192,12253428.0,985.579369099,0.000596809605571,7.41996409509,8.04329506077e-05
164,3042600,1829969.14358,12253428.0,1790.68702447,0.000978533999195,6.69597519881,0.00014613763793
165,3042700,1595494.71384,12253428.0,1029.17546648,0.00064505100365,7.68001792404,8.39908200775e-05
166,3042800,1773181.65751,12253428.0,1558.18748694,0.000878752315275,6.9104188779,0.000127163393537
167,3042900,1809836.561,12253428.0,1042.13632006,0.000575817917771,6.77046108143,8.50485529486e-05
168,3043000,1721309.63581,12253428.0,1361.64111536,0.000791049493381,7.11866577929,0.000111123280388
169,3043100,1810786.86527,12253428.0,1025.37198829,0.000566257690486,6.76690793103,8.36804189236e-05
170,3043200,1593340.96948,12253428.0,1115.04479282,0.000699815553719,7.69039912656,9.09985999689e-05
171,3043300,1810979.34087,12253428.0,1112.38427562,0.000614244597117,6.76618872643,9.07814756507e-05
172,3043400,1509164.80773,12253428.0,1576.36417745,0.00104452752236,8.11934384982,0.000128646789898
173,3043500,1810895.26058,12253428.0,1540.46172116,0.000850663069639,6.76650288216,0.00012571679706
174,3043600,1480301.67722,12253428.0,1409.98758189,0.000952500158304,8.2776559593,0.000115068826608
175,3043700,1809983.94695,12253428.0,867.910016218,0.000479512549092,6.76990976669,7.0829976413e-05
176,3043900,2152392.90038,12253428.0,1419.9270869,0.000659696975701,5.69293273446,0.00011587998778
177,3044000,2173529.65554,12253428.0,1486.95989217,0.00068412220113,5.63757111331,0.000121350522659
178,3044100,1528572.53276,12253428.0,706.309799721,0.000462071497808,8.01625551774,5.76418125378e-05
179,3044200,1969036.0068,12253428.0,1131.78375642,0.000574790787224,6.22305938423,9.23646637023e-05
180,3044300,1805749.99753,12253428.0,1060.12420825,0.000587082491873,6.78578320186,8.65165411875e-05
181,3044400,1878090.01156,12253428.0,1142.59872487,0.000608383367058,6.52440933319,9.32472712836e-05
182,3044600,1519495.97937,12253428.0,1059.0621881,0.000696982553741,8.06413979791,8.64298699189e-05
183,3045200,2005613.07861,12253428.0,1430.0717601,0.000713034720082,6.10956725935,0.000116707892689
184,3045400,1423881.81463,12253428.0,975.402130195,0.000685030260358,8.60564962211,7.96023880171e-05
185,3045600,1653625.09776,12253428.0,997.984072759,0.000603512896672,7.41003992779,8.14452961864e-05
186,3046000,2107798.13553,12253428.0,825.42669347,0.000391606140814,5.81337832758,6.73629202759e-05
187,3046400,1762813.99784,12253428.0,861.738625092,0.000488842626702,6.95106120953,7.0326330321e-05
188,3047000,1966226.06983,12253428.0,806.990636276,0.00041042617055,6.23195276882,6.58583570472e-05
189,3047200,1850619.13247,12253428.0,1478.20494958,0.000798762383704,6.62125868311,0.000120636033409
190,3047400,1893042.17625,12253428.0,999.874371693,0.000528183885302,6.47287638581,8.15995631339e-05
191,3047600,2236222.64934,12253428.0,1239.56134501,0.00055431034355,5.47952056725,0.000101160372837
192,3048100,1628352.49267,12253428.0,653.272694362,0.000401186289395,7.52504636137,5.33134641475e-05
193,3049500,1389722.73486,12253428.0,1018.97160186,0.000733219351098,8.81717460083,8.3158084567e-05
194,3049900,1532199.80121,12253428.0,1334.4221707,0.000870919164489,7.99727815545,0.000108901947333
195,3050300,1348755.41934,12253428.0,1354.02864416,0.00100390969685,9.08498888998,0.000110502028017
196,3050500,1823285.67621,12253428.0,2022.85148329,0.00110945394333,6.7205200808,0.000165084536612
197,3050801,842216.06064,12253428.0,1077.03598568,0.00127881197713,14.5490315047,8.78967082256e-05
198,3051001,828176.492632,12253428.0,1940.77033248,0.00234342600852,14.7956723102,0.000158385909027
199,3051400,1949161.82139,12253428.0,1464.1766654,0.00075118271317,6.28651139456,0.000119491187723
200,3051601,1247781.40809,12253428.0,1159.44938813,0.000929208738496,9.82017196326,9.46224508056e-05
201,3051602,979567.955851,12253428.0,1014.51318448,0.0010356741239,12.5090126997,8.27942339466e-05
202,3051700,2020312.54217,12253428.0,1662.42385127,0.000822854789331,6.06511504742,0.000135670104013
203,3051800,2170111.3404,12253428.0,1275.58842277,0.00058779860693,5.64645130039,0.000104100536011
204,3052000,2056594.47538,12253428.0,927.321792967,0.000450901625998,5.95811578155,7.56785605601e-05
205,3052600,1823527.06385,12253428.0,1294.68637374,0.000709990215888,6.71963045842,0.000105659116269
206,3052800,1891640.2224,12253428.0,1232.67470996,0.000651643317457,6.47767363735,0.00010059835582
207,3053000,1861290.05416,12253428.0,753.804534558,0.000404990362933,6.58329848839,6.15178490915e-05
208,3053200,1876179.00988,12253428.0,837.312697663,0.000446286145007,6.5310548383,6.83329348867e-05
209,3053300,2078811.9484,12253428.0,785.635612111,0.000377925291759,5.89443793097,6.41155774622e-05
210,3053400,1866105.77226,12253428.0,839.691789735,0.000449970093988,6.56630946764,6.85270921521e-05
211,3053800,1770108.61532,12253428.0,956.708433593,0.000540480072981,6.92241588677,7.80767988838e-05
212,3054200,2036089.77011,12253428.0,1431.43232375,0.000703030065159,6.01811775683,0.000116818928038
213,3054400,2045270.6111,12253428.0,842.602262131,0.00041197593001,5.99110354077,6.87646152677e-05
214,3055000,1937232.77134,12253428.0,1174.52846117,0.000606291860507,6.32522233842,9.58530511764e-05
215,3055200,1805017.3999,12253428.0,812.713657969,0.000450252533861,6.78853732971,6.63254117924e-05
216,3055300,1681865.79691,12253428.0,1244.98398214,0.000740239788708,7.28561578606,0.000101602913253
217,3055800,1847310.15792,12253428.0,1931.90333259,0.0010457926214,6.63311894187,0.000157662274801
218,3056000,1988439.59431,12253428.0,1026.9743563,0.000516472493929,6.16233353785,8.38111878815e-05
219,3056200,1838820.87392,12253428.0,844.017806272,0.000458999469847,6.6637420609,6.88801375641e-05
220,3056400,1972387.64179,12253428.0,1364.98767029,0.000692048379015,6.21248467613,0.000111396392119
221,3056500,2561007.91767,12253428.0,972.526746608,0.000379743748505,4.78461152559,7.93677284926e-05
222,3056600,1846300.40092,12253428.0,956.030201934,0.000517808587085,6.63674664962,7.80214485231e-05
223,3056800,1267976.13645,12253428.0,1151.12474766,0.000907844173537,9.66376862131,9.39430784316e-05
224,3056900,1376243.88725,12253428.0,868.525634461,0.000631084099633,8.90352946416,7.08802169043e-05
225,3057000,2824696.88855,12253428.0,1758.02587557,0.000622376823048,4.33796208353,0.00014347216759
226,3057100,1892836.35259,12253428.0,2029.21664599,0.0010720507577,6.47358023489,0.000165603996367
227,3057200,2622725.1655,12253428.0,1715.03498271,0.00065391334375,4.67202136205,0.00013996368875
228,3057300,1831149.52307,12253428.0,1080.81893906,0.000590240679662,6.69165889821,8.82054343536e-05
229,3057400,1713577.62879,12253428.0,1273.6782976,0.00074328602113,7.15078663151,0.000103944651048
230,3057600,1707334.54427,12253428.0,1104.88376269,0.000647139581635,7.17693438648,9.01693601733e-05
231,3057800,1853782.13323,12253428.0,1592.83649508,0.000859236080944,6.60996121408,0.000129991092703
232,3058000,1707766.25502,12253428.0,1140.11365369,0.000667605212563,7.17512011025,9.30444650828e-05
233,3058600,1759616.26034,12253428.0,1489.45173861,0.000846463954773,6.9636933212,0.000121553881788
234,3059100,2060784.3299,12253428.0,1524.03142351,0.000739539505128,5.94600212269,0.000124375923497
235,3059200,2360097.74886,12253428.0,730.977858463,0.000309723552262,5.19191546448,5.96549682638e-05
236,3059300,2023694.83562,12253428.0,1159.12339526,0.00057277578361,6.0549781441,9.45958465876e-05
237,3059401,4528015.90674,12253428.0,1612.13813513,0.000356036323267,2.70613625313,0.000131566295989
238,3059402,3470556.20507,12253428.0,1048.32913059,0.000302063723693,3.53068133059,8.55539470742e-05
239,3059600,1863185.13788,12253428.0,1690.30145528,0.000907210679666,6.57660248082,0.000137945190136
240,3060000,4732242.74059,12253428.0,1285.98787343,0.000271750192018,2.58934899829,0.000104949233262
241,3061200,2131583.45861,12253428.0,1129.35303697,0.000529818821969,5.74850961172,9.21662931361e-05
242,3063200,1264075.70289,12253428.0,1026.11369006,0.000811750188469,9.69358715778,8.37409490683e-05
243,3063600,1230571.83232,12253428.0,1232.96724045,0.00100194658131,9.95750729716,0.000100622229179
244,3063800,1498401.08435,12253428.0,845.426646569,0.000564219190308,8.17766893523,6.8995112761e-05
245,3064000,1651211.88399,12253428.0,1669.42356736,0.00101102928313,7.42086955575,0.000136241349552
246,3064600,1782721.28308,12253428.0,1389.242566,0.000779281977046,6.87344012567,0.000113375829686
247,3064800,1631120.82222,12253428.0,1250.3841454,0.000766579721359,7.51227489287,0.000102043619581
248,3065000,1789145.95104,12253428.0,1281.18393295,0.000716086874973,6.84875819822,0.000104557184565
249,3065200,1875210.1279,12253428.0,901.98847674,0.000481006615376,6.53442929818,7.36111132934e-05
250,3065400,1631231.59855,12253428.0,1325.99217317,0.000812877934898,7.51176473708,0.000108213976788
251,3065600,1653143.99275,12253428.0,2189.49737424,0.00132444444274,7.41219642919,0.000178684477049
252,3065800,1650702.20312,12253428.0,1180.24130698,0.000714993476564,7.42316086865,9.63192754697e-05
253,3066000,1639605.45819,12253428.0,1319.54320139,0.000804793125565,7.47340034689,0.00010768767739
254,3067000,2244629.17737,12253428.0,837.201470262,0.000372979857298,5.45899880637,6.8323857639e-05
255,3067200,1876487.98873,12253428.0,786.310365857,0.000419032986398,6.52997944756,6.4170643991e-05
256,3067400,2039940.89489,12253428.0,1012.19327016,0.000496187547735,6.00675638725,8.26049061667e-05
257,3067600,1672665.70497,12253428.0,1261.88793538,0.000754417294281,7.32568854828,0.000102982441761
258,3067800,1789096.27985,12253428.0,1624.50564957,0.000908003480789,6.84894834225,0.000132575606563
259,3068000,1817783.46611,12253428.0,786.2059522,0.000432508033469,6.74086228005,6.41621228117e-05
260,3068200,2176848.58885,12253428.0,1171.20713083,0.000538028752587,5.62897578764,9.55819980197e-05
261,3068600,1592924.45157,12253428.0,952.790302992,0.000598139040463,7.69241001224,7.77570409678e-05
262,3068800,1686416.91203,12253428.0,1063.06941139,0.00063037164998,7.26595417337,8.67568986728e-05
263,3069000,1861629.05937,12253428.0,1995.3147341,0.00107181112373,6.58209966068,0.000162837267587
264,3069200,1952887.7186,12253428.0,1834.12830795,0.000939187793789,6.27451741505,0.000149682873066
265,3072800,2282665.34479,12253428.0,1199.61577239,0.000525532914901,5.36803523476,9.79004220199e-05
266,3073400,1626697.94052,12253428.0,951.936650111,0.000585195706221,7.53270026031,7.76873745136e-05
267,3073600,1922085.8497,12253428.0,2186.5175841,0.00113757540249,6.37506800329,0.000178441296925
268,3073800,1944417.12617,12253428.0,1298.01115181,0.000667557971147,6.30185150865,0.000105930450794
269,3074000,1747894.60116,12253428.0,1105.92071002,0.000632715902484,7.01039295611,9.02539852538e-05
270,3074200,1876115.5452,12253428.0,1186.81550048,0.000632591901664,6.53127576889,9.68557941892e-05
271,3074400,1844716.48309,12253428.0,973.150073771,0.000527533679398,6.64244511952,7.94185981075e-05
272,3074600,2159993.82848,12253428.0,1911.1031007,0.000884772481987,5.67289954186,0.000155964771711
273,3074800,1900351.9981,12253428.0,912.412773417,0.000480128299562,6.44797806525,7.44618382233e-05
274,3075000,1866699.15024,12253428.0,1006.22309081,0.000539038704057,6.56422219854,8.21176809306e-05
275,3075200,1864085.12127,12253428.0,1646.78674823,0.000883428942938,6.57342728622,0.000134393962916
276,3075400,1867167.79571,12253428.0,885.32467809,0.000474153785281,6.56257462674,7.22511837577e-05
277,3075600,1867819.33068,12253428.0,1432.71720019,0.000767053417136,6.56028546162,0.000116923786567
