,BoroCT2010,LotArea,FP,CT_Land,Bldg/Land,Lot/Land,Bldg/Lot
751,3016700,1221543.0,743638.900176,1818261.60242,40.9,67.18,60.88
752,3016800,897934.0,351948.320344,1767486.74397,19.91,50.8,39.2
753,3016900,1482238.0,841476.94005,2257354.46618,37.28,65.66,56.77
754,3017000,1476828.0,700881.040279,2249706.47147,31.15,65.65,47.46
755,3017100,1453816.0,790540.151924,2247115.35681,35.18,64.7,54.38
756,3017200,1447308.0,679128.724803,2220321.61637,30.59,65.18,46.92
757,3017400,883363.0,375036.719932,1798223.91729,20.86,49.12,42.46
758,3017500,20309060.0,64723.9150163,21101598.5644,0.31,96.24,0.32
759,3017600,821035.0,381394.022226,1436666.98083,26.55,57.15,46.45
760,3017700,22829374.0,529237.42412,27386701.0703,1.93,83.36,2.32
761,3017800,1025638.0,588334.442455,1765217.21133,33.33,58.1,57.36
762,3017900,920479.0,371898.653772,1705006.91395,21.81,53.99,40.4
763,3018000,1213206.0,597689.747526,1896108.78326,31.52,63.98,49.27
764,3018100,1137252.0,618443.392386,1823380.08812,33.92,62.37,54.38
765,3018200,1159938.0,642316.813837,1781148.57045,36.06,65.12,55.38
766,3018300,953981.0,536307.445764,1477789.64969,36.29,64.55,56.22
767,3018400,1094577.0,476275.533878,1605263.64597,29.67,68.19,43.51
768,3018501,823052.0,225631.976955,1189462.47945,18.97,69.2,27.41
769,3018600,840266.0,463329.963593,1216850.53192,38.08,69.05,55.14
770,3018700,504255.0,244862.981984,917703.140862,26.68,54.95,48.56
771,3018800,1209374.0,638916.019471,1885932.63173,33.88,64.13,52.83
772,3019000,1502812.0,813820.276342,2291793.6054,35.51,65.57,54.15
773,3019100,1412291.0,884565.783707,2721477.68234,32.5,51.89,62.63
774,3019200,1045591.0,671544.196414,2042946.47386,32.87,51.18,64.23
775,3019300,2173843.0,640008.34599,2903178.99966,22.05,74.88,29.44
776,3019400,1166506.0,607941.430391,1920211.75546,31.66,60.75,52.12
777,3019500,927881.0,494433.500428,1475082.70783,33.52,62.9,53.29
778,3019600,1372806.0,753875.067894,2027285.92177,37.19,67.72,54.91
779,3019700,1103524.0,559056.724162,1828072.20608,30.58,60.37,50.66
780,3019800,979919.0,489820.000641,1450201.49676,33.78,67.57,49.99
781,3019900,1102779.0,686829.09343,2037876.6031,33.7,54.11,62.28
782,3020000,971693.0,553028.863298,1451580.25557,38.1,66.94,56.91
783,3020100,1207944.0,642788.151081,1884866.88194,34.1,64.09,53.21
784,3020200,979087.0,496718.833159,1451352.49188,34.22,67.46,50.73
785,3020300,829644.0,483938.237875,1512111.02421,32.0,54.87,58.33
786,3020400,977405.0,509619.986768,1450945.78399,35.12,67.36,52.14
787,3020500,1069904.0,594467.961241,1718969.96682,34.58,62.24,55.56
788,3020600,1248250.0,650660.819134,1833507.18619,35.49,68.08,52.13
789,3020700,995424.0,549732.89186,1468246.00699,37.44,67.8,55.23
790,3020800,1049518.0,593269.467843,1542688.99694,38.46,68.03,56.53
791,3021000,1071527.0,599364.65181,1614539.93249,37.12,66.37,55.94
792,3021100,1175779.0,431477.290931,1892154.19535,22.8,62.14,36.7
793,3021200,1294910.0,724391.711898,2054324.46666,35.26,63.03,55.94
794,3021300,1172893.0,646821.945113,1989394.75531,32.51,58.96,55.15
795,3021400,894370.0,520813.508378,1808036.31237,28.81,49.47,58.23
796,3021500,1052094.0,626864.87119,1598022.9833,39.23,65.84,59.58
797,3021600,1223506.0,688849.814852,1810243.92639,38.05,67.59,56.3
798,3021700,821397.0,476906.980911,1281458.04769,37.22,64.1,58.06
799,3021800,1116646.0,714723.645093,1698856.96751,42.07,65.73,64.01
800,3021900,968544.0,546551.955451,1582742.16433,34.53,61.19,56.43
801,3022000,1357872.0,874850.122903,2091173.16068,41.84,64.93,64.43
802,3022100,995674.0,566087.008244,1617936.88124,34.99,61.54,56.85
803,3022200,1191836.0,798819.102567,1896474.05051,42.12,62.84,67.02
804,3022400,1275021.0,738423.388904,1890190.84494,39.07,67.45,57.91
805,3022600,953165.0,703486.156518,1680920.14089,41.85,56.7,73.81
806,3022700,1450098.0,861750.425582,2588318.21641,33.29,56.02,59.43
807,3022800,1044972.0,696134.896559,1801521.3156,38.64,58.0,66.62
808,3022900,1127939.0,613060.660975,1849568.40401,33.15,60.98,54.35
809,3023000,1104676.0,703284.214049,1624924.5832,43.28,67.98,63.66
810,3023100,1114052.0,660705.870401,1716029.90712,38.5,64.92,59.31
811,3023200,1627703.0,1054703.52431,2436821.50259,43.28,66.8,64.8
812,3023300,1139242.0,570013.130358,1849442.02566,30.82,61.6,50.03
813,3023400,1217338.0,780545.914426,1827230.61429,42.72,66.62,64.12
814,3023500,1003170.0,556796.412987,1523725.76704,36.54,65.84,55.5
815,3023600,1224293.0,803172.28883,1828207.77662,43.93,66.97,65.6
816,3023800,1205172.0,771137.427468,1828765.82178,42.17,65.9,63.99
817,3024000,1200059.0,722681.82068,1827206.39305,39.55,65.68,60.22
818,3024100,1170739.0,796850.591861,1939949.84007,41.08,60.35,68.06
819,3024200,1211051.0,728295.185101,2061125.04683,35.33,58.76,60.14
820,3024300,1091121.0,567380.762853,1661539.49007,34.15,65.67,52.0
821,3024400,1110266.0,629090.094923,1670948.3485,37.65,66.45,56.66
822,3024500,1174037.0,657993.6712,1795931.61813,36.64,65.37,56.05
823,3024600,1244740.0,678482.817872,1845582.93498,36.76,67.44,54.51
824,3024700,1219101.0,801554.643917,2028330.42548,39.52,60.1,65.75
825,3024800,1192506.0,763149.698163,1895137.51903,40.27,62.92,64.0
826,3024900,1190491.0,667242.009872,1813352.67282,36.8,65.65,56.05
827,3025000,1085225.0,653607.798602,1867289.95274,35.0,58.12,60.23
828,3025100,985942.0,461112.772989,1490422.81952,30.94,66.15,46.77
829,3025200,1274849.0,762702.36384,1950979.09526,39.09,65.34,59.83
830,3025300,1124711.0,475580.695421,1741981.22357,27.3,64.57,42.28
831,3025400,1147574.0,640326.340409,1888611.58176,33.9,60.76,55.8
832,3025500,1102100.0,227750.077304,1492168.74577,15.26,73.86,20.67
833,3025600,1229779.0,643195.815607,1869263.07038,34.41,65.79,52.3
834,3025700,1052761.0,617656.491443,1949087.30441,31.69,54.01,58.67
835,3025800,1259916.0,759198.497344,1832115.62479,41.44,68.77,60.26
836,3025901,536079.0,291208.787042,863635.766948,33.72,62.07,54.32
837,3025902,521950.0,92226.8257468,642013.904025,14.37,81.3,17.67
838,3026000,1196622.0,690898.675192,1753286.17156,39.41,68.25,57.74
839,3026100,1373867.0,736156.150862,2146490.18931,34.3,64.01,53.58
840,3026200,1051616.0,501685.319914,1699503.05751,29.52,61.88,47.71
841,3026300,847903.0,252940.505204,1287405.97132,19.65,65.86,29.83
842,3026400,1337873.0,785219.983138,2038976.30375,38.51,65.61,58.69
843,3026500,1084702.0,600107.9495,1718284.14699,34.92,63.13,55.32
844,3026600,1223116.0,732738.760563,1785503.08642,41.04,68.5,59.91
845,3026700,1125021.0,612879.367297,1717367.87727,35.69,65.51,54.48
846,3026800,1243344.0,747593.255822,1926489.20442,38.81,64.54,60.13
847,3026900,923769.0,504586.147839,1441848.77189,35.0,64.07,54.62
848,3027000,982185.0,512755.163163,1444005.64325,35.51,68.02,52.21
849,3027100,1636915.0,736952.568318,2767086.52468,26.63,59.16,45.02
850,3027200,968432.0,536575.965047,1422363.4287,37.72,68.09,55.41
851,3027300,1165970.0,498589.016638,1611451.00502,30.94,72.36,42.76
852,3027400,1187132.0,631707.00881,1758627.06977,35.92,67.5,53.21
853,3027500,1157398.0,668540.706417,1743574.56294,38.34,66.38,57.76
854,3027600,1062553.0,637364.848518,1607862.58044,39.64,66.08,59.98
855,3027700,1168726.0,520571.575239,1745688.27632,29.82,66.95,44.54
856,3027800,1108519.0,614616.229795,1727742.07748,35.57,64.16,55.44
857,3027900,1139753.0,560995.10015,1743087.9778,32.18,65.39,49.22
858,3028000,899513.0,493929.978011,1494252.28477,33.06,60.2,54.91
859,3028100,1092550.0,529123.034033,1743468.12422,30.35,62.67,48.43
860,3028200,1049021.0,498613.115669,1826159.07425,27.3,57.44,47.53
861,3028300,819101.0,375228.026101,1311680.72397,28.61,62.45,45.81
862,3028400,1200188.0,658627.007974,1768012.32699,37.25,67.88,54.88
863,3028501,651462.0,316576.970518,895739.69679,35.34,72.73,48.59
864,3028502,1000100.0,169253.310507,1290359.37465,13.12,77.51,16.92
865,3028600,1160784.0,551973.397843,1901157.60395,29.03,61.06,47.55
866,3028700,899792.0,480132.562203,1601115.47128,29.99,56.2,53.36
867,3028800,1105295.0,639050.553849,1644934.10091,38.85,67.19,57.82
868,3028900,1085850.0,515865.348749,1784157.59657,28.91,60.86,47.51
869,3029000,1107492.0,610578.287493,1665073.43239,36.67,66.51,55.13
870,3029100,1193023.0,601994.032913,1772059.65213,33.97,67.32,50.46
871,3029200,1413861.0,410283.010785,2183295.69165,18.79,64.76,29.02
872,3029300,1086828.0,578918.233868,1770060.57626,32.71,61.4,53.27
873,3029400,2017053.0,534530.474402,2039332.52663,26.21,98.91,26.5
874,3029500,1194938.0,636674.229541,1771508.22579,35.94,67.45,53.28
875,3029600,1514915.0,821809.568055,2300496.6561,35.72,65.85,54.25
876,3029700,1449443.0,675884.559505,2212768.01658,30.54,65.5,46.63
877,3029800,1472950.0,775614.729043,2379873.99805,32.59,61.89,52.66
878,3029900,931124.0,406198.618141,1597886.1959,25.42,58.27,43.62
879,3030000,1304256.0,657189.586903,2099450.97066,31.3,62.12,50.39
880,3030100,1165608.0,603183.61116,2133891.72942,28.27,54.62,51.75
881,3030200,1520364.0,688518.576306,2273119.82871,30.29,66.88,45.29
882,3030300,1477262.0,732879.161834,2690239.58615,27.24,54.91,49.61
883,3030400,3975034.0,1065354.63811,4990405.29214,21.35,79.65,26.8
884,3030500,2056800.0,1285605.53236,3474329.2756,37.0,59.2,62.51
885,3030600,1345007.0,495332.812003,2084709.5884,23.76,64.52,36.83
886,3030700,1673986.0,791079.259376,2805795.20454,28.19,59.66,47.26
887,3030800,1938084.0,1367365.37705,7193619.60825,19.01,26.94,70.55
888,3030900,996606.0,559731.661469,1587377.38042,35.26,62.78,56.16
889,3031100,1019571.0,616139.433739,1587578.98763,38.81,64.22,60.43
890,3031300,1165248.0,717760.473555,1832521.65859,39.17,63.59,61.6
891,3031400,5837860.0,698765.043192,8954916.01011,7.8,65.19,11.97
892,3031500,1236038.0,770568.462045,1886108.10801,40.85,65.53,62.34
893,3031701,1048819.0,612442.567715,1504293.97009,40.71,69.72,58.39
894,3031702,990146.0,547054.719198,1500336.66225,36.46,65.99,55.25
895,3031900,1060586.0,589011.676669,1631610.67387,36.1,65.0,55.54
896,3032100,1128546.0,667163.965298,1724842.1289,38.68,65.43,59.12
897,3032300,1217178.0,780141.31326,1862860.63114,41.88,65.34,64.09
898,3032500,1175129.0,556333.302655,1812075.23126,30.7,64.85,47.34
899,3032600,1929832.0,733800.178445,3542642.25752,20.71,54.47,38.02
900,3032700,1012488.0,711014.343029,1908911.95327,37.25,53.04,70.22
901,3032800,1844839.0,633448.4068,2507368.97843,25.26,73.58,34.34
902,3032900,1042260.0,610369.954383,1683542.51814,36.26,61.91,58.56
903,3033000,2455828.0,380444.545368,3857674.39628,9.86,63.66,15.49
904,3033100,1022105.0,615249.005942,1533546.71302,40.12,66.65,60.19
905,3033300,1392577.0,815155.830798,2005662.9602,40.64,69.43,58.54
906,3033500,1294454.0,711030.88742,1944377.62495,36.57,66.57,54.93
907,3033600,4094294.0,1504006.77109,7240126.82749,20.77,56.55,36.73
908,3033700,1193782.0,671918.010517,2126882.10092,31.59,56.13,56.28
909,3033900,1304849.0,711877.330428,1945657.67257,36.59,67.06,54.56
910,3034000,724511.0,156099.316333,1414475.72336,11.04,51.22,21.55
911,3034100,1046872.0,474312.243739,1504308.07143,31.53,69.59,45.31
912,3034200,1698687.0,488160.950505,2475181.54176,19.72,68.63,28.74
913,3034300,1274689.0,433107.310587,1745164.21497,24.82,73.04,33.98
914,3034500,1285508.0,460072.67561,1759937.3963,26.14,73.04,35.79
915,3034700,963745.0,501651.98942,1505056.73892,33.33,64.03,52.05
916,3034800,3076680.0,1859996.99795,6980626.9377,26.65,44.07,60.45
917,3034900,1128284.0,680542.116448,1756872.7665,38.74,64.22,60.32
918,3035000,1505967.0,341002.937671,2122234.28754,16.07,70.96,22.64
919,3035100,1116620.0,702356.674714,1755149.80755,40.02,63.62,62.9
920,3035200,19563247.0,506806.128065,10717751.1907,4.73,182.53,2.59
921,3035300,1144377.0,645770.482908,1755455.71973,36.79,65.19,56.43
922,3035400,2542117.0,620961.641181,4053077.12869,15.32,62.72,24.43
923,3035500,925758.0,608833.729142,1485518.48596,40.98,62.32,65.77
924,3035601,539730.0,76738.5570389,719554.057929,10.66,75.01,14.22
925,3035602,1195042.0,263471.578885,1843931.29215,14.29,64.81,22.05
926,3035700,1191047.0,282511.919884,1967031.03999,14.36,60.55,23.72
927,3035900,1243893.0,725253.508609,1952759.90354,37.14,63.7,58.31
928,3036001,512042.0,364957.202016,1019095.31227,35.81,50.24,71.27
929,3036002,613735.0,437763.831787,924220.93178,47.37,66.41,71.33
930,3036100,741588.0,430317.739547,1524420.55669,28.23,48.65,58.03
931,3036200,1140849.0,726659.236196,1845173.33335,39.38,61.83,63.69
932,3036300,1403734.0,665491.436954,2785736.31011,23.89,50.39,47.41
933,3036400,821958.0,458273.20692,1539580.46615,29.77,53.39,55.75
934,3036501,871060.0,361300.615052,1369714.59112,26.38,63.59,41.48
935,3036502,561802.0,340370.819857,1252061.56461,27.18,44.87,60.59
936,3036600,1176526.0,581434.104727,2516458.37782,23.11,46.75,49.42
937,3036700,843639.0,471141.887292,2024543.09507,23.27,41.67,55.85
938,3036900,1432099.0,765987.820797,2433755.72839,31.47,58.84,53.49
939,3037000,2379814.0,1011258.17538,3617774.27324,27.95,65.78,42.49
940,3037100,1218077.0,618323.257485,2037041.36943,30.35,59.8,50.76
941,3037300,1141354.0,600487.440495,1838509.76147,32.66,62.08,52.61
942,3037401,1471957.0,629693.418513,2422862.80186,25.99,60.75,42.78
943,3037402,1923218.0,773339.163518,3270756.17459,23.64,58.8,40.21
944,3037500,1018487.0,605579.473156,1708660.14851,35.44,59.61,59.46
945,3037700,1349069.0,647469.985983,2047553.33432,31.62,65.89,47.99
946,3037900,1232730.0,661574.881359,1978231.28462,33.44,62.31,53.67
947,3038100,1757319.0,638603.403209,2578249.41744,24.77,68.16,36.34
948,3038200,1921010.0,394269.023982,2526926.5639,15.6,76.02,20.52
949,3038300,1214033.0,664384.21574,1878496.85627,35.37,64.63,54.73
950,3038500,1212652.0,595547.406694,1877794.57229,31.72,64.58,49.11
951,3038600,1620662.0,802069.03184,2704025.38356,29.66,59.94,49.49
952,3038700,1275388.0,764704.051413,2027988.23022,37.71,62.89,59.96
953,3038800,1423082.0,664480.029212,2130565.92483,31.19,66.79,46.69
954,3038900,1060101.0,678584.937743,1753535.5178,38.7,60.46,64.01
955,3039000,1104908.0,517523.182836,1871911.31524,27.65,59.03,46.84
956,3039100,981370.0,647580.794147,1788881.47556,36.2,54.86,65.99
957,3039200,1184390.0,626848.194127,1875666.47628,33.42,63.15,52.93
958,3039300,1188102.0,704669.769465,2041139.66082,34.52,58.21,59.31
959,3039400,1261490.0,668196.588162,2067691.42497,32.32,61.01,52.97
960,3039500,1018813.0,593237.48857,1718425.82043,34.52,59.29,58.23
961,3039600,1188395.0,610779.217821,1757819.54592,34.75,67.61,51.4
962,3039700,997022.0,592947.729783,1712820.27346,34.62,58.21,59.47
963,3039800,1344233.0,680372.303085,2184133.6613,31.15,61.55,50.61
964,3039900,1039746.0,558103.809519,1627809.30279,34.29,63.87,53.68
965,3040000,1290301.0,710087.249126,2058373.04678,34.5,62.69,55.03
966,3040100,1061201.0,609433.978065,1718318.93365,35.47,61.76,57.43
967,3040200,1198876.0,572072.967362,2126179.77578,26.91,56.39,47.72
968,3040300,1287877.0,735814.276234,2208071.8666,33.32,58.33,57.13
969,3040400,1060518.0,535252.539105,1653839.79122,32.36,64.12,50.47
970,3040500,692553.0,302973.552963,1494609.06071,20.27,46.34,43.75
971,3040600,1106835.0,574591.026527,1582378.66617,36.31,69.95,51.91
972,3040700,5445112.0,40553.9297584,5478811.21521,0.74,99.38,0.74
973,3040800,1004574.0,592031.855073,1654268.74397,35.79,60.73,58.93
974,3040900,1025002.0,662158.205074,1866462.18983,35.48,54.92,64.6
975,3041000,1051642.0,477613.118764,1537209.75085,31.07,68.41,45.42
976,3041100,921303.0,507696.660158,1458445.80359,34.81,63.17,55.11
977,3041200,1168483.0,671556.840767,1780125.24969,37.73,65.64,57.47
978,3041300,1150137.0,583788.861084,1745183.02406,33.45,65.9,50.76
979,3041401,967129.0,430208.256853,1454192.39647,29.58,66.51,44.48
980,3041402,1025940.0,509495.80236,1659482.2256,30.7,61.82,49.66
981,3041500,1181648.0,584384.036553,1750287.79067,33.39,67.51,49.46
982,3041600,1168049.0,588183.225168,1749784.70103,33.61,66.75,50.36
983,3041700,1039229.0,444149.181811,1519400.53544,29.23,68.4,42.74
984,3041800,1101133.0,618402.294239,1773170.32025,34.88,62.1,56.16
985,3041900,1157078.0,503427.797029,1646861.69945,30.57,70.26,43.51
986,3042000,1156077.0,637747.414039,1820929.02037,35.02,63.49,55.16
987,3042100,1019882.0,557794.345527,1651413.38192,33.78,61.76,54.69
988,3042200,1545011.0,834941.431,2443185.63407,34.17,63.24,54.04
989,3042300,1197492.0,656584.061341,1961468.20003,33.47,61.05,54.83
990,3042400,1136671.0,642640.567227,1733612.8948,37.07,65.57,56.54
991,3042500,1136135.0,572193.935667,1806379.81084,31.68,62.9,50.36
992,3042600,1065044.0,650831.058377,1829969.14358,35.57,58.2,61.11
993,3042700,1001220.0,635324.760104,1595494.71384,39.82,62.75,63.46
994,3042800,1148853.0,655320.412048,1773181.65751,36.96,64.79,57.04
995,3042900,1264488.0,661581.602319,1809836.561,36.55,69.87,52.32
996,3043000,1098803.0,539660.112436,1721309.63581,31.35,63.84,49.11
997,3043100,1160823.0,789676.609433,1810786.86527,43.61,64.11,68.03
998,3043200,929344.0,571897.468156,1593340.96948,35.89,58.33,61.54
999,3043300,1094917.0,593979.188209,1810979.34087,32.8,60.46,54.25
1000,3043400,898650.0,503194.732512,1509164.80773,33.34,59.55,55.99
1001,3043500,1252226.0,655306.04618,1810895.26058,36.19,69.15,52.33
1002,3043600,976610.0,624332.241729,1480301.67722,42.18,65.97,63.93
1003,3043700,1103845.0,678001.533049,1809983.94695,37.46,60.99,61.42
1004,3043800,1008805.0,537116.902609,1671530.4516,32.13,60.35,53.24
1005,3043900,1362746.0,849620.452806,2152392.90038,39.47,63.31,62.35
1006,3044000,1322666.0,716516.938944,2173529.65554,32.97,60.85,54.17
1007,3044100,991477.0,636350.587919,1528572.53276,41.63,64.86,64.18
1008,3044200,1305053.0,662215.161543,1969036.0068,33.63,66.28,50.74
1009,3044300,1173667.0,761882.038794,1805749.99753,42.19,65.0,64.91
1010,3044400,1219501.0,632237.653904,1878090.01156,33.66,64.93,51.84
1011,3044500,1138764.0,681357.022066,1827456.06351,37.28,62.31,59.83
1012,3044600,965618.0,554769.504985,1519495.97937,36.51,63.55,57.45
1013,3044700,1089391.0,880276.322836,1752616.26934,50.23,62.16,80.8
1014,3044800,1155279.0,471100.01802,2423965.30292,19.44,47.66,40.78
1015,3044900,16594394.0,6593435.90651,22969641.7544,28.71,72.24,39.73
1016,3045000,1126948.0,251478.100908,2370291.91944,10.61,47.54,22.31
1017,3045200,1298072.0,651535.551818,2005613.07861,32.49,64.72,50.19
1018,3045300,1984736.0,1614239.9603,3439556.28401,46.93,57.7,81.33
1019,3045400,899270.0,527483.66864,1423881.81463,37.05,63.16,58.66
1020,3045600,1049999.0,571386.79551,1653625.09776,34.55,63.5,54.42
1021,3045800,1242197.0,568153.821986,1928211.73765,29.47,64.42,45.74
1022,3046000,1352772.0,665777.286799,2107798.13553,31.59,64.18,49.22
1023,3046201,803476.0,412117.564945,1381203.80303,29.84,58.17,51.29
1024,3046202,1050751.0,631615.328085,1866157.37258,33.85,56.31,60.11
1025,3046400,1055949.0,570935.554869,1762813.99784,32.39,59.9,54.07
1026,3046800,1174392.0,493660.677047,3193544.08631,15.46,36.77,42.04
1027,3047000,1225413.0,664040.494376,1966226.06983,33.77,62.32,54.19
1028,3047200,1132684.0,672762.931791,1850619.13247,36.35,61.21,59.4
1029,3047400,1205289.0,697303.830143,1893042.17625,36.84,63.67,57.85
1030,3047600,1501646.0,801278.92727,2236222.64934,35.83,67.15,53.36
1031,3047700,1215561.0,709422.986286,2344076.87875,30.26,51.86,58.36
1032,3047800,1484901.0,841699.792816,2380722.10927,35.35,62.37,56.68
1033,3048000,1157358.0,590735.056551,1643797.87843,35.94,70.41,51.04
1034,3048100,1005922.0,656630.100716,1628352.49267,40.32,61.78,65.28
1035,3048200,1354685.0,648978.761407,2121452.7246,30.59,63.86,47.91
1036,3048400,1459408.0,766891.145655,2251812.24718,34.06,64.81,52.55
1037,3048500,4079087.0,2822835.22052,6253344.16306,45.14,65.23,69.2
1038,3048600,1116709.0,691469.65107,1888238.79171,36.62,59.14,61.92
1039,3048800,1063807.0,574141.134734,1542860.19973,37.21,68.95,53.97
1040,3048900,830986.0,100994.886708,985798.49818,10.24,84.3,12.15
1041,3049000,1289049.0,678779.220515,2074872.14439,32.71,62.13,52.66
1042,3049100,1462636.0,711228.027915,2294137.30962,31.0,63.76,48.63
1043,3049200,1090367.0,598210.428039,1780102.39448,33.61,61.25,54.86
1044,3049300,1646861.0,815089.334514,2454524.77977,33.21,67.09,49.49
1045,3049400,1197360.0,632296.399911,1970839.6271,32.08,60.75,52.81
1046,3049500,855193.0,564184.117862,1389722.73486,40.6,61.54,65.97
1047,3049600,1393348.0,783989.435394,2184807.80434,35.88,63.77,56.27
1048,3049700,1124189.0,680516.044398,1772499.97489,38.39,63.42,60.53
1049,3049800,1427153.0,709204.980975,2199771.78332,32.24,64.88,49.69
1050,3049900,860343.0,544936.194916,1532199.80121,35.57,56.15,63.34
1051,3050000,1446769.0,609435.596639,2138350.48506,28.5,67.66,42.12
1052,3050100,903208.0,554249.050079,1857843.15313,29.83,48.62,61.36
1053,3050202,898262.0,403810.849437,1451525.20944,27.82,61.88,44.95
1054,3050300,855435.0,508948.241981,1348755.41934,37.73,63.42,59.5
1055,3050400,1210455.0,637386.247513,2516813.78968,25.33,48.09,52.66
1056,3050500,1245236.0,615017.233463,1823285.67621,33.73,68.3,49.39
1057,3050600,1165153.0,685330.394981,1773129.57152,38.65,65.71,58.82
1058,3050700,736594.0,474409.424011,1877636.94848,25.27,39.23,64.41
1059,3050801,564565.0,423337.633876,842216.06064,50.26,67.03,74.98
1060,3050803,390364.0,263039.768059,602995.583097,43.62,64.74,67.38
1061,3050804,685784.0,440950.108251,1110945.63082,39.69,61.73,64.3
1062,3050900,858702.0,542798.711062,1526103.1444,35.57,56.27,63.21
1063,3051001,517222.0,366962.347892,828176.492632,44.31,62.45,70.95
1064,3051002,748327.0,476983.627825,1152098.86739,41.4,64.95,63.74
1065,3051100,1077844.0,474248.059559,1711548.77397,27.71,62.97,44.0
1066,3051200,1016186.0,548601.51831,1508346.95807,36.37,67.37,53.99
1067,3051300,1324867.0,879458.351415,2779406.87545,31.64,47.67,66.38
1068,3051400,1273626.0,697130.060529,1949161.82139,35.77,65.34,54.74
1069,3051500,1414194.0,371021.977197,2013551.39699,18.43,70.23,26.24
1070,3051601,807373.0,521758.132855,1247781.40809,41.81,64.7,64.62
1071,3051602,635786.0,407430.906631,979567.955851,41.59,64.9,64.08
1072,3051700,1615214.0,464399.288666,2020312.54217,22.99,79.95,28.75
1073,3051800,1428454.0,662593.020288,2170111.3404,30.53,65.82,46.39
1074,3051900,1647959.0,1137135.92337,2959028.01812,38.43,55.69,69.0
1075,3052000,1251838.0,674054.167141,2056594.47538,32.78,60.87,53.85
1076,3052300,826477.0,566181.352341,1538749.38172,36.79,53.71,68.51
1077,3052500,668157.0,348948.008975,1356123.68455,25.73,49.27,52.23
1078,3052600,1220914.0,604291.588865,1823527.06385,33.14,66.95,49.5
1079,3052700,1008264.0,634002.52548,2045672.64233,30.99,49.29,62.88
1080,3052800,1231218.0,511875.356743,1891640.2224,27.06,65.09,41.57
1081,3052900,1063767.0,746869.717099,1882580.923,39.67,56.51,70.21
1082,3053000,1190699.0,692313.700389,1861290.05416,37.2,63.97,58.14
1083,3053100,1002922.0,660105.126129,1741767.41737,37.9,57.58,65.82
1084,3053200,1221714.0,534902.700257,1876179.00988,28.51,65.12,43.78
1085,3053300,1159258.0,738882.297175,2078811.9484,35.54,55.77,63.74
1086,3053400,1271799.0,740408.362522,1866105.77226,39.68,68.15,58.22
1087,3053500,803560.0,538958.549948,1406193.34545,38.33,57.14,67.07
1088,3053700,761056.0,575174.504206,1802604.20902,31.91,42.22,75.58
1089,3053800,1138876.0,651714.668505,1770108.61532,36.82,64.34,57.22
1090,3053900,756446.0,362498.857792,1091631.34437,33.21,69.3,47.92
1091,3054200,1389130.0,749810.738638,2036089.77011,36.83,68.23,53.98
1092,3054300,8858186.0,2611872.83277,11164670.0984,23.39,79.34,29.49
1093,3054400,1257264.0,664327.024056,2045270.6111,32.48,61.47,52.84
1094,3054500,2238759.0,437980.091697,1802063.24412,24.3,124.23,19.56
1095,3054600,1208090.0,667985.153174,1942537.87548,34.39,62.19,55.29
1096,3054700,1310469.0,680992.915747,1826059.3855,37.29,71.76,51.97
1097,3054800,1238746.0,617136.411581,1864436.42861,33.1,66.44,49.82
1098,3054900,1135220.0,698635.997972,2095791.69057,33.34,54.17,61.54
1099,3055000,1209055.0,676347.688474,1937232.77134,34.91,62.41,55.94
1100,3055100,1888180.0,1040163.6935,2511177.55113,41.42,75.19,55.09
1101,3055200,1027796.0,699275.128162,1805017.3999,38.74,56.94,68.04
1102,3055300,1024932.0,712534.458658,1681865.79691,42.37,60.94,69.52
1103,3055400,1187668.0,874817.680288,1821785.66743,48.02,65.19,73.66
1104,3055500,1850457.0,1222733.25838,2845557.07116,42.97,65.03,66.08
1105,3055600,1410942.0,697018.609015,2079990.27864,33.51,67.83,49.4
1106,3055700,2113898.0,1227588.29216,3195112.22967,38.42,66.16,58.07
1107,3055800,1058418.0,540261.329855,1847310.15792,29.25,57.3,51.04
1108,3056000,1338993.0,662000.04246,1988439.59431,33.29,67.34,49.44
1109,3056100,2417133.0,1462676.82314,3577947.70997,40.88,67.56,60.51
1110,3056200,1250171.0,594010.014969,1838820.87392,32.3,67.99,47.51
1111,3056300,2681547.0,1412749.51216,3994878.70825,35.36,67.12,52.68
1112,3056400,1286665.0,615640.957717,1972387.64179,31.21,65.23,47.85
1113,3056500,2182160.0,1125944.47715,2561007.91767,43.96,85.21,51.6
1114,3056600,1229414.0,549025.06068,1846300.40092,29.74,66.59,44.66
1115,3056800,778898.0,347193.519142,1267976.13645,27.38,61.43,44.57
1116,3056900,872125.0,643768.238696,1376243.88725,46.78,63.37,73.82
1117,3057000,1779490.0,757135.630747,2824696.88855,26.8,63.0,42.55
1118,3057100,1261960.0,733557.016058,1892836.35259,38.75,66.67,58.13
1119,3057200,2205000.0,322893.748121,2622725.1655,12.31,84.07,14.64
1120,3057300,1148097.0,718159.038415,1831149.52307,39.22,62.7,62.55
1121,3057400,1156755.0,567678.020364,1713577.62879,33.13,67.51,49.08
1122,3057500,1307663.0,795405.841993,2014844.46483,39.48,64.9,60.83
1123,3057600,1120089.0,649157.43953,1707334.54427,38.02,65.6,57.96
1124,3057800,1245667.0,687672.307086,1853782.13323,37.1,67.2,55.21
1125,3057900,3886315.0,2454465.60553,7899077.81999,31.07,49.2,63.16
