,BoroCT2010,LotArea,FP,CT_Land,Bldg/Land,Lot/Land,Bldg/Lot
371,2014500,1173210.0,535416.705553,1954010.13643,27.4,60.04,45.64
372,2014701,1060666.0,298171.159862,1494598.34225,19.95,70.97,28.11
373,2014702,890088.0,211664.122538,1247172.49725,16.97,71.37,23.78
374,2014900,1083338.0,520877.100552,1676847.84706,31.06,64.61,48.08
375,2015100,1284436.0,670596.536329,2251593.47597,29.78,57.05,52.21
376,2015200,1737236.0,697128.522697,3151751.2358,22.12,55.12,40.13
377,2015300,1511524.0,586583.159486,2525294.05834,23.23,59.86,38.81
378,2015500,721809.0,377564.92325,1229990.21572,30.7,58.68,52.31
379,2015700,1351408.0,762759.203861,3384899.20817,22.53,39.92,56.44
380,2015800,1089422.0,454353.751129,1751816.27274,25.94,62.19,41.71
381,2015900,743854.0,367136.329545,1112938.77732,32.99,66.84,49.36
382,2016000,3325519.0,1041838.02176,5532323.46374,18.83,60.11,31.33
383,2016100,1522976.0,904580.636077,2573147.01575,35.15,59.19,59.4
384,2016200,1305756.0,495452.562757,1944076.72762,25.49,67.17,37.94
385,2016300,5513500.0,33367.8949481,6340258.68785,0.53,86.96,0.61
386,2016400,1144329.0,469130.180739,1768563.77378,26.53,64.7,41.0
387,2016500,886541.0,581013.294769,2041029.92202,28.47,43.44,65.54
388,2016600,1652264.0,604728.642434,3078388.83992,19.64,53.67,36.6
389,2016700,1205204.0,781405.916568,2215210.98965,35.27,54.41,64.84
390,2016900,556835.0,232569.433508,1000160.56464,23.25,55.67,41.77
391,2017100,1648310.0,7206.93298651,1837138.94755,0.39,89.72,0.44
392,2017300,1040126.0,524182.211537,1774688.21794,29.54,58.61,50.4
393,2017500,1017254.0,615617.851273,1631792.1809,37.73,62.34,60.52
394,2017701,701504.0,434386.157488,1147267.72289,37.86,61.15,61.92
395,2017702,883301.0,540178.209763,1516815.60395,35.61,58.23,61.15
396,2017901,499946.0,314685.002723,825937.173073,38.1,60.53,62.94
397,2017902,331461.0,230949.669349,827548.437687,27.91,40.05,69.68
398,2018101,544831.0,351664.635924,831112.957035,42.31,65.55,64.55
399,2018102,581405.0,397057.351873,1040321.76237,38.17,55.89,68.29
400,2018301,412872.0,292870.907875,734996.286567,39.85,56.17,70.94
401,2018302,787615.0,508921.668403,1208451.00184,42.11,65.18,64.62
402,2018400,2957159.0,1090553.5796,4814309.84859,22.65,61.42,36.88
403,2018500,2346481.0,1386715.60513,4434780.61237,31.27,52.91,59.1
404,2018900,2255150.0,983107.019661,3923652.96727,25.06,57.48,43.59
405,2019300,1976950.0,584937.468689,2587522.52939,22.61,76.4,29.59
406,2019400,3141748.0,663569.097675,8717967.29478,7.61,36.04,21.12
407,2019500,1134426.0,726763.295664,2361340.76248,30.78,48.04,64.06
408,2019700,902308.0,598074.694864,1597102.90329,37.45,56.5,66.28
409,2019900,1137219.0,707697.040635,1908263.21835,37.09,59.59,62.23
410,2020000,1984027.0,1170546.85832,3678684.27762,31.82,53.93,59.0
411,2020100,698830.0,370692.984302,2967245.02371,12.49,23.55,53.04
412,2020200,849256.0,438202.178069,1343331.0538,32.62,63.22,51.6
413,2020400,909632.0,466722.541453,1447955.99086,32.23,62.82,51.31
414,2020501,1099586.0,397735.09483,2949065.71188,13.49,37.29,36.17
415,2020502,665563.0,309356.611941,1087823.77491,28.44,61.18,46.48
416,2020601,1000771.0,508349.932437,1629908.75249,31.19,61.4,50.8
417,2020900,813297.0,548686.679993,1424317.77927,38.52,57.1,67.46
418,2021001,3211926.0,537562.088842,2077421.72904,25.88,154.61,16.74
419,2021002,201919.0,407170.109799,1846960.03292,22.05,10.93,201.65
420,2021100,879748.0,513458.040677,1659664.63704,30.94,53.01,58.36
421,2021200,9273.0,314047.344817,1101639.90761,28.51,0.84,3386.69
422,2021301,210691.0,150340.786906,643488.1025,23.36,32.74,71.36
423,2021302,940757.0,540274.680047,1869241.53271,28.9,50.33,57.43
424,2021501,630350.0,373221.319354,986700.640975,37.83,63.88,59.21
425,2021502,941242.0,553392.064965,1682567.73708,32.89,55.94,58.79
426,2021601,1020168.0,547279.791211,1761363.27388,31.07,57.92,53.65
427,2021602,369777.0,541735.777106,1784208.71182,30.36,20.72,146.5
428,2021700,885997.0,587955.198448,1703467.16666,34.52,52.01,66.36
429,2021800,1625358.0,744623.206082,3460968.42721,21.51,46.96,45.81
430,2021900,758954.0,608286.867231,1541640.93551,39.46,49.23,80.15
431,2022000,685078.0,465791.059021,2254221.42234,20.66,30.39,67.99
432,2022101,428128.0,298030.214684,732245.121699,40.7,58.47,69.61
433,2022102,514242.0,347427.848509,842620.057611,41.23,61.03,67.56
434,2022200,1437302.0,756873.32164,2370424.54758,31.93,60.63,52.66
435,2022300,613253.0,426772.491107,1001578.21369,42.61,61.23,69.59
436,2022401,433835.0,295220.494842,923790.395273,31.96,46.96,68.05
437,2022403,442738.0,324953.347155,1338120.90045,24.28,33.09,73.4
438,2022404,729904.0,444496.869291,999997.852978,44.45,72.99,60.9
439,2022500,1149722.0,634195.210552,1925146.55618,32.94,59.72,55.16
440,2022701,592688.0,423681.634546,1243220.32904,34.08,47.67,71.48
441,2022702,180483.0,127481.635805,557878.279801,22.85,32.35,70.63
442,2022703,213670.0,157532.011023,456337.460973,34.52,46.82,73.73
443,2022800,1160291.0,607926.621455,1851825.77254,32.83,62.66,52.39
444,2022901,657888.0,435923.0394,1271602.76979,34.28,51.74,66.26
445,2022902,501649.0,306608.412974,1042641.34212,29.41,48.11,61.12
446,2023000,810468.0,444833.776093,1717988.92935,25.89,47.18,54.89
447,2023100,652196.0,430499.761018,1288622.89362,33.41,50.61,66.01
448,2023200,1003630.0,482669.717851,1536082.35353,31.42,65.34,48.09
449,2023301,768312.0,473395.532924,1272740.91818,37.19,60.37,61.62
450,2023302,388278.0,239216.727755,678959.322827,35.23,57.19,61.61
451,2023501,321868.0,234200.351062,731673.289157,32.01,43.99,72.76
452,2023502,533706.0,354446.015132,1034951.04,34.25,51.57,66.41
453,2023600,575152.0,301134.495515,989504.938499,30.43,58.13,52.36
454,2023702,269087.0,228693.712481,515656.522316,44.35,52.18,84.99
455,2023703,607042.0,451883.360149,1071852.25668,42.16,56.63,74.44
456,2023704,437794.0,304832.22603,727296.285392,41.91,60.19,69.63
457,2023800,1318817.0,1078024.28681,3654703.11763,29.5,36.09,81.74
458,2023900,1122010.0,809460.182159,1912484.45058,42.33,58.67,72.14
459,2024000,1379508.0,642947.438281,2577349.3278,24.95,53.52,46.61
460,2024100,867540.0,608236.669899,1449100.37575,41.97,59.87,70.11
461,2024300,1100727.0,558978.811493,1607394.75849,34.78,68.48,50.78
462,2024400,1188964.0,597053.037362,1892754.12975,31.54,62.82,50.22
463,2024501,750292.0,418564.794688,1232643.23222,33.96,60.87,55.79
464,2024502,725755.0,394323.666247,1071093.82464,36.82,67.76,54.33
465,2024600,999230.0,410074.43155,1640625.77887,25.0,60.91,41.04
466,2024700,845286.0,184375.483026,1575216.38074,11.7,53.66,21.81
467,2024800,1433964.0,646894.370186,2992858.72275,21.61,47.91,45.11
468,2024900,1613275.0,370133.025177,1880978.17888,19.68,85.77,22.94
469,2025000,1282189.0,569991.553817,1955822.49545,29.14,65.56,44.45
470,2025100,1292246.0,695292.607335,2253840.93266,30.85,57.34,53.8
471,2025200,1361750.0,657115.559362,2048258.64353,32.08,66.48,48.26
472,2025300,734727.0,512639.926148,1341945.16951,38.2,54.75,69.77
473,2025400,1199829.0,520770.454359,1828910.83048,28.47,65.6,43.4
474,2025500,1121115.0,606612.128569,1808913.77533,33.53,61.98,54.11
475,2025600,1072512.0,465860.49026,2037862.6359,22.86,52.63,43.44
476,2025700,498356.0,168368.595563,1669997.16306,10.08,29.84,33.78
477,2026100,1654225.0,305279.002337,1883343.7839,16.21,87.83,18.45
478,2026300,1115611.0,493503.35564,1715401.29871,28.77,65.03,44.24
479,2026400,2904126.0,1205709.76371,4599539.80942,26.21,63.14,41.52
480,2026500,1186368.0,944184.052709,2173748.29161,43.44,54.58,79.59
481,2026601,1101646.0,486030.080777,1832956.45368,26.52,60.1,44.12
482,2026602,2078265.0,1062974.72132,3269676.76334,32.51,63.56,51.15
483,2026701,462303.0,304923.603035,742841.584935,41.05,62.23,65.96
484,2026702,1005593.0,574031.559179,1819284.59151,31.55,55.27,57.08
485,2026900,1392015.0,509851.894345,4243317.44825,12.02,32.8,36.63
486,2027300,1349191.0,705224.862467,2120762.72019,33.25,63.62,52.27
487,2027401,4223365.0,1376162.23114,7554416.00071,18.22,55.91,32.58
488,2027402,4705975.0,1094798.13624,5746687.33981,19.05,81.89,23.26
489,2027600,16397391.0,15595.4551738,19663562.5341,0.08,83.39,0.1
490,2027700,954868.0,441349.588486,1831494.46582,24.1,52.14,46.22
491,2027900,1740401.0,741120.775988,2907492.6972,25.49,59.86,42.58
492,2028100,789846.0,346666.511472,1393875.86821,24.87,56.67,43.89
493,2028300,1072280.0,549184.272689,2622382.68456,20.94,40.89,51.22
494,2028400,6526049.0,1503901.3138,12221172.4912,12.31,53.4,23.04
495,2028500,1768809.0,607377.584211,2874317.02399,21.13,61.54,34.34
496,2028600,1384849.0,558439.945058,2117837.258,26.37,65.39,40.32
497,2028700,1123307.0,515826.918827,1670599.1433,30.88,67.24,45.92
498,2028800,2347294.0,824645.706445,3616695.4995,22.8,64.9,35.13
499,2028900,1365409.0,600196.304374,2054653.30614,29.21,66.45,43.96
500,2029301,1254711.0,231427.557526,2676687.37899,8.65,46.88,18.44
501,2029302,2848818.0,821829.273024,4681198.93696,17.56,60.86,28.85
502,2029500,1329485.0,713926.425271,2551495.36701,27.98,52.11,53.7
503,2029600,4006039.0,1207363.83237,7711394.52589,15.66,51.95,30.14
504,2029700,1439301.0,598244.44261,2498485.63688,23.94,57.61,41.56
505,2030000,2913420.0,1256128.93136,4490156.71346,27.98,64.88,43.12
506,2030100,1091769.0,269578.675818,1583340.21216,17.03,68.95,24.69
507,2030200,2568904.0,545418.801581,6063936.62794,8.99,42.36,21.23
508,2030701,3239592.0,864301.87983,4277754.36859,20.2,75.73,26.68
509,2030900,7379833.0,1054227.71886,13700957.0435,7.69,53.86,14.29
510,2031000,4536627.0,1437111.37767,6834236.08141,21.03,66.38,31.68
511,2031200,1439326.0,494728.605801,2175834.03682,22.74,66.15,34.37
512,2031400,1473546.0,506625.791415,2272270.79001,22.3,64.85,34.38
513,2031600,1224080.0,428786.985953,1906941.0868,22.49,64.19,35.03
514,2031800,1163649.0,412299.246721,1919429.5017,21.48,60.62,35.43
515,2031900,2121737.0,187194.726075,2382200.30812,7.86,89.07,8.82
516,2032300,4352827.0,973605.372181,6019953.18778,16.17,72.31,22.37
517,2032400,2155612.0,545401.791706,2885687.6269,18.9,74.7,25.3
518,2032600,2206125.0,809855.974184,3568723.69452,22.69,61.82,36.71
519,2032800,1445357.0,522302.304939,2202647.78384,23.71,65.62,36.14
520,2033000,1343775.0,677482.718617,2218401.18915,30.54,60.57,50.42
521,2033201,912594.0,382606.169938,1224202.47663,31.25,74.55,41.93
522,2033202,787241.0,364549.753074,1229425.03134,29.65,64.03,46.31
523,2033400,33980571.0,947725.013095,33679687.1653,2.81,100.89,2.79
524,2033500,3814928.0,832976.996043,7498691.93405,11.11,50.87,21.83
525,2033600,1615533.0,497359.269056,1985238.46327,25.05,81.38,30.79
526,2033700,2795505.0,887091.383046,4663991.99304,19.02,59.94,31.73
527,2033800,1087370.0,621724.541163,1737175.18408,35.79,62.59,57.18
528,2034000,1068157.0,552004.482966,1704073.06367,32.39,62.68,51.68
529,2034200,925103.0,374525.454155,1687802.69573,22.19,54.81,40.48
530,2034300,808596.0,307169.632892,1318002.7914,23.31,61.35,37.99
531,2034400,990455.0,401427.852855,1690333.07929,23.75,58.6,40.53
532,2034500,1735901.0,595692.804063,2976525.4882,20.01,58.32,34.32
533,2034800,2964785.0,1018356.30078,4713702.84914,21.6,62.9,34.35
534,2035000,1106473.0,427333.971315,2066395.74827,20.68,53.55,38.62
535,2035100,3939272.0,910367.597656,6208264.04832,14.66,63.45,23.11
536,2035600,2818146.0,829328.01914,4229647.32423,19.61,66.63,29.43
537,2035800,4139012.0,1504568.38116,7018832.03815,21.44,58.97,36.35
538,2035900,677527.0,378286.811866,1452781.52607,26.04,46.64,55.83
539,2036000,1780965.0,615499.018406,2857374.96724,21.54,62.33,34.56
540,2036100,1079911.0,469610.521807,1760194.00551,26.68,61.35,43.49
541,2036300,1152655.0,676650.570592,2382766.1194,28.4,48.37,58.7
542,2036400,1392028.0,628150.442814,2191493.96136,28.66,63.52,45.12
543,2036501,645174.0,372452.526523,1030821.78236,36.13,62.59,57.73
544,2036502,513503.0,280258.56383,1050346.58361,26.68,48.89,54.58
545,2036700,648861.0,348257.530001,1005438.02904,34.64,64.54,53.67
546,2036800,1161018.0,431843.171931,1820227.869,23.72,63.78,37.2
547,2036901,511660.0,332834.416902,1054250.14744,31.57,48.53,65.05
548,2036902,357270.0,152129.847166,686266.896701,22.17,52.06,42.58
549,2037000,1089867.0,453885.933758,1709084.35147,26.56,63.77,41.65
550,2037100,1269339.0,570320.984862,2128494.67606,26.79,59.64,44.93
551,2037200,1267628.0,504860.110979,2008935.36521,25.13,63.1,39.83
552,2037300,1117615.0,558096.085086,1864932.65553,29.93,59.93,49.94
553,2037400,1121283.0,437600.42284,1799971.82772,24.31,62.29,39.03
554,2037504,1275114.0,816303.249244,2585510.99459,31.57,49.32,64.02
555,2037600,831390.0,335230.152946,1364148.03482,24.57,60.95,40.32
556,2037800,768877.0,384850.366853,1360790.17889,28.28,56.5,50.05
557,2037900,1160357.0,679556.009346,2064159.32885,32.92,56.21,58.56
558,2038000,1489690.0,714927.24476,2346733.50213,30.46,63.48,47.99
559,2038100,916514.0,501511.222341,1626409.49008,30.84,56.35,54.72
560,2038200,1029048.0,424037.743172,1704010.24536,24.88,60.39,41.21
561,2038301,604722.0,363473.577666,1030540.4932,35.27,58.68,60.11
562,2038302,910778.0,508241.940549,1565110.49373,32.47,58.19,55.8
563,2038500,1103062.0,655631.213494,2053030.26551,31.93,53.73,59.44
564,2038600,2563319.0,1110215.01448,4405922.37704,25.2,58.18,43.31
565,2038700,1160524.0,742451.849055,1969718.58369,37.69,58.92,63.98
566,2038800,1044539.0,407813.169757,1593876.06362,25.59,65.53,39.04
567,2038900,1122673.0,662382.958644,1860955.28581,35.59,60.33,59.0
568,2039000,1430339.0,635764.318153,1966311.16021,32.33,72.74,44.45
569,2039100,1337004.0,843265.282939,2213814.26954,38.09,60.39,63.07
570,2039200,745745.0,333396.436111,1035565.19081,32.19,72.01,44.71
571,2039300,1264053.0,684144.548629,1970412.04867,34.72,64.15,54.12
572,2039400,1088920.0,552621.143799,1560974.38642,35.4,69.76,50.75
573,2039500,2466318.0,1062577.98923,4446408.65842,23.9,55.47,43.08
574,2039600,1655716.0,729989.937223,2402726.4967,30.38,68.91,44.09
575,2039700,4804466.0,1063710.49473,5542315.71684,19.19,86.69,22.14
576,2039800,1416329.0,527908.465715,2172955.46413,24.29,65.18,37.27
577,2039901,903345.0,569369.339801,1637824.63868,34.76,55.16,63.03
578,2039902,807539.0,535676.791155,1309646.58385,40.9,61.66,66.33
579,2040100,1180308.0,497181.352526,1841945.93987,26.99,64.08,42.12
580,2040302,390846.0,265139.029349,682700.661638,38.84,57.25,67.84
581,2040303,558678.0,338784.891941,949187.774428,35.69,58.86,60.64
582,2040304,462167.0,297272.349565,723328.261703,41.1,63.89,64.32
583,2040400,1594193.0,638236.429991,2316966.96284,27.55,68.81,40.04
584,2040501,583437.0,367945.225496,873437.241163,42.13,66.8,63.07
585,2040502,1071824.0,570868.068904,1534114.68006,37.21,69.87,53.26
586,2040600,1718273.0,748157.679323,2403938.47258,31.12,71.48,43.54
587,2040701,347923.0,226802.528225,630566.029192,35.97,55.18,65.19
588,2040702,1305064.0,625020.173805,1956959.07773,31.94,66.69,47.89
589,2040800,941644.0,497268.968505,1324406.3301,37.55,71.1,52.81
590,2040900,9333558.0,1393620.63995,12554440.9537,11.1,74.34,14.93
591,2041100,653745.0,413705.546658,1309717.17697,31.59,49.91,63.28
592,2041300,1107727.0,640042.860733,1865502.79381,34.31,59.38,57.78
593,2041400,3062748.0,1404770.32445,5955738.45194,23.59,51.43,45.87
594,2041500,982033.0,563385.198516,1471378.17314,38.29,66.74,57.37
595,2041800,1493413.0,763414.50735,2930549.17693,26.05,50.96,51.12
596,2041900,1311721.0,778940.260776,3505470.57137,22.22,37.42,59.38
597,2042000,1098270.0,598943.442226,1615128.62327,37.08,68.0,54.54
598,2042100,1288055.0,933973.309681,2669986.39955,34.98,48.24,72.51
599,2042200,1306641.0,574402.895976,1884434.55343,30.48,69.34,43.96
600,2042300,1116793.0,383646.232433,1939179.59665,19.78,57.59,34.35
601,2042400,1247874.0,473268.757371,1882378.37052,25.14,66.29,37.93
602,2042500,1426312.0,855070.276758,3154915.26962,27.1,45.21,59.95
603,2042600,3478711.0,1299353.60213,5473783.58408,23.74,63.55,37.35
604,2042800,1150625.0,442034.5107,1821035.07925,24.27,63.19,38.42
605,2042901,490450.0,288391.437928,1105150.73131,26.1,44.38,58.8
606,2042902,689867.0,401828.919947,1011499.02132,39.73,68.2,58.25
607,2043000,1398229.0,572436.736996,2219376.16427,25.79,63.0,40.94
608,2043100,1443171.0,936225.206131,2331576.32766,40.15,61.9,64.87
609,2043400,1679616.0,973960.463289,3761013.01142,25.9,44.66,57.99
610,2043500,65919867.0,688942.948218,72721530.882,0.95,90.65,1.05
611,2043600,1087864.0,439841.108994,1679294.21953,26.19,64.78,40.43
612,2044200,1644128.0,725965.689848,2614475.73444,27.77,62.89,44.16
613,2044400,2736584.0,857360.025672,3925376.66905,21.84,69.72,31.33
614,2044800,1176636.0,421112.835311,1817406.93201,23.17,64.74,35.79
615,2044901,1114770.0,469334.141315,1706515.64432,27.5,65.32,42.1
616,2044902,1158316.0,519302.853097,1681787.26009,30.88,68.87,44.83
617,2045101,974808.0,475675.696003,1854782.77454,25.65,52.56,48.8
618,2045102,1289806.0,542553.535499,2303794.27283,23.55,55.99,42.06
619,2045600,4718131.0,1327090.67157,9265823.93506,14.32,50.92,28.13
620,2045800,2506120.0,347745.867587,2582516.43834,13.47,97.04,13.88
621,2046000,2124456.0,558878.317539,3096846.46457,18.05,68.6,26.31
622,2046201,14802378.0,2960102.79091,23507456.8818,12.59,62.97,20.0
623,2046202,5364910.0,1984944.09101,10304365.8754,19.26,52.06,37.0
624,2048400,3748434.0,1275192.62869,7465667.10048,17.08,50.21,34.02
625,2050400,95326544.0,267829.328091,78955370.4903,0.34,120.73,0.28
626,2051600,15857299.0,2294027.8785,17352035.3934,13.22,91.39,14.47
627,3000100,1942159.0,865946.010816,2237278.21786,38.71,86.81,44.59
628,3000200,1742589.0,1222405.75657,2952085.29777,41.41,59.03,70.15
629,3000301,1909817.0,602818.122243,2142139.06539,28.14,89.15,31.56
630,3000501,630242.0,455764.174228,901506.992481,50.56,69.91,72.32
631,3000502,692794.0,489831.326574,1038555.2225,47.16,66.71,70.7
632,3000700,1454427.0,701962.716247,1927409.05749,36.42,75.46,48.26
633,3000900,1017403.0,795429.443578,1737777.42433,45.77,58.55,78.18
634,3001100,1047425.0,785912.264883,1814052.49798,43.32,57.74,75.03
635,3001300,1760528.0,645199.470232,3138437.81005,20.56,56.1,36.65
636,3001500,1596954.0,996794.930666,3310755.75934,30.11,48.24,62.42
637,3001800,17716569.0,6190657.40462,22091941.8674,28.02,80.19,34.94
638,3002000,928616.0,760228.879971,1620770.16274,46.91,57.29,81.87
639,3002100,3213257.0,1838854.11288,5707305.46235,32.22,56.3,57.23
640,3002200,1998187.0,1415632.34671,3690653.77562,38.36,54.14,70.85
641,3002300,942450.0,163325.674044,1961451.52045,8.33,48.05,17.33
642,3002901,755871.0,212645.229225,1167531.1225,18.21,64.74,28.13
643,3003000,695048.0,351211.613392,1174204.93497,29.91,59.19,50.53
644,3003100,2535773.0,496567.282025,3102713.60838,16.0,81.73,19.58
645,3003300,1004066.0,731316.981046,1773979.49178,41.22,56.6,72.84
646,3003400,2179044.0,838911.55445,5158736.7752,16.26,42.24,38.5
647,3003500,860791.0,584117.50798,1433175.19479,40.76,60.06,67.86
648,3003600,915346.0,523509.923528,1348886.76182,38.81,67.86,57.19
649,3003700,899377.0,885552.976713,1805697.77174,49.04,49.81,98.46
650,3003800,671969.0,357838.795179,1367702.80605,26.16,49.13,53.25
651,3003900,1004420.0,692105.409254,1681241.45159,41.17,59.74,68.91
652,3004100,1126885.0,668559.334526,1744094.3952,38.33,64.61,59.33
653,3004300,1082702.0,709906.216202,1786641.70084,39.73,60.6,65.57
654,3004400,11975873.0,1044797.61815,4482056.54619,23.31,267.2,8.72
655,3004500,1197932.0,698740.860864,1835597.06095,38.07,65.26,58.33
656,3004600,11371098.0,669205.973151,3113528.13385,21.49,365.22,5.89
657,3004700,1912520.0,946392.532888,2902478.11398,32.61,65.89,49.48
658,3004900,717419.0,432780.152051,1051002.9527,41.18,68.26,60.32
659,3005000,1338078.0,623648.557918,2395905.71618,26.03,55.85,46.61
660,3005100,1033168.0,630747.092364,1950312.99002,32.34,52.97,61.05
661,3005201,892770.0,294410.143765,1448244.16819,20.33,61.64,32.98
662,3005202,671676.0,376176.949679,1398134.48416,26.91,48.04,56.01
663,3005300,12789462.0,4096683.56602,17692164.8087,23.16,72.29,32.03
664,3005400,10387961.0,567253.570454,1735363.34753,32.69,598.6,5.46
665,3005601,791601.0,467045.928673,1818781.26602,25.68,43.52,59.0
666,3005602,9933943.0,304033.55558,1456999.84017,20.87,681.81,3.06
667,3005800,1391476.0,740704.101577,2080303.3141,35.61,66.89,53.23
668,3005900,1853753.0,1254776.70202,3852486.96185,32.57,48.12,67.69
669,3006000,1087115.0,612293.762426,1639073.92632,37.36,66.32,56.32
670,3006200,1186239.0,619955.900434,1746843.28408,35.49,67.91,52.26
671,3006300,612578.0,369278.514588,1084239.34136,34.06,56.5,60.28
672,3006400,1492649.0,777714.937572,2186814.6205,35.56,68.26,52.1
673,3006500,1585043.0,884707.456289,2685633.61509,32.94,59.02,55.82
674,3006600,1053282.0,650876.927579,1653273.39405,39.37,63.71,61.8
675,3006700,1140594.0,671837.182146,1680804.29592,39.97,67.86,58.9
676,3006800,1377983.0,821290.169375,1996655.82352,41.13,69.01,59.6
677,3006900,1288447.0,804029.626782,1927677.55339,41.71,66.84,62.4
678,3007000,794067.0,472271.479581,1586252.18998,29.77,50.06,59.48
679,3007100,1309483.0,511636.319171,1840258.48666,27.8,71.16,39.07
680,3007200,329657.0,196248.400085,653314.958795,30.04,50.46,59.53
681,3007400,959540.0,562226.179193,1516613.03139,37.07,63.27,58.59
682,3007500,2003212.0,1063194.1386,3053102.25547,34.82,65.61,53.07
683,3007600,996002.0,591490.238592,1510401.67828,39.16,65.94,59.39
684,3007700,2268416.0,1156597.16583,4187353.5762,27.62,54.17,50.99
685,3007800,998938.0,573486.617285,1509791.98953,37.98,66.16,57.41
686,3008000,991213.0,546796.079864,1506326.48527,36.3,65.8,55.16
687,3008200,936545.0,525427.654283,1517026.11389,34.64,61.74,56.1
688,3008400,1414370.0,877635.569569,2650333.35475,33.11,53.37,62.05
689,3008500,2098661.0,362981.840455,2624913.76981,13.83,79.95,17.3
690,3008600,1067080.0,21424.0996943,1221916.88705,1.75,87.33,2.01
691,3008800,701397.0,726173.838661,2019986.06145,35.95,34.72,103.53
692,3009000,690680.0,611898.253716,1631111.7726,37.51,42.34,88.59
693,3009200,842407.0,523250.286291,1218874.0369,42.93,69.11,62.11
694,3009400,1117830.0,733415.812838,1625600.91058,45.12,68.76,65.61
695,3009600,1116929.0,650201.205147,1622766.58595,40.07,68.83,58.21
696,3009800,1125685.0,654555.927995,1625498.65245,40.27,69.25,58.15
697,3010000,1099304.0,639835.908724,1625060.7126,39.37,67.65,58.2
698,3010100,2217432.0,1429581.41963,3393635.74682,42.13,65.34,64.47
699,3010200,1116863.0,639777.251708,1640687.83875,38.99,68.07,57.28
700,3010400,1111903.0,708617.434821,1639390.92125,43.22,67.82,63.73
701,3010600,1114470.0,661319.238809,1624784.39268,40.7,68.59,59.34
702,3010800,1086072.0,661551.896297,1624849.98804,40.71,66.84,60.91
703,3011000,1016833.0,522615.405579,1699091.86361,30.76,59.85,51.4
704,3011200,1145450.0,739038.137153,1843970.96141,40.08,62.12,64.52
705,3011400,1176448.0,803795.212722,1806159.31396,44.5,65.14,68.32
706,3011600,1157966.0,612891.659225,1724997.73221,35.53,67.13,52.93
707,3011700,1353296.0,953807.784351,2160662.46713,44.14,62.63,70.48
708,3011800,1153010.0,724214.148096,2359854.01682,30.69,48.86,62.81
709,3011900,4162706.0,2762408.4309,7727136.06573,35.75,53.87,66.36
710,3012000,1114713.0,743806.518076,2102411.81608,35.38,53.02,66.73
711,3012100,871023.0,589896.585075,1593259.40713,37.02,54.67,67.72
712,3012200,1124605.0,723570.825973,1991590.54084,36.33,56.47,64.34
713,3012600,1089217.0,556296.51008,2486089.8401,22.38,43.81,51.07
714,3012700,1075193.0,626471.897932,1759470.60939,35.61,61.11,58.27
715,3012801,508246.0,311316.481861,1238338.68743,25.14,41.04,61.25
716,3012901,1178696.0,732195.131847,1479914.45653,49.48,79.65,62.12
717,3012902,680158.0,405803.853607,1372594.00886,29.56,49.55,59.66
718,3013000,1349909.0,778117.16518,1899181.55643,40.97,71.08,57.64
719,3013100,1157794.0,605712.689924,1684555.86406,35.96,68.73,52.32
720,3013200,767369.0,413196.631559,1665114.51858,24.81,46.09,53.85
721,3013300,1042984.0,633154.857542,1596011.27323,39.67,65.35,60.71
722,3013400,1538278.0,870574.713942,2887202.8592,30.15,53.28,56.59
723,3013500,1066569.0,571490.086959,1635301.0723,34.95,65.22,53.58
724,3013600,1408037.0,823417.402659,2322222.35656,35.46,60.63,58.48
725,3013700,1070678.0,628964.377222,1638366.13973,38.39,65.35,58.74
726,3013800,1200473.0,763613.144793,1749765.01599,43.64,68.61,63.61
727,3013900,1063819.0,634834.481579,1631336.53274,38.91,65.21,59.68
728,3014000,994892.0,526597.857542,1579390.47177,33.34,62.99,52.93
729,3014100,1153066.0,685003.311786,1787081.54338,38.33,64.52,59.41
730,3014200,903873.0,562329.50387,2165483.16053,25.97,41.74,62.21
731,3014300,1293888.0,788593.778102,2350772.88353,33.55,55.04,60.95
732,3014500,1504242.0,802297.726572,2317301.5528,34.62,64.91,53.34
733,3014700,709725.0,384335.994157,1142414.93389,33.64,62.12,54.15
734,3014800,977080.0,412840.874167,1437563.93943,28.72,67.97,42.25
735,3014900,1689279.0,968714.843935,2684799.70864,36.08,62.92,57.34
736,3015000,966684.0,436597.064077,1436079.90939,30.4,67.31,45.16
737,3015100,1067918.0,655623.627422,1607114.12638,40.8,66.45,61.39
738,3015200,2135310.0,604474.290889,2884171.06597,20.96,74.04,28.31
739,3015300,1031003.0,628798.878996,1619490.31828,38.83,63.66,60.99
740,3015400,10490000.0,33505.2645116,9969048.92542,0.34,105.23,0.32
741,3015500,1085204.0,650009.659548,1610814.53019,40.35,67.37,59.9
742,3015700,1216250.0,768690.004598,1802056.04722,42.66,67.49,63.2
743,3015900,18480881.0,1036970.79601,2704564.46841,38.34,683.32,5.61
744,3016000,1529787.0,964285.879393,2785267.16583,34.62,54.92,63.03
745,3016100,1068430.0,647796.050588,1964230.08167,32.98,54.39,60.63
746,3016200,4373466.0,435568.9594,2603498.15401,16.73,167.98,9.96
747,3016300,1084559.0,586692.616192,1980070.64039,29.63,54.77,54.1
748,3016400,7725343.0,911384.193434,8431321.6949,10.81,91.63,11.8
749,3016500,1332023.0,854465.295282,2006987.78207,42.57,66.37,64.15
750,3016600,1948413.0,794424.020878,2873519.70978,27.65,67.81,40.77
