,BoroCT2010,boroname,LotArea,FootPrint,FloorSpace,SurfaceArea,ct_density,dist_from_esb,floorarea_sqft,s,p,f,l,r
424,2038900,Bronx,1118476.0,661331.955125,2065067.0,1860955.28581,1.1192547268,14497.4959327,2082883,1.1097,0.3554,3.1226,0.601,0.5913
425,2039000,Bronx,1426540.0,635035.798401,1528092.0,1966311.16021,0.79065512695,17886.0266495,1554674,0.7771,0.323,2.4063,0.7255,0.4452
426,2039100,Bronx,1332004.0,843016.236728,2690427.0,2213814.26954,1.21735008988,14055.2763288,2694987,1.2153,0.3808,3.1914,0.6017,0.6329
427,2039200,Bronx,745745.0,333396.436111,871312.0,1035565.19081,0.84138787952,17921.018982,871312,0.8414,0.3219,2.6134,0.7201,0.4471
428,2039300,Bronx,1230303.0,680907.875245,2786991.0,1970412.04867,1.41771920339,14064.8954765,2793491,1.4144,0.3456,4.0931,0.6244,0.5534
429,2039400,Bronx,1088920.0,552621.143799,1891484.0,1560974.38642,1.21173288713,18155.3154351,1891484,1.2117,0.354,3.4227,0.6976,0.5075
430,2039500,Bronx,2395947.0,1046989.10817,3010970.0,4446408.65842,0.679427653209,12821.9417272,3021013,0.6772,0.2355,2.8758,0.5388,0.437
431,2039600,Bronx,1641435.0,726762.574054,1763182.0,2402726.4967,0.742092369834,18243.9939448,1783045,0.7338,0.3025,2.4261,0.6832,0.4428
432,2039700,Bronx,4548966.0,1050911.43736,3070075.0,5542315.71684,0.554565123503,14875.4275433,3073575,0.5539,0.1896,2.9213,0.8208,0.231
433,2039800,Bronx,1413118.0,526756.816617,1269121.0,2172955.46413,0.58539303773,18359.7121756,1272033,0.5841,0.2424,2.4093,0.6503,0.3728
434,2040100,Bronx,1180308.0,497181.352526,2158286.0,1841945.93987,1.17174231517,14569.0663275,2158286,1.1717,0.2699,4.341,0.6408,0.4212
435,2040400,Bronx,1591990.0,639148.445859,1562479.0,2316966.96284,0.674363952987,18773.0281343,1562479,0.6744,0.2759,2.4446,0.6871,0.4015
436,2040600,Bronx,1718135.0,748011.739884,1542320.0,2403938.47258,0.650007900711,18658.9895879,1562579,0.6416,0.3112,2.0619,0.7147,0.4354
437,2040800,Bronx,927332.0,486126.942468,1538038.0,1324406.3301,1.19190309207,18594.2196968,1578564,1.1613,0.3671,3.1639,0.7002,0.5242
438,2040900,Bronx,9333558.0,952792.278298,5050441.0,12554440.9537,0.402283225404,15318.0938396,5050441,0.4023,0.0759,5.3007,0.7434,0.1021
439,2041100,Bronx,651312.0,412400.080789,1645231.0,1309717.17697,1.28050240883,16028.3485671,1677096,1.2562,0.3149,3.9894,0.4973,0.6332
440,2041300,Bronx,1104547.0,638889.198756,3345827.0,1865502.79381,1.80824709091,15972.9046409,3373290,1.7935,0.3425,5.2369,0.5921,0.5784
441,2041400,Bronx,2983172.0,1393264.94813,2680162.0,5955738.45194,0.451066147662,19947.7639883,2686432,0.45,0.2339,1.9237,0.5009,0.467
442,2041500,Bronx,983348.0,564483.868686,2698914.0,1471378.17314,1.83427622434,15760.7453219,2698914,1.8343,0.3836,4.7812,0.6683,0.574
443,2041800,Bronx,1493413.0,759172.338806,1611271.0,2930549.17693,0.585061671545,19312.1567658,1714552,0.5498,0.2591,2.1224,0.5096,0.5083
444,2041900,Bronx,1311721.0,778940.260776,3612791.0,3505470.57137,1.03061512754,16268.2793774,3612791,1.0306,0.2222,4.6381,0.3742,0.5938
445,2042000,Bronx,1096562.0,598004.902099,2405622.0,1615128.62327,1.49555085905,19008.8896227,2415507,1.4894,0.3703,4.0227,0.6789,0.5453
446,2042100,Bronx,1288055.0,933973.309681,4552423.0,2669986.39955,1.70503602594,16767.6052313,4552423,1.705,0.3498,4.8743,0.4824,0.7251
447,2042200,Bronx,1301758.0,574189.942758,1373501.0,1884434.55343,0.728866384614,19076.0417219,1373501,0.7289,0.3047,2.3921,0.6908,0.4411
448,2042300,Bronx,1116793.0,383646.232433,1727034.0,1939179.59665,0.890600335824,16559.9337827,1727034,0.8906,0.1978,4.5016,0.5759,0.3435
449,2042400,Bronx,1247874.0,473268.757371,1001790.0,1882378.37052,0.535804074141,19186.9518219,1008586,0.5322,0.2514,2.1167,0.6629,0.3793
450,2042500,Bronx,1423050.0,853977.944942,2918918.0,3154915.26962,1.02995571111,15724.5067412,3249423,0.9252,0.2707,3.418,0.4511,0.6001
451,2042600,Bronx,3463711.0,1298032.80127,2665990.0,5473783.58408,0.489494872942,19391.544165,2679389,0.487,0.2371,2.0539,0.6328,0.3748
452,2042800,Bronx,1143375.0,440903.24815,875422.0,1821035.07925,0.484622185512,19781.6805038,882514,0.4807,0.2421,1.9855,0.6279,0.3856
453,2043000,Bronx,1398229.0,572436.736996,1144819.0,2219376.16427,0.51582918589,19455.7206999,1144819,0.5158,0.2579,1.9999,0.63,0.4094
454,2043100,Bronx,1443867.0,936772.879066,4571684.0,2331576.32766,1.96076960714,17283.6177827,4571684,1.9608,0.4018,4.8802,0.6193,0.6488
455,2043400,Bronx,1653046.0,854581.625998,1752862.0,3761013.01142,0.467341377087,19404.7893221,1757677,0.4661,0.2272,2.0511,0.4395,0.517
456,2043500,Bronx,65830020.0,683944.627606,296974.0,72721530.882,0.00856918154007,16965.7250329,623164,0.0041,0.0094,0.4342,0.9052,0.0104
457,2043600,Bronx,1083580.0,439273.394552,827681.0,1679294.21953,0.49784426712,19743.956434,836027,0.4929,0.2616,1.8842,0.6453,0.4054
458,2044200,Bronx,1644128.0,725965.689848,1467465.0,2614475.73444,0.566058036227,20643.6621598,1479945,0.5613,0.2777,2.0214,0.6289,0.4416
459,2044400,Bronx,2734969.0,857015.80671,1587121.0,3925376.66905,0.405038582039,20172.2240575,1589929,0.4043,0.2183,1.8519,0.6967,0.3134
460,2044800,Bronx,1174261.0,420432.512627,801547.0,1817406.93201,0.441038815184,20088.5923163,801547,0.441,0.2313,1.9065,0.6461,0.358
461,2045600,Bronx,4685472.0,1325462.49606,1990644.0,9265823.93506,0.216362841993,20117.5846687,2004780,0.2148,0.143,1.5018,0.5057,0.2829
462,2045800,Bronx,2506120.0,347745.867587,2202035.0,2582516.43834,0.852670274353,18974.6851155,2202035,0.8527,0.1347,6.3323,0.9704,0.1388
463,2046000,Bronx,2124456.0,558878.317539,1522606.0,3096846.46457,0.498201966953,18819.8762055,1542855,0.4917,0.1805,2.7244,0.686,0.2631
464,2048400,Bronx,3721214.0,1259434.44405,2337272.0,7465667.10048,0.313361146233,19272.6422948,2339450,0.3131,0.1687,1.8558,0.4984,0.3384
465,2050400,Bronx,74250000.0,249513.01456,270021.0,78955370.4903,0.00341991935853,18286.3608765,270021,0.0034,0.0032,1.0822,0.9404,0.0034
466,2051600,Bronx,10463250.0,2181404.58694,3048083.0,17352035.3934,0.176908352848,19133.1973929,3069720,0.1757,0.1257,1.3973,0.603,0.2085
467,3000100,Brooklyn,1923763.0,837710.839291,5156758.0,2237278.21786,2.48056900376,5088.59638266,5549723,2.3049,0.3744,6.1558,0.8599,0.4355
468,3000200,Brooklyn,1735106.0,1218113.44238,2701606.0,2952085.29777,0.918191964862,10339.7109945,2710581,0.9152,0.4126,2.2179,0.5878,0.702
469,3000700,Brooklyn,1028302.0,685458.715166,2905116.0,1927409.05749,1.52009143498,6129.1821559,2929838,1.5073,0.3556,4.2382,0.5335,0.6666
470,3000900,Brooklyn,1017403.0,795429.443578,6644890.0,1737777.42433,4.21200373392,5960.41221188,7319525,3.8238,0.4577,8.3538,0.5855,0.7818
471,3001100,Brooklyn,1047425.0,719772.428739,7005267.0,1814052.49798,3.86891614648,5933.11494466,7018417,3.8617,0.3968,9.7326,0.5774,0.6872
472,3001300,Brooklyn,1602986.0,594341.899896,4637868.0,3138437.81005,1.51279849637,5302.24361219,4747824,1.4778,0.1894,7.8034,0.5108,0.3708
473,3001500,Brooklyn,1594454.0,996077.656419,9974422.0,3310755.75934,3.07477106135,5547.78696889,10179816,3.0127,0.3009,10.0137,0.4816,0.6247
474,3001800,Brooklyn,16500619.0,5869647.79655,23044000.0,22091941.8674,1.04352755128,8572.74296949,23053550,1.0431,0.2657,3.926,0.7469,0.3557
475,3002000,Brooklyn,926613.0,759722.420869,1223687.0,1620770.16274,0.759142800309,11123.957093,1230396,0.755,0.4687,1.6107,0.5717,0.8199
476,3002100,Brooklyn,2051659.0,1502958.01035,7506039.0,5707305.46235,1.44053582803,4736.01455718,8221578,1.3152,0.2633,4.9942,0.3595,0.7326
477,3002200,Brooklyn,1994281.0,1410655.30327,3295959.0,3690653.77562,0.986377271162,11532.0954609,3640377,0.8931,0.3822,2.3365,0.5404,0.7074
478,3002300,Brooklyn,942450.0,163325.674044,1490316.0,1961451.52045,0.813809050776,5215.51722637,1596247,0.7598,0.0833,9.1248,0.4805,0.1733
479,3003000,Brooklyn,695048.0,351211.613392,899938.0,1174204.93497,0.766423282,12454.7695845,899938,0.7664,0.2991,2.5624,0.5919,0.5053
480,3003100,Brooklyn,1082174.0,426441.838577,2733278.0,3102713.60838,0.941976401594,6089.8295088,2922683,0.8809,0.1374,6.4095,0.3488,0.3941
481,3003300,Brooklyn,989477.0,730210.82835,3587200.0,1773979.49178,2.33487930339,6486.64277106,4142028,2.0221,0.4116,4.9126,0.5578,0.738
482,3003400,Brooklyn,1251544.0,711654.998343,1917064.0,5158736.7752,0.371615006452,12260.3475317,1917064,0.3716,0.138,2.6938,0.2426,0.5686
483,3003500,Brooklyn,858520.0,583530.245713,3514458.0,1433175.19479,2.45221799315,6861.40488181,3514458,2.4522,0.4072,6.0228,0.599,0.6797
484,3003600,Brooklyn,915346.0,523509.923528,2086348.0,1348886.76182,1.54671841926,12918.6020727,2086348,1.5467,0.3881,3.9853,0.6786,0.5719
485,3003700,Brooklyn,890892.0,878645.763962,5057304.0,1805697.77174,3.36370963904,6255.70903491,6073843,2.8007,0.4866,5.7558,0.4934,0.9863
486,3003900,Brooklyn,1004420.0,692105.409254,2254621.0,1681241.45159,1.34590007751,6789.68357736,2262783,1.341,0.4117,3.2576,0.5974,0.6891
487,3004100,Brooklyn,1114199.0,663515.379378,2446353.0,1744094.3952,1.41848400339,6594.39523935,2473970,1.4026,0.3804,3.687,0.6388,0.5955
488,3004300,Brooklyn,1020702.0,706646.130695,2707902.0,1786641.70084,1.82135847298,6454.27594281,3254115,1.5156,0.3955,3.832,0.5713,0.6923
489,3004400,Brooklyn,2513991.0,1034439.80468,1825884.0,4482056.54619,0.407376386528,13456.1793541,1825884,0.4074,0.2308,1.7651,0.5609,0.4115
490,3004500,Brooklyn,1197932.0,698740.860864,2543382.0,1835597.06095,1.38558840287,6462.64769241,2543382,1.3856,0.3807,3.64,0.6526,0.5833
491,3004600,Brooklyn,1965598.0,691798.815574,1258897.0,3113528.13385,0.404331339201,13963.2814645,1258897,0.4043,0.2222,1.8197,0.6313,0.352
492,3004700,Brooklyn,1879358.0,924104.547142,1771413.0,2902478.11398,0.625855881996,6364.00413871,1816533,0.6103,0.3184,1.9169,0.6475,0.4917
493,3004900,Brooklyn,715502.0,432451.567154,1838879.0,1051002.9527,1.8243031526,6433.88803094,1917348,1.7496,0.4115,4.2522,0.6808,0.6044
494,3005000,Brooklyn,1338078.0,623648.557918,1631615.0,2395905.71618,0.681001338651,14206.2471885,1631615,0.681,0.2603,2.6162,0.5585,0.4661
495,3005100,Brooklyn,1011175.0,613109.255102,1333180.0,1950312.99002,0.72311214006,7076.69811037,1410295,0.6836,0.3144,2.1745,0.5185,0.6063
496,3005300,Brooklyn,10808616.0,4032562.14902,7880190.0,17692164.8087,0.464918232954,7124.62251277,8225410,0.4454,0.2279,1.9541,0.6109,0.3731
497,3005400,Brooklyn,942961.0,560027.801075,1917607.0,1735363.34753,1.10501757613,15028.3124731,1917607,1.105,0.3227,3.4241,0.5434,0.5939
498,3005800,Brooklyn,1378222.0,738822.018294,1963503.0,2080303.3141,0.947742084838,14675.6969935,1971591,0.9439,0.3552,2.6576,0.6625,0.5361
499,3005900,Brooklyn,1723237.0,1237880.28486,2061599.0,3852486.96185,0.546192893276,7386.23220089,2104201,0.5351,0.3213,1.6654,0.4473,0.7183
500,3006000,Brooklyn,1087115.0,612293.762426,1573296.0,1639073.92632,0.959868847119,14388.3848595,1573296,0.9599,0.3736,2.5695,0.6632,0.5632
501,3006200,Brooklyn,1146739.0,590137.288631,1601177.0,1746843.28408,0.918901549228,14049.9097441,1605177,0.9166,0.3378,2.7132,0.6565,0.5146
502,3006300,Brooklyn,612578.0,369278.514588,1169770.0,1084239.34136,1.13574093194,7125.09823683,1231415,1.0789,0.3406,3.1677,0.565,0.6028
503,3006400,Brooklyn,1471876.0,762317.250939,1901540.0,2186814.6205,0.87926200144,13540.4072638,1922783,0.8695,0.3486,2.4944,0.6731,0.5179
504,3006500,Brooklyn,1576502.0,880371.968152,2805019.0,2685633.61509,1.05572144468,7384.60875616,2835281,1.0445,0.3278,3.1862,0.587,0.5584
505,3006600,Brooklyn,1045282.0,646800.768287,1899760.0,1653273.39405,1.15542838037,13219.2111283,1910239,1.1491,0.3912,2.9372,0.6322,0.6188
506,3006700,Brooklyn,1140594.0,670125.77314,2118193.0,1680804.29592,1.26320060292,6932.50734398,2123193,1.2602,0.3987,3.1609,0.6786,0.5875
507,3006800,Brooklyn,1374853.0,818198.113559,2355628.0,1996655.82352,1.18040373921,12804.3586297,2356860,1.1798,0.4098,2.879,0.6886,0.5951
508,3006900,Brooklyn,1274122.0,792663.893401,2277623.0,1927677.55339,1.2125762402,6757.1476141,2337456,1.1815,0.4112,2.8734,0.661,0.6221
509,3007000,Brooklyn,778045.0,468385.493771,1287257.0,1586252.18998,0.811508414697,12242.8743056,1287257,0.8115,0.2953,2.7483,0.4905,0.602
510,3007200,Brooklyn,337979.0,199768.597298,582192.0,653314.958795,0.891135266631,12177.9305117,582192,0.8911,0.3058,2.9143,0.5173,0.5911
511,3007400,Brooklyn,959540.0,562226.179193,1774751.0,1516613.03139,1.17020687761,11884.7049584,1774751,1.1702,0.3707,3.1566,0.6327,0.5859
512,3007500,Brooklyn,1859529.0,1041419.22183,2728786.0,3053102.25547,0.916947997724,7146.15773497,2799536,0.8938,0.3411,2.6203,0.6091,0.56
513,3007600,Brooklyn,996002.0,591490.238592,1589678.0,1510401.67828,1.05645936637,11599.0365197,1595678,1.0525,0.3916,2.6876,0.6594,0.5939
514,3007700,Brooklyn,2208790.0,1144712.06598,3173155.0,4187353.5762,0.846483569037,7533.75701042,3544526,0.7578,0.2734,2.772,0.5275,0.5183
515,3007800,Brooklyn,994905.0,572302.977001,1694211.0,1509791.98953,1.12626243336,11313.4064984,1700422,1.1221,0.3791,2.9603,0.659,0.5752
516,3008000,Brooklyn,991213.0,546796.079864,1584924.0,1506326.48527,1.05231104644,11030.2390646,1585124,1.0522,0.363,2.8986,0.658,0.5516
517,3008200,Brooklyn,936545.0,525427.654283,1633945.0,1517026.11389,1.07739015501,10748.9951668,1634429,1.0771,0.3464,3.1097,0.6174,0.561
518,3008400,Brooklyn,1345253.0,852120.128393,2125821.0,2650333.35475,0.881010306049,10262.3765591,2334971,0.8021,0.3215,2.4947,0.5076,0.6334
519,3008500,Brooklyn,2098661.0,362981.840455,2349569.0,2624913.76981,0.895103308544,7943.09640601,2349569,0.8951,0.1383,6.473,0.7995,0.173
520,3008600,Brooklyn,1067080.0,21424.0996943,62035.0,1221916.88705,0.0507685920847,11033.0222785,62035,0.0508,0.0175,2.8956,0.8733,0.0201
521,3008800,Brooklyn,696389.0,442938.36753,1174403.0,2019986.06145,0.582773328225,10690.5770262,1177194,0.5814,0.2193,2.6514,0.3447,0.6361
522,3009000,Brooklyn,683813.0,454049.927929,972281.0,1631111.7726,0.602834837267,11007.6849879,983291,0.5961,0.2784,2.1414,0.4192,0.664
523,3009200,Brooklyn,835863.0,519481.931425,1663140.0,1218874.0369,1.39084675584,11277.2765085,1695267,1.3645,0.4262,3.2015,0.6858,0.6215
524,3009400,Brooklyn,1117830.0,733415.812838,1730997.0,1625600.91058,1.06785127192,11480.0045746,1735900,1.0648,0.4512,2.3602,0.6876,0.6561
525,3009600,Brooklyn,1116929.0,650201.205147,1877404.0,1622766.58595,1.15691561328,11240.2899468,1877404,1.1569,0.4007,2.8874,0.6883,0.5821
526,3009800,Brooklyn,1125685.0,654555.927995,1952602.0,1625498.65245,1.21086043168,11517.9903548,1968252,1.2012,0.4027,2.9831,0.6925,0.5815
527,3010000,Brooklyn,1097301.0,638890.234297,1932272.0,1625060.7126,1.19423722754,11797.917795,1940708,1.189,0.3931,3.0244,0.6752,0.5822
528,3010100,Brooklyn,2571944.0,1734735.73308,4989725.0,3393635.74682,0.778363147098,9647.88631911,2641481,1.4703,0.5112,2.8764,0.7579,0.6745
529,3010200,Brooklyn,1618845.0,987867.804203,3889375.0,1640687.83875,1.18428012576,12079.8205441,1943034,2.3706,0.6021,3.9371,0.9867,0.6102
530,3010400,Brooklyn,1103891.0,705334.198024,2041128.0,1639390.92125,1.25680395889,12303.5308906,2060393,1.2451,0.4302,2.8938,0.6734,0.639
531,3010600,Brooklyn,1110464.0,659431.272685,1716642.0,1624784.39268,1.06087798958,12026.9554809,1723698,1.0565,0.4059,2.6032,0.6835,0.5938
532,3010800,Brooklyn,1084069.0,659894.244042,1821150.0,1624849.98804,1.1304914383,11752.2788974,1836879,1.1208,0.4061,2.7598,0.6672,0.6087
533,3011000,Brooklyn,774043.0,500744.51148,1004423.0,1699091.86361,0.602096933021,11274.052069,1023018,0.5912,0.2947,2.0059,0.4556,0.6469
534,3011200,Brooklyn,1130436.0,731357.236559,2195615.0,1843970.96141,1.20263824453,11536.243043,2217630,1.1907,0.3966,3.0021,0.613,0.647
535,3011400,Brooklyn,1176448.0,803795.212722,2675009.0,1806159.31396,1.49771782538,11867.4676318,2705117,1.481,0.445,3.328,0.6514,0.6832
536,3011600,Brooklyn,1114943.0,602988.415071,1460453.0,1724997.73221,0.876217383813,12269.7778988,1511473,0.8466,0.3496,2.422,0.6463,0.5408
537,3011700,Brooklyn,1326960.0,930860.442727,1926802.0,2160662.46713,0.913351358679,8581.837605,1973444,0.8918,0.4308,2.0699,0.6141,0.7015
538,3011800,Brooklyn,1138060.0,720501.844727,1467671.0,2359854.01682,0.623092356357,12473.5377055,1470407,0.6219,0.3053,2.037,0.4823,0.6331
539,3011900,Brooklyn,3754782.0,2624293.21111,3942716.0,7727136.06573,0.538423157637,7483.79342475,4160469,0.5102,0.3396,1.5024,0.4859,0.6989
540,3012000,Brooklyn,1002929.0,735218.504849,1271825.0,2102411.81608,0.610622995067,12758.3974966,1283781,0.6049,0.3497,1.7299,0.477,0.7331
541,3012100,Brooklyn,871023.0,589546.972364,1308962.0,1593259.40713,0.821562385976,8301.93389027,1308962,0.8216,0.37,2.2203,0.5467,0.6768
542,3012200,Brooklyn,1117130.0,718707.152646,1884316.0,1991590.54084,0.946136247065,12260.8049652,1884316,0.9461,0.3609,2.6218,0.5609,0.6434
543,3012600,Brooklyn,1085517.0,555887.573046,1146876.0,2486089.8401,0.461317198398,12594.4349653,1146876,0.4613,0.2236,2.0631,0.4366,0.5121
544,3012700,Brooklyn,1057806.0,618993.649644,1963732.0,1759470.60939,1.13921823377,7132.89902362,2004421,1.1161,0.3518,3.1725,0.6012,0.5852
545,3013000,Brooklyn,1344484.0,776576.97414,2279392.0,1899181.55643,1.20019699659,12952.0412528,2279392,1.2002,0.4089,2.9352,0.7079,0.5776
546,3013100,Brooklyn,1157794.0,605712.689924,2146968.0,1684555.86406,1.28043542278,7610.0570305,2156965,1.2745,0.3596,3.5445,0.6873,0.5232
547,3013200,Brooklyn,738669.0,411658.744553,901078.0,1665114.51858,0.541150767677,13283.4298727,901078,0.5412,0.2472,2.1889,0.4436,0.5573
548,3013300,Brooklyn,1034484.0,628096.979407,2061730.0,1596011.27323,1.30357600532,7886.87523852,2080522,1.2918,0.3935,3.2825,0.6482,0.6072
549,3013400,Brooklyn,1532001.0,868324.560546,2107402.0,2887202.8592,0.73120805948,13184.2808469,2111146,0.7299,0.3007,2.427,0.5306,0.5668
550,3013500,Brooklyn,1044671.0,558410.181511,2014256.0,1635301.0723,1.26919381095,8131.88495957,2075514,1.2317,0.3415,3.6071,0.6388,0.5345
551,3013600,Brooklyn,1408037.0,823417.402659,2041737.0,2322222.35656,0.879216839091,13556.9876837,2041737,0.8792,0.3546,2.4796,0.6063,0.5848
552,3013700,Brooklyn,1069417.0,628214.589701,1985653.0,1638366.13973,1.22361354485,8399.37993274,2004727,1.212,0.3834,3.1608,0.6527,0.5874
553,3013800,Brooklyn,1200473.0,763613.144793,1826930.0,1749765.01599,1.0441001982,13896.5136278,1826930,1.0441,0.4364,2.3925,0.6861,0.6361
554,3013900,Brooklyn,1055602.0,629986.52788,1881445.0,1631336.53274,1.15909376272,8670.29220524,1890872,1.1533,0.3862,2.9865,0.6471,0.5968
555,3014000,Brooklyn,994892.0,526597.857542,1108424.0,1579390.47177,0.705585490047,14141.4440085,1114395,0.7018,0.3334,2.1049,0.6299,0.5293
556,3014100,Brooklyn,1152191.0,684723.445374,1888098.0,1787081.54338,1.09294117397,8944.3464973,1953175,1.0565,0.3832,2.7575,0.6447,0.5943
557,3014200,Brooklyn,902953.0,561689.606951,1666607.0,2165483.16053,0.770678355029,13939.4328638,1668891,0.7696,0.2594,2.9671,0.417,0.6221
558,3014300,Brooklyn,1295422.0,788128.551123,1826898.0,2350772.88353,0.786247796607,9089.65454752,1848290,0.7771,0.3353,2.318,0.5511,0.6084
559,3014500,Brooklyn,1358341.0,776206.189757,1973689.0,2317301.5528,0.857539666169,9378.94811283,1987178,0.8517,0.335,2.5427,0.5862,0.5714
560,3014700,Brooklyn,704316.0,381128.364008,972901.0,1142414.93389,0.855775752748,9553.00023399,977651,0.8516,0.3336,2.5527,0.6165,0.5411
561,3014800,Brooklyn,977080.0,412840.874167,773555.0,1437563.93943,0.53810128286,14501.8612113,773555,0.5381,0.2872,1.8737,0.6797,0.4225
562,3014900,Brooklyn,1669693.0,953010.58335,2622637.0,2684799.70864,1.00158197699,9191.41406707,2689047,0.9768,0.355,2.7519,0.6219,0.5708
563,3015000,Brooklyn,966684.0,436597.064077,951071.0,1436079.90939,0.662268856894,14620.6290696,951071,0.6623,0.304,2.1784,0.6731,0.4516
564,3015100,Brooklyn,1063385.0,654005.264412,2045391.0,1607114.12638,1.28519061969,8926.09435575,2065448,1.2727,0.4069,3.1275,0.6617,0.615
565,3015200,Brooklyn,2139310.0,608167.592363,1555717.0,2884171.06597,0.539398310439,14658.6685881,1555717,0.5394,0.2109,2.558,0.7417,0.2843
566,3015300,Brooklyn,1031003.0,628798.878996,2384070.0,1619490.31828,1.47211130137,8662.23549579,2384070,1.4721,0.3883,3.7915,0.6366,0.6099
567,3015500,Brooklyn,1070901.0,639622.486686,2206129.0,1610814.53019,1.38764268518,8403.03165089,2235235,1.3696,0.3971,3.4491,0.6648,0.5973
568,3015700,Brooklyn,1214200.0,767501.779763,2802325.0,1802056.04722,1.56794512821,8128.66171301,2825525,1.5551,0.4259,3.6512,0.6738,0.6321
569,3015900,Brooklyn,1330539.0,812407.72457,3485062.0,2704564.46841,1.29986844132,7851.9731783,3515578,1.2886,0.3004,4.2898,0.492,0.6106
570,3016000,Brooklyn,1522462.0,958696.549079,2585694.0,2785267.16583,0.934432801251,14406.2084578,2602645,0.9283,0.3442,2.6971,0.5466,0.6297
571,3016100,Brooklyn,1044829.0,633476.608209,2233482.0,1964230.08167,1.19279763703,7326.86123522,2342929,1.1371,0.3225,3.5258,0.5319,0.6063
572,3016300,Brooklyn,1081809.0,586660.140928,1937796.0,1980070.64039,0.983329564251,7435.7080201,1947062,0.9786,0.2963,3.3031,0.5463,0.5423
573,3016400,Brooklyn,7721343.0,907690.89196,2072719.0,8431321.6949,0.24583559672,15064.6366725,2072719,0.2458,0.1077,2.2835,0.9158,0.1176
574,3016500,Brooklyn,1327392.0,851389.205512,3616828.0,2006987.78207,1.81697967102,8388.28128941,3646656,1.8021,0.4242,4.2481,0.6614,0.6414
575,3016600,Brooklyn,1948413.0,794424.020878,1493083.0,2873519.70978,0.521670338609,14272.8901226,1499030,0.5196,0.2765,1.8795,0.6781,0.4077
576,3016700,Brooklyn,1221543.0,743638.900176,2515859.0,1818261.60242,1.38624661965,9001.40261343,2520559,1.3837,0.409,3.3832,0.6718,0.6088
577,3016800,Brooklyn,893118.0,350007.765913,806611.0,1767486.74397,0.456360424061,15920.3334301,806611,0.4564,0.198,2.3046,0.5053,0.3919
578,3016900,Brooklyn,1479738.0,840510.660908,2332863.0,2257354.46618,1.03932635975,9583.34004335,2346128,1.0335,0.3723,2.7755,0.6555,0.568
579,3017000,Brooklyn,1476828.0,700881.040279,1647890.0,2249706.47147,0.73249111424,15082.7739514,1647890,0.7325,0.3115,2.3512,0.6565,0.4746
580,3017100,Brooklyn,1453816.0,790540.151924,2168241.0,2247115.35681,0.964899729526,9856.22296584,2168241,0.9649,0.3518,2.7427,0.647,0.5438
581,3017200,Brooklyn,1442627.0,680164.975067,1349934.0,2220321.61637,0.607990297463,15204.3997157,1349934,0.608,0.3063,1.9847,0.6497,0.4715
582,3017400,Brooklyn,883363.0,375036.719932,860951.0,1798223.91729,0.484815595887,15878.0791353,871807,0.4788,0.2086,2.2956,0.4912,0.4246
583,3017500,Brooklyn,20309060.0,64723.9150163,92440.0,21101598.5644,0.00438071076548,9885.79984704,92440,0.0044,0.0031,1.4282,0.9624,0.0032
584,3017600,Brooklyn,803605.0,377626.897503,914153.0,1436666.98083,0.63654556846,16015.1636109,914504,0.6363,0.2628,2.4208,0.5594,0.4699
585,3017700,Brooklyn,22805349.0,522637.70695,864699.0,27386701.0703,0.0322690198331,8493.40892864,883742,0.0316,0.0191,1.6545,0.8327,0.0229
586,3017800,Brooklyn,1021901.0,585244.621107,1361060.0,1765217.21133,0.776885128469,15445.3027876,1371371,0.771,0.3315,2.3256,0.5789,0.5727
587,3017900,Brooklyn,916348.0,370736.195784,1919296.0,1705006.91395,1.12568223876,7025.09255273,1919296,1.1257,0.2174,5.177,0.5374,0.4046
588,3018000,Brooklyn,1206706.0,595376.777696,1325544.0,1896108.78326,0.705979009125,15318.4335045,1338613,0.6991,0.314,2.2264,0.6364,0.4934
589,3018100,Brooklyn,1133655.0,616164.690551,2393304.0,1823380.08812,1.32792225591,6579.99276474,2421307,1.3126,0.3379,3.8842,0.6217,0.5435
590,3018200,Brooklyn,1159938.0,642316.813837,1447335.0,1781148.57045,0.812585218332,14794.8764895,1447335,0.8126,0.3606,2.2533,0.6512,0.5538
591,3018400,Brooklyn,1094577.0,476275.533878,972504.0,1605263.64597,0.610892174916,14810.334509,980643,0.6058,0.2967,2.0419,0.6819,0.4351
592,3018600,Brooklyn,840266.0,463329.963593,858499.0,1216850.53192,0.705508998419,14606.7533126,858499,0.7055,0.3808,1.8529,0.6905,0.5514
593,3018700,Brooklyn,504255.0,244862.981984,742952.0,917703.140862,0.809577702112,5902.69005992,742952,0.8096,0.2668,3.0342,0.5495,0.4856
594,3018800,Brooklyn,1208272.0,638597.005672,1266005.0,1885932.63173,0.671288559676,14327.3538605,1266005,0.6713,0.3386,1.9825,0.6407,0.5285
595,3019000,Brooklyn,1484012.0,806981.14182,1951703.0,2291793.6054,0.85971267018,13789.743186,1970284,0.8516,0.3521,2.4185,0.6475,0.5438
596,3019100,Brooklyn,1401490.0,879350.047926,2179316.0,2721477.68234,0.819153878963,5916.66274518,2229309,0.8008,0.3231,2.4783,0.515,0.6274
597,3019200,Brooklyn,1060460.0,683573.782944,1501062.0,2042946.47386,0.740189241054,13054.7337367,1512167,0.7348,0.3346,2.1959,0.5191,0.6446
