,BoroCT2010,boroname,LotArea,FootPrint,FloorSpace,SurfaceArea,ct_density,dist_from_esb,floorarea_sqft,s,p,f,l,r
1307,4025500,Queens,1261839.0,794906.096457,1195962.0,2351536.68919,0.517693815111,6356.50217079,1217376,0.5086,0.338,1.5045,0.5366,0.63
1308,4025700,Queens,983128.0,626149.069873,1143921.0,1621552.65397,0.70714632497,6556.54082131,1146675,0.7054,0.3861,1.8269,0.6063,0.6369
1309,4025800,Queens,1366641.0,504392.328275,860637.0,2280364.80017,0.380123829282,17407.9466211,866821,0.3774,0.2212,1.7063,0.5993,0.3691
1310,4025900,Queens,1147255.0,730791.371338,1534618.0,2014820.41004,0.761664906883,6702.81174911,1534618,0.7617,0.3627,2.0999,0.5694,0.637
1311,4026000,Queens,1368414.0,412339.019037,1061108.0,1920918.66084,0.558137115255,17063.8376233,1072136,0.5524,0.2147,2.5734,0.7124,0.3013
1312,4026100,Queens,1482125.0,919365.773765,2256441.0,2384003.76615,0.957503940393,6937.30241976,2282693,0.9465,0.3856,2.4543,0.6217,0.6203
1313,4026200,Queens,890107.0,313301.750631,457115.0,1540114.87573,0.297768047843,17245.9171856,458597,0.2968,0.2034,1.459,0.5779,0.352
1314,4026300,Queens,1243761.0,707489.681026,2047088.0,2172037.4114,0.945825329351,7253.88150898,2054368,0.9425,0.3257,2.8935,0.5726,0.5688
1315,4026400,Queens,1607539.0,554609.007944,863592.0,2739605.16386,0.376294370298,17711.3335367,1030898,0.3152,0.2024,1.5571,0.5868,0.345
1316,4026500,Queens,996565.0,553111.813961,1588280.0,1974553.38314,0.806248143805,7555.13982018,1591980,0.8044,0.2801,2.8715,0.5047,0.555
1317,4026600,Queens,1104578.0,413046.338007,855277.0,1861807.64126,0.45937989567,18020.241468,855277,0.4594,0.2219,2.0707,0.5933,0.3739
1318,4026700,Queens,1432898.0,904176.173118,3765633.0,2259540.12584,1.68133814335,7936.49495502,3799051,1.6665,0.4002,4.1647,0.6342,0.631
1319,4027000,Queens,1223751.0,470831.29892,644046.0,1992018.84128,0.323891514794,17377.0128112,645198,0.3233,0.2364,1.3679,0.6143,0.3847
1320,4027100,Queens,1053439.0,639702.914006,2675505.0,1496180.53818,1.78822336725,8727.07077697,2675505,1.7882,0.4276,4.1824,0.7041,0.6073
1321,4027200,Queens,1155981.0,452662.206518,657912.0,1653862.64626,0.403375093759,17611.2471728,667127,0.3978,0.2737,1.4534,0.699,0.3916
1322,4027300,Queens,1564721.0,977987.61597,2704647.0,2316635.91817,1.16748902095,9381.46272369,2704647,1.1675,0.4222,2.7655,0.6754,0.625
1323,4027500,Queens,1268629.0,787007.050112,2230875.0,1911640.18792,1.16699524005,9170.73586379,2230875,1.167,0.4117,2.8346,0.6636,0.6204
1324,4027600,Queens,1066452.0,358906.021077,527450.0,1708235.41035,0.309954352188,17824.0081504,529475,0.3088,0.2101,1.4696,0.6243,0.3365
1325,4027700,Queens,1264387.0,754114.07498,2660197.0,1876123.38283,1.41792220296,8985.38881127,2660197,1.4179,0.402,3.5276,0.6739,0.5964
1326,4027800,Queens,1284444.0,335077.129386,1587122.0,1887113.13334,0.841031717686,18237.434247,1587122,0.841,0.1776,4.7366,0.6806,0.2609
1327,4027900,Queens,1306377.0,660756.497992,2553843.0,1913241.96981,1.33482488901,8776.15556216,2553843,1.3348,0.3454,3.865,0.6828,0.5058
1328,4028000,Queens,1206438.0,411388.505222,604194.0,1775383.38743,0.34161297458,18292.3180435,606494,0.3403,0.2317,1.4687,0.6795,0.341
1329,4028100,Queens,1275096.0,673030.124363,2660505.0,1877449.70744,1.43989582746,8589.34795477,2703332,1.4171,0.3585,3.953,0.6792,0.5278
1330,4028200,Queens,1270357.0,516332.715074,702731.0,1960190.13305,0.359681945191,18794.0746397,705045,0.3585,0.2634,1.361,0.6481,0.4064
1331,4028300,Queens,1288212.0,860139.325365,3573253.0,1913172.8992,1.9386517557,8381.55196309,3708976,1.8677,0.4496,4.1543,0.6733,0.6677
1332,4028400,Queens,2842657.0,1049137.04179,1395132.0,4618712.40065,0.304263803003,18547.1576795,1405307,0.3021,0.2271,1.3298,0.6155,0.3691
1333,4028500,Queens,1156275.0,548569.555414,2726183.0,1701419.41528,1.60229921883,8205.39961719,2726183,1.6023,0.3224,4.9696,0.6796,0.4744
1334,4028700,Queens,1390819.0,815632.339639,3102795.0,2104983.11362,1.47402370115,7987.30055967,3102795,1.474,0.3875,3.8042,0.6607,0.5864
1335,4028800,Queens,5296250.0,1088546.10108,1483721.0,8797331.25483,0.169481966384,18014.455954,1490989,0.1687,0.1237,1.363,0.602,0.2055
1336,4028900,Queens,1190937.0,710704.530693,2521311.0,1859020.46313,1.38442478232,7797.775792,2573674,1.3563,0.3823,3.5476,0.6406,0.5968
1337,4029100,Queens,1577629.0,841541.014741,2757758.0,2757506.8396,1.00587891938,7380.94628337,2773718,1.0001,0.3052,3.277,0.5721,0.5334
1338,4029300,Queens,767897.0,444726.394813,842077.0,1685392.72571,0.505188486346,7053.85608819,851441,0.4996,0.2639,1.8935,0.4556,0.5791
1339,4029400,Queens,6435902.0,2172558.7041,3182070.0,11455690.2362,0.278580158349,18679.8664772,3191328,0.2778,0.1896,1.4647,0.5618,0.3376
1340,4029500,Queens,1276512.0,502601.994675,1600298.0,1972793.0638,0.814174598174,6393.67310943,1606198,0.8112,0.2548,3.184,0.6471,0.3937
1341,4029700,Queens,2536728.0,1468833.93409,2481148.0,5495566.56382,0.454911785886,6715.10928829,2499998,0.4515,0.2673,1.6892,0.4616,0.579
1342,4029900,Queens,3774069.0,526428.035926,726333.0,4515403.27855,0.160856728667,7198.99830239,726333,0.1609,0.1166,1.3797,0.8358,0.1395
1343,4030600,Queens,5008103.0,1947405.59929,2871240.0,14405168.3435,0.2024282487,18009.9656749,2916013,0.1993,0.1352,1.4744,0.3477,0.3889
1344,4031700,Queens,3192780.0,1437484.85608,2226257.0,7587313.78022,0.294051500258,7478.76427928,2231061,0.2934,0.1895,1.5487,0.4208,0.4502
1345,4032000,Queens,5595847.0,2592318.56053,3688709.0,11179976.0161,0.330210815719,20438.3604943,3691749,0.3299,0.2319,1.4229,0.5005,0.4633
1346,4032700,Queens,1089524.0,579232.507519,1182698.0,1623732.5912,0.728382251123,8422.61474888,1182698,0.7284,0.3567,2.0418,0.671,0.5316
1347,4032800,Queens,2417581.0,638135.306961,974636.0,3952889.77867,0.248764335729,20711.3172208,983338,0.2466,0.1614,1.5273,0.6116,0.264
1348,4033000,Queens,5804120.0,1846660.29283,2723048.0,8812000.37251,0.309578062265,19769.4513754,2728002,0.309,0.2096,1.4746,0.6587,0.3182
1349,4033700,Queens,1089720.0,549875.60323,1113394.0,1623669.21558,0.685727110742,8660.34589887,1113394,0.6857,0.3387,2.0248,0.6711,0.5046
1350,4033900,Queens,1096771.0,531974.240236,1377337.0,1623371.59833,0.848442218292,8898.24385992,1377337,0.8484,0.3277,2.5891,0.6756,0.485
1351,4034700,Queens,2114323.0,781135.394042,1125409.0,3982039.4979,0.283194328081,8524.22738017,1127691,0.2826,0.1962,1.4407,0.531,0.3694
1352,4035100,Queens,978668.0,547654.016424,1497089.0,1498730.09549,0.99978575496,9136.00383207,1498409,0.9989,0.3654,2.7336,0.653,0.5596
1353,4035200,Queens,4158572.0,1380725.58374,1787141.0,6514364.169,0.275409533986,20358.3734974,1794118,0.2743,0.212,1.2943,0.6384,0.332
1354,4035300,Queens,989630.0,508626.313369,1048721.0,1670746.1329,0.627696200727,9373.82877382,1048721,0.6277,0.3044,2.0619,0.5923,0.514
1355,4035700,Queens,3563733.0,1292564.15215,2198535.0,6503535.12191,0.338684878103,9467.44258707,2202649,0.3381,0.1987,1.7009,0.548,0.3627
1356,4035800,Queens,3763024.0,1268130.86768,1768708.0,5641713.79748,0.31350544595,21014.338059,1768708,0.3135,0.2248,1.3947,0.667,0.337
1357,4036100,Queens,1039697.0,463005.866329,853405.0,1693934.95641,0.504107313429,9461.08026411,853925,0.5038,0.2733,1.8432,0.6138,0.4453
1358,4036300,Queens,933431.0,421173.534313,792277.0,1449334.88849,0.551257688161,9777.07686298,798957,0.5466,0.2906,1.8811,0.644,0.4512
1359,4036500,Queens,1150613.0,563299.137534,1048664.0,1787997.75905,0.586669639092,10025.8839447,1048964,0.5865,0.315,1.8616,0.6435,0.4896
1360,4036700,Queens,1358276.0,583816.468836,991782.0,2109115.33496,0.471516177193,9779.10118379,994482,0.4702,0.2768,1.6988,0.644,0.4298
1361,4036800,Queens,1671070.0,645184.666449,994272.0,2511265.28918,0.396754976184,19570.3123245,996357,0.3959,0.2569,1.5411,0.6654,0.3861
1362,4037100,Queens,1106095.0,438266.173676,693355.0,1941692.49161,0.363418514028,10164.8369322,705647,0.3571,0.2257,1.582,0.5697,0.3962
1363,4037300,Queens,1137969.0,523687.679559,1065962.0,2570489.24647,0.408700795556,10346.0717834,1050561,0.4147,0.2037,2.0355,0.4427,0.4602
1364,4037500,Queens,971175.0,581781.336827,1277550.0,1649123.59276,0.882985366526,9507.80718594,1456152,0.7747,0.3528,2.1959,0.5889,0.599
1365,4037600,Queens,5567418.0,1726300.62511,2393021.0,8230896.92056,0.291347470773,20197.5049613,2398051,0.2907,0.2097,1.3862,0.6764,0.3101
1366,4037700,Queens,1041474.0,518448.008512,1060000.0,1580389.22153,0.663675116048,9706.42044523,1048865,0.6707,0.3281,2.0446,0.659,0.4978
1367,4037900,Queens,1414773.0,725938.274482,1607572.0,2120846.44733,0.774797723837,10054.2227495,1643227,0.758,0.3423,2.2145,0.6671,0.5131
1368,4038100,Queens,1618339.0,745647.527071,1958867.0,3062918.88918,0.659046835073,10506.1147252,2018607,0.6395,0.2434,2.6271,0.5284,0.4607
1369,4038400,Queens,2114283.0,666170.414188,978257.0,3206706.15323,0.30546889961,20653.1237139,979549,0.3051,0.2077,1.4685,0.6593,0.3151
1370,4039400,Queens,2555983.0,844429.722171,1181893.0,3749394.04015,0.317375817867,19891.9026172,1189967,0.3152,0.2252,1.3996,0.6817,0.3304
1371,4039800,Queens,1397402.0,523994.544886,686306.0,2164072.42045,0.317968101944,19165.3496244,688106,0.3171,0.2421,1.3098,0.6457,0.375
1372,4039900,Queens,1077013.0,492921.907045,1015714.0,1819609.05144,0.572353714759,10973.0742561,1041460,0.5582,0.2709,2.0606,0.5919,0.4577
1373,4040000,Queens,1268091.0,444538.142582,604391.0,2112654.24603,0.286081360041,19194.008659,604391,0.2861,0.2104,1.3596,0.6002,0.3506
1374,4040100,Queens,1512539.0,797406.697153,1774671.0,2267584.44527,0.794944595673,10594.1311112,1802604,0.7826,0.3517,2.2256,0.667,0.5272
1375,4040200,Queens,1531241.0,558319.866924,677484.0,2352448.77113,0.289524689489,18794.4433251,681092,0.288,0.2373,1.2134,0.6509,0.3646
1376,4040300,Queens,1432445.0,742173.058778,1779108.0,2137394.95431,0.853792134355,10328.4812016,1824891,0.8324,0.3472,2.3972,0.6702,0.5181
1377,4040400,Queens,3182397.0,1065712.70626,1616032.0,5092779.1317,0.31731829679,18364.887363,1616032,0.3173,0.2093,1.5164,0.6249,0.3349
1378,4040500,Queens,927809.0,541587.079176,1100635.0,1393598.34545,0.793008260672,10172.2708713,1105135,0.7898,0.3886,2.0322,0.6658,0.5837
1379,4040700,Queens,1408990.0,808700.830637,1890202.0,2147774.73122,0.897337123854,9882.51714689,1927278,0.8801,0.3765,2.3373,0.656,0.574
1380,4040900,Queens,1118729.0,587366.785321,1370124.0,1641232.54966,0.834814055012,9729.17009032,1370124,0.8348,0.3579,2.3327,0.6816,0.525
1381,4041100,Queens,874465.0,452861.04892,961334.0,1481730.57676,0.651592141745,9955.60504348,965484,0.6488,0.3056,2.1228,0.5902,0.5179
1382,4041300,Queens,1018021.0,510295.410018,1119222.0,1709061.30136,0.683949135745,10248.3235511,1168911,0.6549,0.2986,2.1933,0.5957,0.5013
1383,4041400,Queens,3271912.0,1326428.65044,1926887.0,5132816.40318,0.375760371792,17524.5958447,1928709,0.3754,0.2584,1.4527,0.6374,0.4054
1384,4041500,Queens,1244788.0,569546.350383,1251911.0,1866262.03297,0.670812017757,10593.9029476,1251911,0.6708,0.3052,2.1981,0.667,0.4575
1385,4042400,Queens,3243689.0,1055344.18001,1318072.0,5544421.1937,0.239323448498,18560.5033936,1326910,0.2377,0.1903,1.2489,0.585,0.3254
1386,4042600,Queens,2332002.0,62029.3660957,62500.0,5575765.6398,0.0112092229189,18936.8565319,62500,0.0112,0.0111,1.0076,0.4182,0.0266
1387,4042700,Queens,1113552.0,566537.550158,1301056.0,1838967.67938,0.719274740297,10720.5297948,1322723,0.7075,0.3081,2.2965,0.6055,0.5088
1388,4043200,Queens,1381811.0,459649.918372,677595.0,2600532.49812,0.260560097015,18418.3367336,677595,0.2606,0.1768,1.4742,0.5314,0.3326
1389,4043400,Queens,1247991.0,431841.30563,602949.0,2213959.9153,0.290166951786,18105.6948914,642418,0.2723,0.1951,1.3962,0.5637,0.346
1390,4043900,Queens,1135004.0,569246.065538,1326193.0,1772849.11114,0.753183670065,10640.576784,1335281,0.7481,0.3211,2.3297,0.6402,0.5015
1391,4044000,Queens,2668706.0,1014594.83572,1427448.0,4055561.19685,0.353545891778,17214.7895671,1433827,0.352,0.2502,1.4069,0.658,0.3802
1392,4044400,Queens,3961463.0,2673222.94322,4348967.0,9708088.77454,0.46610739818,16809.9342487,4525012,0.448,0.2754,1.6269,0.4081,0.6748
1393,4044800,Queens,1519612.0,583750.149407,1202137.0,2240965.72164,0.537851600478,15670.5915815,1205307,0.5364,0.2605,2.0593,0.6781,0.3841
1394,4045000,Queens,1176485.0,500750.05074,714653.0,1819154.15771,0.394049617489,15455.8110477,716837,0.3928,0.2753,1.4272,0.6467,0.4256
1395,4045200,Queens,1826470.0,320421.806882,891790.0,2217107.87732,0.402231217129,15830.5044471,891790,0.4022,0.1445,2.7832,0.8238,0.1754
1396,4045400,Queens,1672807.0,666049.49052,1620535.0,2517110.83184,0.648443040073,16233.9610257,1632203,0.6438,0.2646,2.4331,0.6646,0.3982
1397,4045500,Queens,1380771.0,612605.311832,5710177.0,1594376.57931,3.58951083092,10208.2972032,5723032,3.5814,0.3842,9.3211,0.866,0.4437
1398,4045600,Queens,952279.0,352582.42409,518454.0,1696420.22215,0.30561649362,16223.8099232,518454,0.3056,0.2078,1.4704,0.5613,0.3703
1399,4045700,Queens,1128380.0,519251.825101,1249500.0,1620253.91001,0.778181735721,9539.39962556,1260852,0.7712,0.3205,2.4063,0.6964,0.4602
1400,4045800,Queens,1883999.0,586960.095449,1071951.0,2638048.10128,0.407377333066,16669.3053021,1074681,0.4063,0.2225,1.8263,0.7142,0.3116
1401,4045900,Queens,1013318.0,496625.419847,1115458.0,1473337.16604,0.761250055895,9448.03308669,1121578,0.7571,0.3371,2.2461,0.6878,0.4901
1402,4046000,Queens,1376578.0,899984.501652,2879097.0,2381695.31835,1.21400624913,16497.2222163,2891393,1.2088,0.3779,3.1991,0.578,0.6538
1403,4046100,Queens,789967.0,448612.124146,1017892.0,1226622.434,0.834112414416,9379.35309879,1023141,0.8298,0.3657,2.269,0.644,0.5679
1404,4046200,Queens,1700556.0,900303.191769,2466114.0,2685518.57885,0.938565094969,16877.9800163,2520534,0.9183,0.3352,2.7392,0.6332,0.5294
1405,4046300,Queens,1111296.0,556163.306496,1406551.0,1710782.36033,0.832982051396,9392.80132301,1425051,0.8222,0.3251,2.529,0.6496,0.5005
1406,4046400,Queens,1566357.0,423446.137455,812581.0,2430135.78454,0.334376788807,16778.8092981,812581,0.3344,0.1742,1.919,0.6446,0.2703
1407,4046500,Queens,912041.0,504496.8293,1100120.0,1396723.10242,0.787872698671,9571.08834698,1100440,0.7876,0.3612,2.1806,0.653,0.5532
1408,4046600,Queens,1929093.0,591414.105209,1936828.0,2589134.11959,0.748060127649,16877.3299875,1936828,0.7481,0.2284,3.2749,0.7451,0.3066
1409,4046700,Queens,1021427.0,596073.602213,2014343.0,1528977.78061,1.32907490597,9082.22261553,2032126,1.3174,0.3899,3.3794,0.668,0.5836
1410,4046800,Queens,1591334.0,791661.849774,1311128.0,2471077.98323,0.548230371196,17393.4787452,1354720,0.5306,0.3204,1.6562,0.644,0.4975
1411,4046900,Queens,1119184.0,677129.325445,2588174.0,1629557.55254,1.61095568298,8872.42298869,2625145,1.5883,0.4155,3.8223,0.6868,0.605
1412,4047000,Queens,1699297.0,776550.194785,1313490.0,2471021.54936,0.531557484936,17756.9325592,1313490,0.5316,0.3143,1.6914,0.6877,0.457
1413,4047100,Queens,1027374.0,500093.106218,1476368.0,1692064.8457,0.892802662876,8938.70987124,1510680,0.8725,0.2956,2.9522,0.6072,0.4868
1414,4047200,Queens,3679946.0,955965.756465,1964348.0,5532951.50377,0.35725995405,17245.8966903,1976702,0.355,0.1728,2.0548,0.6651,0.2598
1415,4047300,Queens,1054563.0,640475.269565,3010047.0,1958959.65489,1.5690164891,8813.40977121,3073640,1.5366,0.3269,4.6997,0.5383,0.6073
1416,4047500,Queens,1782090.0,873201.164824,2295001.0,3440538.9067,0.673387821742,8983.02430843,2316817,0.667,0.2538,2.6283,0.518,0.49
1417,4047600,Queens,3580152.0,835176.073272,1244071.0,5807728.67777,0.214209559197,17841.7055322,1244071,0.2142,0.1438,1.4896,0.6164,0.2333
1418,4047800,Queens,5186231.0,1519076.65299,2995571.0,7028450.39994,0.427249369224,18089.999231,3002901,0.4262,0.2161,1.972,0.7379,0.2929
1419,4047900,Queens,2339888.0,1088167.23771,2343344.0,4181150.28336,0.564562342902,8084.39342392,2360520,0.5605,0.2603,2.1535,0.5596,0.4651
1420,4048000,Queens,1691661.0,664112.32909,970769.0,2484765.36426,0.394441670066,18022.8972031,980095,0.3907,0.2673,1.4618,0.6808,0.3926
1421,4048100,Queens,1038248.0,531795.588912,1697531.0,1496671.33097,1.1342042604,8270.19384154,1697531,1.1342,0.3553,3.1921,0.6937,0.5122
1422,4048200,Queens,1715097.0,560636.002478,937132.0,2454003.58087,0.381984772682,18420.7564471,937392,0.3819,0.2285,1.6716,0.6989,0.3269
1423,4048300,Queens,1360618.0,625448.779362,1424623.0,2399980.59303,0.604636555901,7379.7746522,1451116,0.5936,0.2606,2.2778,0.5669,0.4597
1424,4048400,Queens,3054548.0,1234961.74948,1910549.0,4466742.56934,0.427727582313,18920.0242115,1910549,0.4277,0.2765,1.5471,0.6838,0.4043
1425,4048500,Queens,1961134.0,1050630.46535,2392665.0,3666289.00574,0.679857751557,7694.60247137,2492555,0.6526,0.2866,2.2774,0.5349,0.5357
1426,4048900,Queens,1624755.0,979206.056281,1449383.0,3743760.54742,0.4435318389,7642.07381072,1660477,0.3871,0.2616,1.4802,0.434,0.6027
1427,4049200,Queens,3219909.0,997883.535538,1954108.0,5157271.02492,0.378903491897,18702.9635453,1954108,0.3789,0.1935,1.9583,0.6243,0.3099
1428,4049500,Queens,667717.0,283831.223471,578988.0,1321263.62632,0.439938698395,8086.20192551,581275,0.4382,0.2148,2.0399,0.5054,0.4251
1429,4049600,Queens,1932000.0,793668.99972,1098308.0,2943686.95491,0.373106249687,19587.8016813,1098308,0.3731,0.2696,1.3838,0.6563,0.4108
1430,4049700,Queens,1539836.0,628145.385904,1287946.0,2127232.70338,0.611079830587,8069.69382711,1299909,0.6055,0.2953,2.0504,0.7239,0.4079
1431,4049900,Queens,2332569.0,1121115.83382,2264479.0,5062212.01805,0.463957256556,8351.12337676,2348650,0.4473,0.2215,2.0198,0.4608,0.4806
1432,4050000,Queens,2086103.0,725267.280528,1779656.0,3612066.0979,0.493411790287,18564.4278453,1782236,0.4927,0.2008,2.4538,0.5775,0.3477
1433,4050400,Queens,1521540.0,522888.024548,791726.0,2327566.89971,0.340151769686,19020.9101109,791726,0.3402,0.2247,1.5141,0.6537,0.3437
1434,4050500,Queens,681234.0,301345.741478,695242.0,1224020.37615,0.567998714357,9339.34373859,695242,0.568,0.2462,2.3071,0.5566,0.4424
1435,4050600,Queens,1479532.0,518886.237895,694570.0,2218356.93256,0.313101101904,19400.0163569,694570,0.3131,0.2339,1.3386,0.6669,0.3507
1436,4050700,Queens,2229161.0,853373.550471,1701520.0,3935014.90756,0.432404969224,8628.57242765,1701520,0.4324,0.2169,1.9939,0.5665,0.3828
1437,4050800,Queens,1586664.0,703513.718175,1053449.0,2363416.27742,0.446116500962,19672.8200122,1054359,0.4457,0.2977,1.4974,0.6713,0.4434
1438,4051000,Queens,1292697.0,455556.682538,660643.0,1989781.12357,0.332582811326,19718.3576789,661767,0.332,0.2289,1.4502,0.6497,0.3524
1439,4051100,Queens,1410261.0,567401.550645,1004252.0,3048433.92604,0.339641935866,7034.10277369,1035376,0.3294,0.1861,1.7699,0.4626,0.4023
1440,4051200,Queens,2450803.0,907742.522011,1143925.0,4044798.63073,0.28302249494,19941.0557718,1144769,0.2828,0.2244,1.2602,0.6059,0.3704
1441,4051300,Queens,1413125.0,562081.886516,1134119.0,2082794.29342,0.547006972124,7467.46650929,1139303,0.5445,0.2699,2.0177,0.6785,0.3978
1442,4051500,Queens,1578954.0,661915.640475,1610178.0,2419820.73247,0.67268040899,7106.88622389,1627766,0.6654,0.2735,2.4326,0.6525,0.4192
1443,4051600,Queens,1282417.0,494613.901056,703230.0,1983892.44753,0.354469820617,20431.9272808,703230,0.3545,0.2493,1.4218,0.6464,0.3857
1444,4051800,Queens,1235831.0,487298.693658,721708.0,1827884.20896,0.394832449705,20113.0925846,721708,0.3948,0.2666,1.481,0.6761,0.3943
1445,4052000,Queens,1240752.0,518190.213128,798525.0,1853857.83413,0.430736912669,19911.6502454,798525,0.4307,0.2795,1.541,0.6693,0.4176
1446,4052100,Queens,1336327.0,674977.219163,1110656.0,2033478.61567,0.54618523718,7410.3711474,1110656,0.5462,0.3319,1.6455,0.6572,0.5051
1447,4052200,Queens,1236920.0,401454.90938,580819.0,1827899.34687,0.317752178748,19713.6012858,580819,0.3178,0.2196,1.4468,0.6767,0.3246
1448,4052400,Queens,1448922.0,529505.654407,728613.0,2111656.3039,0.345043366505,19242.8630917,728613,0.345,0.2508,1.376,0.6862,0.3654
1449,4052500,Queens,1316257.0,699483.895091,1190089.0,2175165.12591,0.553420513073,7048.91480504,1203781,0.5471,0.3216,1.7014,0.6051,0.5314
1450,4052600,Queens,1344980.0,498437.365465,741856.0,1962757.76448,0.37796615223,19639.0273278,741856,0.378,0.2539,1.4884,0.6853,0.3706
1451,4052800,Queens,1302388.0,468397.499368,662372.0,1941631.02616,0.341142055867,19823.7135973,662372,0.3411,0.2412,1.4141,0.6708,0.3596
1452,4053000,Queens,1716474.0,601185.570982,851346.0,2477580.92338,0.34433022629,20183.7530357,853106,0.3436,0.2427,1.4161,0.6928,0.3502
1453,4053100,Queens,2921859.0,1737202.3219,2515091.0,4558842.34543,0.56572476181,6697.51668195,2579050,0.5517,0.3811,1.4478,0.6409,0.5946
1454,4053200,Queens,1280976.0,543225.67354,788043.0,2043402.25549,0.385652407832,20312.9246442,788043,0.3857,0.2658,1.4507,0.6269,0.4241
1455,4053500,Queens,4022510.0,2431118.27059,3164826.0,5465859.14672,0.618154970574,6378.66026882,3378748,0.579,0.4448,1.3018,0.7359,0.6044
1456,4053800,Queens,1313608.0,480933.732327,658958.0,2031701.23342,0.324338042012,20795.6341334,658958,0.3243,0.2367,1.3702,0.6466,0.3661
1457,4053900,Queens,4567100.0,1681834.93524,2895101.0,6525759.68907,0.447961944553,6458.89740554,2923292,0.4436,0.2577,1.7214,0.6999,0.3683
1458,4054000,Queens,3669838.0,1340823.17678,1803294.0,5627808.74602,0.321266247948,20303.9132179,1808025,0.3204,0.2382,1.3449,0.6521,0.3654
1459,4054200,Queens,3891325.0,1521810.14498,2042759.0,5824785.49092,0.350934640114,19958.980994,2044119,0.3507,0.2613,1.3423,0.6681,0.3911
1460,4054500,Queens,786997.0,511936.943996,1238652.0,1221365.56287,1.0141533687,7596.59221272,1238652,1.0142,0.4192,2.4195,0.6444,0.6505
1461,4054700,Queens,899300.0,586460.783325,1404025.0,1390289.41571,1.04142632724,7993.18341405,1447884,1.0099,0.4218,2.3941,0.6468,0.6521
1462,4054800,Queens,1667458.0,629885.842282,785073.0,2423672.42694,0.323918773541,19615.7294267,785073,0.3239,0.2599,1.2464,0.688,0.3778
1463,4054900,Queens,1118663.0,763674.121118,1848170.0,1767827.17131,1.04878182103,8231.00376439,1854065,1.0454,0.432,2.4201,0.6328,0.6827
1464,4055100,Queens,1065914.0,763837.831397,2007612.0,1669725.76685,1.20407317172,8469.33657198,2010472,1.2024,0.4575,2.6283,0.6384,0.7166
1465,4055200,Queens,2026803.0,720186.458293,1206891.0,4393479.56895,0.274730081489,19499.0192504,1207021,0.2747,0.1639,1.6758,0.4613,0.3553
1466,4055300,Queens,987248.0,728777.382048,1489156.0,1475828.66868,1.01490236081,8321.13276066,1497822,1.009,0.4938,2.0434,0.6689,0.7382
1467,4055400,Queens,1610805.0,560189.083596,887867.0,2368771.90272,0.374821652934,20484.4711321,887867,0.3748,0.2365,1.5849,0.68,0.3478
1468,4055500,Queens,1088153.0,793684.637244,1287900.0,1654116.33011,0.808147513973,8817.78686104,1336770,0.7786,0.4798,1.6227,0.6578,0.7294
1469,4055600,Queens,1691367.0,601851.773668,786590.0,2442153.38632,0.322088696151,20158.0273937,786590,0.3221,0.2464,1.3069,0.6926,0.3558
1470,4055700,Queens,1541177.0,902752.14767,2099711.0,2577327.08316,0.814685498678,8816.62599466,2099711,0.8147,0.3503,2.3259,0.598,0.5858
1471,4055800,Queens,1397760.0,510052.591746,644758.0,2070613.57572,0.311384996003,20493.9378075,644758,0.3114,0.2463,1.2641,0.675,0.3649
1472,4055900,Queens,1059107.0,732800.935113,1158094.0,1757229.9858,0.659045207149,9112.16029236,1158094,0.659,0.417,1.5804,0.6027,0.6919
1473,4056000,Queens,1434426.0,515328.370134,878808.0,2300762.96909,0.381963727601,20824.7869544,878808,0.382,0.224,1.7053,0.6235,0.3593
1474,4056100,Queens,20271661.0,98150.6253471,99802.0,31235035.6038,0.00329537002312,9466.42926946,102931,0.0032,0.0031,1.0168,0.649,0.0048
1475,4056200,Queens,1158491.0,414335.793048,543910.0,1729177.39076,0.314548410653,21198.2300817,543910,0.3145,0.2396,1.3127,0.67,0.3577
1476,4056400,Queens,1310973.0,485454.157816,828123.0,2025524.24569,0.408843785386,21211.3078898,828123,0.4088,0.2397,1.7059,0.6472,0.3703
1477,4056500,Queens,835029.0,359409.59491,604832.0,1301402.31468,0.473440836127,9386.62942258,616137,0.4648,0.2762,1.6828,0.6416,0.4304
1478,4056600,Queens,1374072.0,516730.719915,720178.0,2097114.19117,0.34341382221,20823.2773095,720178,0.3434,0.2464,1.3937,0.6552,0.3761
1479,4056700,Queens,2314309.0,1104367.96754,1908520.0,3355837.11499,0.568716518294,9377.98446046,1908520,0.5687,0.3291,1.7282,0.6896,0.4772
1480,4056800,Queens,4655805.0,2022116.10618,3132546.0,9138742.14842,0.349271699339,20600.6392094,3191904,0.3428,0.2213,1.5491,0.5095,0.4343
1481,4057700,Queens,1350238.0,804338.009444,1741762.0,2030058.44917,0.859611702665,9386.13552047,1745062,0.858,0.3962,2.1655,0.6651,0.5957
1482,4057900,Queens,482952.0,319760.97349,713185.0,743111.091483,0.959728643771,9390.67281661,713185,0.9597,0.4303,2.2304,0.6499,0.6621
1483,4058000,Queens,3299168.0,1013486.03083,1282970.0,5917014.34363,0.217728050869,21472.5307766,1288300,0.2168,0.1713,1.2659,0.5576,0.3072
1484,4058100,Queens,956960.0,571763.825261,1305481.0,1549682.73906,0.842773147743,8940.82593553,1306031,0.8424,0.369,2.2833,0.6175,0.5975
