,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
1168,3067600,993087.0,473266.805758,713736.0,5386300.0,1672665.70497,Flatlands,679578.70497,519820.194242,0.4267,0.2829,1.5081,0.5937,0.4766
1169,3067800,1191528.0,516600.04426,1059730.0,5084250.0,1789096.27985,Flatlands,597568.27985,674927.95574,0.5923,0.2887,2.0514,0.666,0.4336
1170,3068000,1185691.0,544614.616931,814483.0,8036376.0,1817783.46611,Flatlands,632092.46611,641076.383069,0.4481,0.2996,1.4955,0.6523,0.4593
1171,3068200,1403133.0,593130.061891,1032686.0,6615935.0,2176848.58885,Flatlands,773715.58885,810002.938109,0.4744,0.2725,1.7411,0.6446,0.4227
1172,3068600,954841.0,375588.310672,763832.0,6507669.0,1592924.45157,Georgetown-Marine Park-Bergen Beach-Mill Basin,638083.45157,579252.689328,0.4795,0.2358,2.0337,0.5994,0.3934
1173,3068800,1075987.0,468718.107809,753112.0,5172288.0,1686416.91203,Flatlands,610429.91203,607268.892191,0.4466,0.2779,1.6067,0.638,0.4356
1174,3069000,1223349.0,561736.571689,1391633.0,7816504.0,1861629.05937,Flatlands,638280.05937,661612.428311,0.7475,0.3017,2.4774,0.6571,0.4592
1175,3069200,1193539.0,504910.282768,962155.0,6208553.0,1952887.7186,Flatlands,759348.7186,688628.717232,0.4927,0.2585,1.9056,0.6112,0.423
1176,3069601,2127586.0,827957.945428,1986715.0,15040588.0,4568655.88421,Georgetown-Marine Park-Bergen Beach-Mill Basin,2441069.88421,1299628.05457,0.4349,0.1812,2.3995,0.4657,0.3892
1177,3069602,4374781.0,1522062.51721,3423374.0,27062917.0,7849151.37666,Georgetown-Marine Park-Bergen Beach-Mill Basin,3474370.37666,2852718.48279,0.4361,0.1939,2.2492,0.5574,0.3479
1178,3069800,3650478.0,1742820.67052,3992242.0,57229304.0,5424578.51184,Georgetown-Marine Park-Bergen Beach-Mill Basin,1774100.51184,1907657.32948,0.736,0.3213,2.2907,0.673,0.4774
1179,3070000,1402474.0,482977.720242,920957.0,6943230.0,2177086.11483,Georgetown-Marine Park-Bergen Beach-Mill Basin,774612.11483,919496.279758,0.423,0.2218,1.9068,0.6442,0.3444
1180,3070201,7618632.0,2590100.53587,4678563.0,39863258.0,11069685.5521,Georgetown-Marine Park-Bergen Beach-Mill Basin,3451053.5521,5028531.46413,0.4226,0.234,1.8063,0.6882,0.34
1183,3072000,982502.0,445031.158611,921293.0,7033749.0,1701872.0336,Flatlands,719370.0336,537470.841389,0.5413,0.2615,2.0702,0.5773,0.453
1184,3072200,1707675.0,745979.690246,1327570.0,12245917.0,2769417.75401,Flatlands,1061742.75401,961695.309754,0.4794,0.2694,1.7796,0.6166,0.4368
1185,3072400,1243521.0,569889.705592,1032988.0,8224108.0,2068970.08065,Flatlands,825449.08065,673631.294408,0.4993,0.2754,1.8126,0.601,0.4583
1186,3072600,1783576.0,920554.166681,1348099.0,10960793.0,2962948.28775,Flatlands,1179372.28775,863021.833319,0.455,0.3107,1.4644,0.602,0.5161
1187,3072800,1464224.0,665202.200357,1712272.0,10313112.0,2282665.34479,Flatlands,818441.34479,799021.799643,0.7501,0.2914,2.5741,0.6415,0.4543
1188,3073000,1187271.0,590018.032813,967183.0,6690496.0,1989618.32008,Flatlands,802347.32008,597252.967187,0.4861,0.2965,1.6392,0.5967,0.497
1189,3073200,976147.0,464637.02386,814556.0,4593671.0,1717669.29404,Flatlands,741522.29404,511509.97614,0.4742,0.2705,1.7531,0.5683,0.476
1190,3073400,921084.0,449641.073048,671887.0,4525597.0,1626697.94052,Flatlands,705613.94052,471442.926952,0.413,0.2764,1.4943,0.5662,0.4882
1191,3073600,1079390.0,510590.911282,1337742.0,7490028.0,1922085.8497,Flatlands,842695.8497,568799.088718,0.696,0.2656,2.62,0.5616,0.473
1192,3073800,1143056.0,604143.956164,1469964.0,7777485.0,1944417.12617,Flatlands,801361.12617,538912.043836,0.756,0.3107,2.4331,0.5879,0.5285
1193,3074000,1082933.0,572508.430331,1273069.0,6762871.0,1747894.60116,Flatlands,664961.60116,510424.569669,0.7283,0.3275,2.2237,0.6196,0.5287
1194,3074200,1259796.0,683327.78925,1290571.0,7315331.0,1876115.5452,Flatlands,616319.5452,576468.21075,0.6879,0.3642,1.8887,0.6715,0.5424
1195,3074400,1260191.0,587547.003402,945332.0,6359770.0,1844716.48309,Flatlands,584525.48309,672643.996598,0.5125,0.3185,1.6089,0.6831,0.4662
1196,3074600,1252323.0,648726.879787,1220771.0,9788205.0,2159993.82848,Flatlands,907670.82848,603596.120213,0.5652,0.3003,1.8818,0.5798,0.518
1197,3074800,1227447.0,618703.080956,1346068.0,11253054.0,1900351.9981,Midwood,672904.9981,608743.919044,0.7083,0.3256,2.1756,0.6459,0.5041
1198,3075000,1289639.0,671430.358534,1446857.0,10507662.0,1866699.15024,Midwood,577060.15024,618208.641466,0.7751,0.3597,2.1549,0.6909,0.5206
1199,3075200,1270962.0,570478.60939,892869.0,8281775.0,1864085.12127,Midwood,593123.12127,700483.39061,0.479,0.306,1.5651,0.6818,0.4489
1200,3075400,1273323.0,553051.870099,1119994.0,9294205.0,1867167.79571,Midwood,593844.79571,720271.129901,0.5998,0.2962,2.0251,0.682,0.4343
1201,3075600,1307662.0,561910.570226,1022194.0,9430703.0,1867819.33068,Midwood,560157.33068,745751.429774,0.5473,0.3008,1.8191,0.7001,0.4297
1202,3075800,1430354.0,659865.967731,1178802.0,8829371.0,2209765.96069,Midwood,779411.96069,770488.032269,0.5335,0.2986,1.7864,0.6473,0.4613
1203,3076000,1332327.0,631574.513106,1702610.0,11845931.0,1954536.39529,Midwood,622209.39529,700752.486894,0.8711,0.3231,2.6958,0.6817,0.474
1204,3076200,1350712.0,665960.030931,2148097.0,11697150.0,2024074.61677,Midwood,673362.61677,684751.969069,1.0613,0.329,3.2256,0.6673,0.493
1205,3076400,1092626.0,550504.667373,1676479.0,7983168.0,1740194.68647,Flatbush,647568.68647,542121.332627,0.9634,0.3163,3.0453,0.6279,0.5038
1206,3076600,578597.0,294709.569469,978176.0,4228991.0,887314.05718,Flatbush,308717.05718,283887.430531,1.1024,0.3321,3.3191,0.6521,0.5094
1207,3076800,1872304.0,1090154.3409,2516805.0,24877738.0,3265655.28623,Midwood,1393351.28623,782149.6591,0.7707,0.3338,2.3087,0.5733,0.5823
1208,3077000,1079901.0,556948.624269,1454932.0,7697021.0,1760973.11459,Flatbush,681072.11459,522952.375731,0.8262,0.3163,2.6123,0.6132,0.5157
1209,3077200,3037000.0,1380419.37172,4042392.0,33165022.0,4351946.22718,Flatbush,1314946.22718,1656580.62828,0.9289,0.3172,2.9284,0.6978,0.4545
1210,3077400,807696.0,537669.116469,1689506.0,14406925.0,1596705.15756,Flatbush,789009.15756,270026.883531,1.0581,0.3367,3.1423,0.5059,0.6657
1211,3077600,1204654.0,549828.074949,1826394.0,7691789.0,2008023.36357,Flatlands,803369.36357,654825.925051,0.9095,0.2738,3.3218,0.5999,0.4564
1212,3078000,1206556.0,552653.077902,833181.0,7133848.0,1770932.90688,East Flatbush-Farragut,564376.90688,653902.922098,0.4705,0.3121,1.5076,0.6813,0.458
1213,3078200,1276163.0,446835.663319,1406618.0,9766792.0,1811374.37246,East Flatbush-Farragut,535211.37246,829327.336681,0.7765,0.2467,3.148,0.7045,0.3501
1214,3078400,1217185.0,567355.939792,966785.0,7117788.0,1801875.97083,East Flatbush-Farragut,584690.97083,649829.060208,0.5365,0.3149,1.704,0.6755,0.4661
1215,3078600,1187837.0,672498.578252,1970736.0,10969580.0,1834438.08872,Flatbush,646601.08872,515338.421748,1.0743,0.3666,2.9305,0.6475,0.5662
1216,3078800,998519.0,532469.16723,1350435.0,8130962.0,1698020.28127,Flatbush,699501.28127,466049.83277,0.7953,0.3136,2.5362,0.588,0.5333
1217,3079000,1244684.0,765830.325455,2110397.0,9120764.0,1965032.15642,Erasmus,720348.15642,478853.674545,1.074,0.3897,2.7557,0.6334,0.6153
1218,3079200,1400497.0,808432.506492,1887649.0,13574576.0,2332263.87048,Erasmus,931766.87048,592064.493508,0.8094,0.3466,2.3349,0.6005,0.5772
1219,3079400,1462797.0,916616.975141,2181342.0,20394329.0,2391961.70221,Erasmus,929164.70221,546180.024859,0.9119,0.3832,2.3798,0.6115,0.6266
1220,3079601,878875.0,491476.73539,1977674.0,6744287.0,1188358.7506,Prospect Lefferts Gardens-Wingate,309483.7506,387398.26461,1.6642,0.4136,4.0239,0.7396,0.5592
1221,3079602,953756.0,601997.886027,2319933.0,10573530.0,1453524.83232,Prospect Lefferts Gardens-Wingate,499768.83232,351758.113973,1.5961,0.4142,3.8537,0.6562,0.6312
1222,3079801,967709.0,506025.687871,1731471.0,5237213.0,1397208.65479,Prospect Lefferts Gardens-Wingate,429499.65479,461683.312129,1.2392,0.3622,3.4217,0.6926,0.5229
1223,3079802,729066.0,432603.05411,2681649.0,7278012.0,1145198.7877,Prospect Lefferts Gardens-Wingate,416132.7877,296462.94589,2.3416,0.3778,6.1989,0.6366,0.5934
1224,3080000,1260489.0,685864.018176,1900246.0,7749409.0,1869357.37386,Prospect Lefferts Gardens-Wingate,608868.37386,574624.981824,1.0165,0.3669,2.7706,0.6743,0.5441
1225,3080200,1280223.0,680419.902501,2132699.0,8763730.0,1994115.26179,Prospect Lefferts Gardens-Wingate,713892.26179,599803.097499,1.0695,0.3412,3.1344,0.642,0.5315
1226,3080400,1283447.0,735865.471541,1678402.0,11936093.0,2042543.22398,Prospect Lefferts Gardens-Wingate,759096.22398,547581.528459,0.8217,0.3603,2.2809,0.6284,0.5734
1227,3080600,1053677.0,539900.613007,1506458.0,8387367.0,1790089.33797,Prospect Lefferts Gardens-Wingate,736412.33797,513776.386993,0.8416,0.3016,2.7903,0.5886,0.5124
1228,3080800,2862258.0,853758.747795,3492764.0,41114700.0,3465286.31279,Prospect Lefferts Gardens-Wingate,603028.31279,2008499.25221,1.0079,0.2464,4.091,0.826,0.2983
1229,3081000,1212766.0,483966.641674,1563640.0,10483342.0,1748352.33086,Prospect Lefferts Gardens-Wingate,535586.33086,728799.358326,0.8944,0.2768,3.2309,0.6937,0.3991
1230,3081400,1171269.0,601432.226321,1213325.0,8804106.0,1831958.54316,East Flatbush-Farragut,660689.54316,569836.773679,0.6623,0.3283,2.0174,0.6394,0.5135
1231,3081600,1304974.0,709829.28409,2382729.0,11790374.0,1933154.504,East Flatbush-Farragut,628180.504,595144.71591,1.2326,0.3672,3.3568,0.675,0.5439
1232,3081800,1117874.0,602351.591236,2101497.0,8822757.0,1699559.95506,Erasmus,581685.95506,515522.408764,1.2365,0.3544,3.4888,0.6577,0.5388
1233,3082000,1098022.0,661998.409571,2290187.0,11052896.0,1599913.49367,Prospect Lefferts Gardens-Wingate,501891.49367,436023.590429,1.4314,0.4138,3.4595,0.6863,0.6029
1234,3082200,1432147.0,677884.991728,3034868.0,12344367.0,1827423.04445,Prospect Lefferts Gardens-Wingate,395276.04445,754262.008272,1.6607,0.371,4.477,0.7837,0.4733
1235,3082400,1474929.0,838402.738481,2035101.0,12491062.0,2307258.41629,Erasmus,832329.41629,636526.261519,0.882,0.3634,2.4274,0.6393,0.5684
1236,3082600,1333389.0,778214.562703,2131363.0,10784860.0,2142838.82426,Erasmus,809449.82426,555174.437297,0.9946,0.3632,2.7388,0.6223,0.5836
1237,3082800,1078727.0,641177.45559,1629393.0,8714115.0,1683688.63768,Erasmus,604961.63768,437549.54441,0.9678,0.3808,2.5413,0.6407,0.5944
1238,3083000,1455682.0,693155.073954,2107547.0,11274644.0,2171914.92969,East Flatbush-Farragut,716232.92969,762526.926046,0.9704,0.3191,3.0405,0.6702,0.4762
1239,3083200,1055329.0,504440.756572,859361.0,6867933.0,1566888.33677,East Flatbush-Farragut,511559.33677,550888.243428,0.5485,0.3219,1.7036,0.6735,0.478
1240,3083400,900236.0,429544.673852,686458.0,5844454.0,1355748.33364,East Flatbush-Farragut,455512.33364,470691.326148,0.5063,0.3168,1.5981,0.664,0.4771
1241,3083600,1469179.0,788977.168798,1266470.0,14509868.0,2240975.5352,East Flatbush-Farragut,771796.5352,680201.831202,0.5651,0.3521,1.6052,0.6556,0.537
1242,3083800,1198766.0,600667.423925,988244.0,9061270.0,1796855.89198,East Flatbush-Farragut,598089.89198,598098.576075,0.55,0.3343,1.6452,0.6671,0.5011
1243,3084000,1192986.0,625182.252574,1110807.0,10168331.0,1830663.38163,East Flatbush-Farragut,637677.38163,567803.747426,0.6068,0.3415,1.7768,0.6517,0.524
1244,3084600,1103811.0,605854.197187,1016345.0,8907300.0,1778802.69653,Rugby-Remsen Village,674991.69653,497956.802813,0.5714,0.3406,1.6775,0.6205,0.5489
1245,3084800,920189.0,478515.266754,797725.0,6656276.0,1479845.46627,Rugby-Remsen Village,559656.46627,441673.733246,0.5391,0.3234,1.6671,0.6218,0.52
1246,3085000,861954.0,430625.360852,652143.0,5558101.0,1556707.78381,East Flatbush-Farragut,694753.78381,431328.639148,0.4189,0.2766,1.5144,0.5537,0.4996
1247,3085200,2876578.0,37686.3636086,25770.0,29019001.0,4317849.61387,park-cemetery-etc-Brooklyn,1441271.61387,2838891.63639,0.006,0.0087,0.6838,0.6662,0.0131
1248,3085400,814775.0,412236.134908,808184.0,5865759.0,1385790.11006,East Flatbush-Farragut,571015.11006,402538.865092,0.5832,0.2975,1.9605,0.5879,0.506
1249,3085600,1097327.0,582469.766356,1604792.0,9260951.0,1707739.55189,East Flatbush-Farragut,610412.55189,514857.233644,0.9397,0.3411,2.7552,0.6426,0.5308
1250,3085800,934916.0,483339.461047,899180.0,6426664.0,1446162.50421,East Flatbush-Farragut,511246.50421,451576.538953,0.6218,0.3342,1.8603,0.6465,0.517
1251,3086000,1196673.0,669183.981826,1370320.0,8979754.0,1873858.606,East Flatbush-Farragut,677185.606,527489.018174,0.7313,0.3571,2.0477,0.6386,0.5592
1252,3086200,970247.0,573557.73718,1264946.0,6935860.0,1508724.5117,Rugby-Remsen Village,538477.5117,396689.26282,0.8384,0.3802,2.2054,0.6431,0.5911
1253,3086400,899254.0,446321.170215,965035.0,7601431.0,1621224.16549,Rugby-Remsen Village,721970.16549,452932.829785,0.5953,0.2753,2.1622,0.5547,0.4963
1254,3086600,1059078.0,573163.268413,1442088.0,7777232.0,1684237.12718,Rugby-Remsen Village,625159.12718,485914.731587,0.8562,0.3403,2.516,0.6288,0.5412
1255,3086800,1147876.0,698750.94555,1507714.0,9265341.0,1879388.24818,Rugby-Remsen Village,731512.24818,449125.05445,0.8022,0.3718,2.1577,0.6108,0.6087
1256,3087000,1067805.0,574481.925276,1297657.0,7382190.0,1676352.2671,East Flatbush-Farragut,608547.2671,493323.074724,0.7741,0.3427,2.2588,0.637,0.538
1257,3087200,1008809.0,535146.463498,1178680.0,6526139.0,1583318.20776,East Flatbush-Farragut,574509.20776,473662.536502,0.7444,0.338,2.2025,0.6371,0.5305
1258,3087401,906359.0,455033.539882,1304595.0,5680468.0,1405622.92183,Prospect Lefferts Gardens-Wingate,499263.92183,451325.460118,0.9281,0.3237,2.867,0.6448,0.502
1259,3087600,1066331.0,389851.53256,967204.0,10546047.0,1530933.26238,Prospect Lefferts Gardens-Wingate,464602.26238,676479.46744,0.6318,0.2546,2.481,0.6965,0.3656
1260,3087800,1047110.0,563515.961723,1595767.0,9972109.0,1629552.99856,Prospect Lefferts Gardens-Wingate,582442.99856,483594.038277,0.9793,0.3458,2.8318,0.6426,0.5382
1261,3088000,1139612.0,575061.878261,1531727.0,9518809.0,1963161.80814,Prospect Lefferts Gardens-Wingate,823549.80814,564550.121739,0.7802,0.2929,2.6636,0.5805,0.5046
1262,3088200,1540022.0,865636.153321,2786720.0,10137763.0,2188027.92221,Rugby-Remsen Village,648005.92221,674385.846679,1.2736,0.3956,3.2193,0.7038,0.5621
1263,3088400,1276777.0,815220.501108,1831372.0,7024284.0,1797772.85773,Rugby-Remsen Village,520995.85773,461556.498892,1.0187,0.4535,2.2465,0.7102,0.6385
1264,3088600,1164103.0,628196.830914,1855141.0,8559370.0,1934361.72352,Rugby-Remsen Village,770258.72352,535906.169086,0.959,0.3248,2.9531,0.6018,0.5396
1265,3088800,1204244.0,679348.956393,1650337.0,9182629.0,2166799.52098,Rugby-Remsen Village,962555.52098,524895.043607,0.7616,0.3135,2.4293,0.5558,0.5641
1266,3089000,1533379.0,1031901.05438,3324277.0,11777702.0,2672111.43762,Rugby-Remsen Village,1138732.43762,501477.94562,1.2441,0.3862,3.2215,0.5738,0.673
1267,3089200,1056154.0,720066.661748,1845793.0,7675416.0,1932413.39942,Brownsville,876259.39942,336087.338252,0.9552,0.3726,2.5634,0.5465,0.6818
1268,3089400,1146406.0,621672.30116,1378625.0,5568542.0,1853454.20737,Brownsville,707048.20737,524733.69884,0.7438,0.3354,2.2176,0.6185,0.5423
1269,3089600,970106.0,515701.042477,1548725.0,7447914.0,1605933.84285,Brownsville,635827.84285,454404.957523,0.9644,0.3211,3.0031,0.6041,0.5316
1270,3089800,1102306.0,408023.646167,824024.0,5602200.0,1661399.96658,Brownsville,559093.96658,694282.353833,0.496,0.2456,2.0195,0.6635,0.3702
1271,3090000,1614992.0,883268.416875,2612770.0,10652047.0,2645350.86989,Brownsville,1030358.86989,731723.583125,0.9877,0.3339,2.9581,0.6105,0.5469
1272,3090200,1330943.0,618111.872633,1714877.0,10077598.0,2051102.74029,Brownsville,720159.74029,712831.127367,0.8361,0.3014,2.7744,0.6489,0.4644
1273,3090600,1507177.0,602759.038775,2170117.0,16839564.0,2107747.36335,Brownsville,600570.36335,904417.961225,1.0296,0.286,3.6003,0.7151,0.3999
1274,3090800,1286621.0,700297.509569,2277577.0,17627464.0,3194827.4787,Brownsville,1908206.4787,586323.490431,0.7129,0.2192,3.2523,0.4027,0.5443
1275,3091000,1395491.0,408715.716382,2022255.0,10127831.0,2281443.63328,Brownsville,885952.63328,986775.283618,0.8864,0.1791,4.9478,0.6117,0.2929
1276,3091200,1574085.0,283545.944048,3741425.0,7151400.0,1800466.62499,Brownsville,226381.62499,1290539.05595,2.078,0.1575,13.1951,0.8743,0.1801
1277,3091600,1372286.0,744015.12863,1817694.0,7671155.0,2321085.51081,Brownsville,948799.51081,628270.87137,0.7831,0.3205,2.4431,0.5912,0.5422
1278,3091800,1182154.0,463692.197693,1321226.0,6226035.0,2256020.97481,Brownsville,1073866.97481,718461.802307,0.5856,0.2055,2.8494,0.524,0.3922
1279,3092000,1320987.0,561490.095121,1297807.0,7271220.0,2555478.43134,Brownsville,1234491.43134,759496.904879,0.5079,0.2197,2.3114,0.5169,0.4251
1280,3092200,1249249.0,531176.686563,1678289.0,8651388.0,1743529.69214,Brownsville,494280.69214,718072.313437,0.9626,0.3047,3.1596,0.7165,0.4252
1281,3092400,1618687.0,835649.78701,2348177.0,14368487.0,2709111.04437,Brownsville,1090424.04437,783037.21299,0.8668,0.3085,2.81,0.5975,0.5163
1282,3092800,1049983.0,501845.743336,1176023.0,6825343.0,1692107.99445,Rugby-Remsen Village,642124.99445,548137.256664,0.695,0.2966,2.3434,0.6205,0.478
1283,3093000,1379152.0,602060.560476,1263122.0,11265137.0,2090418.90114,Rugby-Remsen Village,711266.90114,777091.439524,0.6042,0.288,2.098,0.6597,0.4365
1284,3093200,1760521.0,1199388.12172,1435583.0,17137374.0,3018999.96501,East Flatbush-Farragut,1258478.96501,561132.87828,0.4755,0.3973,1.1969,0.5831,0.6813
1285,3093400,1163493.0,504368.76197,1017199.0,7668546.0,1913351.79808,Rugby-Remsen Village,749858.79808,659124.23803,0.5316,0.2636,2.0168,0.6081,0.4335
1286,3093600,1165936.0,494419.68913,1072142.0,11345803.0,1777167.94139,Rugby-Remsen Village,611231.94139,671516.31087,0.6033,0.2782,2.1685,0.6561,0.4241
1287,3093800,833439.0,475054.483841,1005807.0,6065487.0,1411460.03044,Rugby-Remsen Village,578021.03044,358384.516159,0.7126,0.3366,2.1172,0.5905,0.57
1288,3094401,1972251.0,996424.171985,1829501.0,13131256.0,3904880.81106,Flatlands,1932629.81106,975826.828015,0.4685,0.2552,1.8361,0.5051,0.5052
1289,3094402,915230.0,171794.497228,987444.0,2267100.0,1150874.25431,Flatlands,235644.25431,743435.502772,0.858,0.1493,5.7478,0.7952,0.1877
1290,3094600,1475594.0,765562.736474,1702627.0,11906716.0,3111144.01053,Rugby-Remsen Village,1635550.01053,710031.263526,0.5473,0.2461,2.224,0.4743,0.5188
1291,3095000,1512320.0,646081.83724,1624995.0,11859747.0,2612164.01601,Canarsie,1099844.01601,866238.16276,0.6221,0.2473,2.5152,0.579,0.4272
1292,3095400,1645675.0,700201.914361,1691529.0,10272192.0,2551621.0775,Canarsie,905946.0775,945473.085639,0.6629,0.2744,2.4158,0.645,0.4255
1293,3095600,1673083.0,710253.422299,1618027.0,10133224.0,2557813.83483,Canarsie,884730.83483,962829.577701,0.6326,0.2777,2.2781,0.6541,0.4245
1294,3095800,1509280.0,672023.68026,1294150.0,7846804.0,2522663.46189,Canarsie,1013383.46189,837256.31974,0.513,0.2664,1.9258,0.5983,0.4453
1295,3096000,2043821.0,1358754.02466,1446814.0,21123270.0,4574022.44854,Canarsie,2530201.44854,685066.97534,0.3163,0.2971,1.0648,0.4468,0.6648
1296,3096200,1226440.0,577034.082168,864245.0,8180564.0,1920772.15524,Canarsie,694332.15524,649405.917832,0.4499,0.3004,1.4977,0.6385,0.4705
1297,3096400,1145484.0,515133.502672,917693.0,6345833.0,1900792.13866,Canarsie,755308.13866,630350.497328,0.4828,0.271,1.7815,0.6026,0.4497
1298,3096600,1213154.0,514495.738268,831678.0,6682905.0,1950813.54878,Canarsie,737659.54878,698658.261732,0.4263,0.2637,1.6165,0.6219,0.4241
1299,3096800,989908.0,454227.690917,719924.0,7251987.0,1603786.87135,Canarsie,613878.87135,535680.309083,0.4489,0.2832,1.5849,0.6172,0.4589
1300,3097000,1175462.0,501624.570385,842710.0,6160750.0,1759315.49788,Canarsie,583853.49788,673837.429615,0.479,0.2851,1.68,0.6681,0.4267
1301,3097400,1290677.0,587037.008797,1190681.0,11308075.0,2712076.63578,Canarsie,1421399.63578,703639.991203,0.439,0.2165,2.0283,0.4759,0.4548
1302,3098200,2252355.0,393139.539021,1402024.0,8568000.0,3723765.58143,Canarsie,1471410.58143,1859215.46098,0.3765,0.1056,3.5662,0.6049,0.1745
1303,3098400,801904.0,342791.354165,841200.0,4706403.0,1214786.69088,Canarsie,412882.69088,459112.645835,0.6925,0.2822,2.454,0.6601,0.4275
1304,3098600,1118059.0,426359.026169,972688.0,5988879.0,1677791.55349,Canarsie,559732.55349,691699.973831,0.5797,0.2541,2.2814,0.6664,0.3813
1305,3098800,1128803.0,468980.520811,1055009.0,6933331.0,1743233.09843,Canarsie,614430.09843,659822.479189,0.6052,0.269,2.2496,0.6475,0.4155
