1000100,12253428.0
1000201,12253428.0
1000202,12253428.0
1000500,12253428.0
1000600,12253428.0
1000700,12253428.0
1000800,12253428.0
1000900,12253428.0
1001001,12253428.0
1001002,3589344.0
1001200,12253428.0
1001300,12253428.0
1001401,12253428.0
1001402,12253428.0
1001501,12253428.0
1001502,12253428.0
1001600,12253428.0
1001800,12253428.0
1002000,12253428.0
1002100,3589344.0
1002201,3589344.0
1002202,3589344.0
1002400,12253428.0
1002500,12253428.0
1002601,12253428.0
1002602,12253428.0
1002700,12253428.0
1002800,12253428.0
1002900,12253428.0
1003001,12253428.0
1003002,12253428.0
1003100,3589344.0
1003200,12253428.0
1003300,3589344.0
1003400,3589344.0
1003601,12253428.0
1003602,12253428.0
1003700,12253428.0
1003800,12253428.0
1003900,12253428.0
1004000,3589344.0
1004100,12253428.0
1004200,12253428.0
1004300,12253428.0
1004400,3589344.0
1004500,12253428.0
1004700,12253428.0
1004800,3589344.0
1004900,12253428.0
1005000,3589344.0
1005200,12253428.0
1005400,12253428.0
1005501,12253428.0
1005502,12253428.0
1005600,12253428.0
1005700,12253428.0
1005800,3589344.0
1005900,12253428.0
1006000,12253428.0
1006100,12253428.0
1006200,12253428.0
1006300,12253428.0
1006400,3589344.0
1006500,12253428.0
1006600,3589344.0
1006700,3589344.0
1006800,3589344.0
1006900,3589344.0
1007000,12253428.0
1007100,12253428.0
1007200,12253428.0
1007300,12253428.0
1007400,12253428.0
1007500,3589344.0
1007600,12253428.0
1007700,3589344.0
1007800,12253428.0
1007900,3589344.0
1008000,12253428.0
1008100,12253428.0
1008200,12253428.0
1008300,12253428.0
1008400,12253428.0
1008601,12253428.0
1008602,12253428.0
1008603,12253428.0
1008700,3589344.0
1008800,12253428.0
1008900,3589344.0
1009000,12253428.0
1009100,3589344.0
1009200,12253428.0
1009300,3589344.0
1009400,12253428.0
1009500,12253428.0
1009600,12253428.0
1009700,12253428.0
1009800,12253428.0
1009900,3589344.0
1010000,12253428.0
1010100,12253428.0
1010200,12253428.0
1010300,12253428.0
1010400,12253428.0
1010601,12253428.0
1010602,12253428.0
1010800,12253428.0
1010900,12253428.0
1011000,12253428.0
1011100,3589344.0
1011201,12253428.0
1011202,12253428.0
1011203,12253428.0
1011300,12253428.0
1011401,12253428.0
1011402,12253428.0
1011500,12253428.0
1011600,12253428.0
1011700,12253428.0
1011800,12253428.0
1011900,12253428.0
1012000,12253428.0
1012100,12253428.0
1012200,12253428.0
1012400,12253428.0
1012500,12253428.0
1012600,12253428.0
1012700,12253428.0
1012800,12253428.0
1012900,12253428.0
1013000,12253428.0
1013100,12253428.0
1013200,12253428.0
1013300,12253428.0
1013400,12253428.0
1013500,12253428.0
1013600,3589344.0
1013700,12253428.0
1013800,12253428.0
1013900,12253428.0
1014000,12253428.0
1014200,12253428.0
1014300,3589344.0
1014401,3589344.0
1014402,3589344.0
1014500,12253428.0
