,CensusTract,LotArea,FootPrint,FloorSpace,SurfaceArea,ct_density,dist_from_esb,Neighborhood,floorarea_sqft,s,p,f,l,r
488,2030100,1074219.0,267456.436343,1207908.0,1583340.21216,0.761391007909,15723.7851884,Spuyten Duyvil-Kingsbridge,1205541,0.7629,0.1689,4.5163,0.6785,0.249
489,2030200,2566529.0,544275.578278,6540066.0,6063936.62794,1.07915210885,18177.9534118,Co-op City,6543910,1.0785,0.0898,12.0161,0.4232,0.2121
490,2030701,3233471.0,863036.078866,4295964.0,4277754.36859,1.00623612978,16258.803463,North Riverdale-Fieldston-Riverdale,4304431,1.0043,0.2017,4.9777,0.7559,0.2669
491,2030900,7233589.0,1046388.90498,3508820.0,13700957.0435,0.28812855828,16245.9204947,North Riverdale-Fieldston-Riverdale,3947637,0.2561,0.0764,3.3533,0.528,0.1447
492,2031000,4522527.0,1435632.86331,2535861.0,6834236.08141,0.374332547124,17238.1251207,Allerton-Pelham Gardens,2558277,0.3711,0.2101,1.7664,0.6617,0.3174
493,2031200,1436149.0,493992.900755,935458.0,2175834.03682,0.429930768694,17126.7029869,Allerton-Pelham Gardens,935458,0.4299,0.227,1.8937,0.66,0.344
494,2031400,1473546.0,506625.791415,1032398.0,2272270.79001,0.456863682165,16917.1160835,Allerton-Pelham Gardens,1038118,0.4543,0.223,2.0378,0.6485,0.3438
495,2031600,1221580.0,428161.79581,824663.0,1906941.0868,0.432453317886,16748.0514939,Allerton-Pelham Gardens,824663,0.4325,0.2245,1.9261,0.6406,0.3505
496,2031800,1163649.0,412299.246721,864603.0,1919429.5017,0.452167166979,16565.9328996,Allerton-Pelham Gardens,867903,0.4504,0.2148,2.097,0.6062,0.3543
497,2031900,2121737.0,187194.726075,321290.0,2382200.30812,0.134871110085,19260.7197686,North Riverdale-Fieldston-Riverdale,321290,0.1349,0.0786,1.7163,0.8907,0.0882
498,2032300,4352827.0,973605.372181,3571015.0,6019953.18778,0.595154295763,17983.9477032,North Riverdale-Fieldston-Riverdale,3582801,0.5932,0.1617,3.6678,0.7231,0.2237
499,2032400,2155612.0,545401.791706,1678074.0,2885687.6269,0.581516164244,16044.2747848,Bronxdale,1678074,0.5815,0.189,3.0768,0.747,0.253
500,2032600,2194379.0,807258.142428,1633614.0,3568723.69452,0.457758610595,16341.9985261,Allerton-Pelham Gardens,1633614,0.4578,0.2262,2.0237,0.6149,0.3679
501,2032800,1442207.0,521604.68308,1616936.0,2202647.78384,0.733770969584,15880.3827963,Bronxdale,1616239,0.7341,0.2368,3.0999,0.6548,0.3617
502,2033000,1338775.0,674728.720768,2439676.0,2218401.18915,1.10826392089,15716.7438062,Bronxdale,2458574,1.0997,0.3042,3.6158,0.6035,0.504
503,2033201,903291.0,374860.415037,1910194.0,1224202.47663,1.56035789542,15487.5589335,Bronxdale,1910194,1.5604,0.3062,5.0957,0.7379,0.415
504,2033202,777241.0,360966.474029,2246997.0,1229425.03134,1.82768118651,15869.6957695,Bronxdale,2246997,1.8277,0.2936,6.2249,0.6322,0.4644
505,2033400,32982570.0,947162.665175,1064215.0,33679687.1653,0.0291398193571,13849.8418906,park-cemetery-etc-Bronx,981420,0.0316,0.0281,1.1236,0.9793,0.0287
506,2033500,3805393.0,831797.3623,1899566.0,7498691.93405,0.337781978814,16833.3210845,North Riverdale-Fieldston-Riverdale,2532923,0.2533,0.1109,2.2837,0.5075,0.2186
507,2033600,1612054.0,496130.158789,2681994.0,1985238.46327,1.35096818323,16227.1895784,Bronxdale,2681994,1.351,0.2499,5.4058,0.812,0.3078
508,2033700,2673841.0,883114.684234,1921065.0,4663991.99304,0.41301636085,18020.0345125,North Riverdale-Fieldston-Riverdale,1926305,0.4119,0.1893,2.1753,0.5733,0.3303
509,2033800,1067368.0,603334.979316,1554051.0,1737175.18408,0.89458507941,16389.3034021,Bronxdale,1554051,0.8946,0.3473,2.5758,0.6144,0.5653
510,2034000,1051836.0,547729.038037,1841742.0,1704073.06367,1.0836266586,16544.7191823,Bronxdale,1846579,1.0808,0.3214,3.3625,0.6172,0.5207
511,2034200,904000.0,368490.173584,792689.0,1687802.69573,0.474803128368,16702.2731913,Allerton-Pelham Gardens,801374,0.4697,0.2183,2.1512,0.5356,0.4076
512,2034300,799892.0,303922.417489,824286.0,1318002.7914,0.626679249384,19137.2671343,North Riverdale-Fieldston-Riverdale,825965,0.6254,0.2306,2.7122,0.6069,0.38
513,2034400,951932.0,390690.348164,757639.0,1690333.07929,0.454786698207,16851.5961981,Allerton-Pelham Gardens,768741,0.4482,0.2311,1.9392,0.5632,0.4104
514,2034500,1678532.0,581301.041912,1979171.0,2976525.4882,0.688728521938,18383.3904617,North Riverdale-Fieldston-Riverdale,2050018,0.6649,0.1953,3.4047,0.5639,0.3463
515,2034800,2951363.0,1005869.63388,2639020.0,4713702.84914,0.565067651748,17003.2687772,Allerton-Pelham Gardens,2663561,0.5599,0.2134,2.6236,0.6261,0.3408
516,2035000,1088548.0,417642.213282,821181.0,2066395.74827,0.402421462925,17308.1742413,Allerton-Pelham Gardens,831562,0.3974,0.2021,1.9662,0.5268,0.3837
517,2035100,3912377.0,905766.537212,2511648.0,6208264.04832,0.31538623112,17122.2826483,North Riverdale-Fieldston-Riverdale,1958001,0.4046,0.1459,2.773,0.6302,0.2315
518,2035600,2812969.0,828567.523551,1372308.0,4229647.32423,0.324715725619,17983.743947,Eastchester-Edenwald-Baychester,1373433,0.3244,0.1959,1.6562,0.6651,0.2946
519,2035800,4119053.0,1498438.46566,2905039.0,7018832.03815,0.416457607777,17952.3632831,Eastchester-Edenwald-Baychester,2923046,0.4139,0.2135,1.9387,0.5869,0.3638
520,2035900,645277.0,349428.852861,1135762.0,1452781.52607,0.781784445644,13200.3621152,East Tremont,1135762,0.7818,0.2405,3.2503,0.4442,0.5415
521,2036000,1775965.0,614318.084893,1254934.0,2857374.96724,0.443086054339,17466.6629758,Allerton-Pelham Gardens,1266063,0.4392,0.215,2.0428,0.6215,0.3459
522,2036100,1034857.0,446424.367022,2431611.0,1760194.00551,1.41510764848,13485.3688977,East Tremont,2490864,1.3814,0.2536,5.4469,0.5879,0.4314
523,2036300,1130297.0,669801.134498,2878966.0,2382766.1194,1.23361079212,13452.4629723,East Tremont,2939406,1.2082,0.2811,4.2982,0.4744,0.5926
524,2036400,1368928.0,617596.865942,1254882.0,2191493.96136,0.572614856407,17791.7871059,Eastchester-Edenwald-Baychester,1254882,0.5726,0.2818,2.0319,0.6247,0.4512
525,2036501,645174.0,372452.526523,1540737.0,1030821.78236,1.50726830436,13422.2549921,East Tremont,1553725,1.4947,0.3613,4.1367,0.6259,0.5773
526,2036502,502004.0,278100.300757,946126.0,1050346.58361,0.907866998265,13194.5656639,East Tremont,953575,0.9008,0.2648,3.4021,0.4779,0.554
527,2036700,648861.0,348257.530001,1020713.0,1005438.02904,1.04924915264,12967.8706194,East Tremont,1054955,1.0152,0.3464,2.9309,0.6454,0.5367
528,2036800,1122117.0,421091.66499,892922.0,1820227.869,0.492236172877,17628.6105327,Williamsbridge-Olinville,895982,0.4906,0.2313,2.1205,0.6165,0.3753
529,2036901,506660.0,332519.7558,1287131.0,1054250.14744,1.22089714962,13068.6060423,East Tremont,1287131,1.2209,0.3154,3.8708,0.4806,0.6563
530,2036902,355000.0,151967.519951,840549.0,686266.896701,1.28176661912,12967.971717,East Tremont,879634,1.2248,0.2214,5.5311,0.5173,0.4281
531,2037000,1084867.0,452558.033092,977079.0,1709084.35147,0.579533127869,17216.7158732,Williamsbridge-Olinville,990471,0.5717,0.2648,2.159,0.6348,0.4172
532,2037100,1253288.0,564143.155081,2087551.0,2128494.67606,1.01778690093,13407.5207438,East Tremont,2166354,0.9808,0.265,3.7004,0.5888,0.4501
533,2037200,1256013.0,503288.596271,1536225.0,2008935.36521,0.767757403603,17028.1005906,Williamsbridge-Olinville,1542375,0.7647,0.2505,3.0524,0.6252,0.4007
534,2037300,1092948.0,554655.760236,2078988.0,1864932.65553,1.13355728623,13384.7143468,East Tremont,2114008,1.1148,0.2974,3.7482,0.5861,0.5075
535,2037400,1117709.0,436769.293279,1768575.0,1799971.82772,0.986378215846,16880.6283445,Williamsbridge-Olinville,1775453,0.9826,0.2427,4.0492,0.621,0.3908
536,2037504,1097574.0,678794.885731,2623050.0,2585510.99459,0.980101421074,13271.8146142,East Tremont,2534063,1.0145,0.2625,3.8643,0.4245,0.6185
537,2037600,723890.0,334707.965181,901263.0,1364148.03482,0.663927210891,16771.6787925,Williamsbridge-Olinville,905695,0.6607,0.2454,2.6927,0.5307,0.4624
538,2037800,742539.0,360799.041017,1266745.0,1360790.17889,0.989838125595,17429.0696934,Williamsbridge-Olinville,1346962,0.9309,0.2651,3.5109,0.5457,0.4859
539,2037900,1145028.0,650620.904565,2298002.0,2064159.32885,1.1804108171,13118.5022108,Mount Hope,2436556,1.1133,0.3152,3.532,0.5547,0.5682
540,2038000,1411741.0,670011.777512,2211069.0,2346733.50213,0.98010575036,17503.1871186,Williamsbridge-Olinville,2300047,0.9422,0.2855,3.3,0.6016,0.4746
541,2038100,909616.0,499436.60626,2198597.0,1626409.49008,1.45862097736,13130.9356626,Mount Hope,2372315,1.3518,0.3071,4.4022,0.5593,0.5491
542,2038200,1006793.0,418867.140462,1028113.0,1704010.24536,0.608444111661,17788.538541,Williamsbridge-Olinville,1036795,0.6033,0.2458,2.4545,0.5908,0.416
543,2038301,599954.0,360227.658891,1554951.0,1030540.4932,1.52753531801,13937.6072465,Fordham South,1574187,1.5089,0.3496,4.3166,0.5822,0.6004
544,2038302,908286.0,507104.643005,2501748.0,1565110.49373,1.60093425355,13829.6223658,Fordham South,2505639,1.5984,0.324,4.9334,0.5803,0.5583
545,2038500,1060747.0,648028.862832,2424012.0,2053030.26551,0.987561671185,14022.6408417,Claremont-Bathgate,2027494,1.1807,0.3156,3.7406,0.5167,0.6109
546,2038600,2539814.0,1105985.33238,3123830.0,4405922.37704,0.709943283681,18136.6972487,Eastchester-Edenwald-Baychester,3127955,0.709,0.251,2.8245,0.5765,0.4355
547,2038700,1155089.0,740013.503925,2242107.0,1969718.58369,1.20964081861,14257.4268546,Belmont,2382652,1.1383,0.3757,3.0298,0.5864,0.6407
548,2038800,1007871.0,398338.845854,963173.0,1593876.06362,0.620480489401,18038.4286745,Williamsbridge-Olinville,988969,0.6043,0.2499,2.418,0.6323,0.3952
549,2038900,1105534.0,656044.909207,2056492.0,1860955.28581,1.1192547268,14497.4959327,Belmont,2082883,1.1051,0.3525,3.1347,0.5941,0.5934
550,2039000,1417972.0,633569.896774,1528092.0,1966311.16021,0.79065512695,17886.0266495,Williamsbridge-Olinville,1554674,0.7771,0.3222,2.4119,0.7211,0.4468
551,2039100,1327004.0,841285.091072,2690427.0,2213814.26954,1.21735008988,14055.2763288,Belmont,2694987,1.2153,0.38,3.198,0.5994,0.634
552,2039200,729544.0,329478.33125,871312.0,1035565.19081,0.84138787952,17921.018982,Williamsbridge-Olinville,871312,0.8414,0.3182,2.6445,0.7045,0.4516
553,2039300,1230664.0,668303.248342,2791212.0,1970412.04867,1.41771920339,14064.8954765,Belmont,2793491,1.4166,0.3392,4.1766,0.6246,0.543
554,2039400,1080970.0,551423.647833,1891484.0,1560974.38642,1.21173288713,18155.3154351,Williamsbridge-Olinville,1891484,1.2117,0.3533,3.4302,0.6925,0.5101
555,2039500,2375809.0,1040408.22654,3010970.0,4446408.65842,0.679427653209,12821.9417272,Claremont-Bathgate,3021013,0.6772,0.234,2.894,0.5343,0.4379
556,2039600,1623100.0,723611.181364,1762722.0,2402726.4967,0.742092369834,18243.9939448,Williamsbridge-Olinville,1783045,0.7336,0.3012,2.436,0.6755,0.4458
557,2039700,4457616.0,1045959.11358,3065854.0,5542315.71684,0.554565123503,14875.4275433,Belmont,3073575,0.5532,0.1887,2.9311,0.8043,0.2346
558,2039800,1409209.0,526720.417879,1273337.0,2172955.46413,0.58539303773,18359.7121756,Williamsbridge-Olinville,1272033,0.586,0.2424,2.4175,0.6485,0.3738
559,2039901,903345.0,569369.339801,2345224.0,1637824.63868,1.43191398188,14704.9061478,Bedford Park-Fordham North,2345224,1.4319,0.3476,4.119,0.5516,0.6303
560,2039902,779911.0,517375.959863,2171697.0,1309646.58385,1.65882309532,14344.9396145,Bedford Park-Fordham North,2172472,1.6582,0.3951,4.1975,0.5955,0.6634
561,2040100,1180308.0,497181.352526,2158286.0,1841945.93987,1.17174231517,14569.0663275,Bedford Park-Fordham North,2158286,1.1717,0.2699,4.341,0.6408,0.4212
562,2040302,390846.0,265139.029349,1616515.0,682700.661638,2.36782398324,15124.4614621,Bedford Park-Fordham North,1616515,2.3678,0.3884,6.0969,0.5725,0.6784
563,2040303,548143.0,333456.24012,1705591.0,949187.774428,1.80551208746,15401.2722002,Van Cortlandt Village,1713770,1.7969,0.3513,5.1149,0.5775,0.6083
564,2040304,456138.0,294034.011739,1527087.0,723328.261703,2.11119498691,15169.8491915,Van Cortlandt Village,1527087,2.1112,0.4065,5.1936,0.6306,0.6446
565,2040400,1556378.0,628351.837978,1558213.0,2316966.96284,0.674363952987,18773.0281343,Williamsbridge-Olinville,1562479,0.6725,0.2712,2.4798,0.6717,0.4037
566,2040501,583437.0,367945.225496,1698140.0,873437.241163,1.94420379619,15131.0151907,Bedford Park-Fordham North,1698140,1.9442,0.4213,4.6152,0.668,0.6307
567,2040502,1041236.0,565894.819135,2658531.0,1534114.68006,1.73294150337,15109.5862182,Bedford Park-Fordham North,2658531,1.7329,0.3689,4.6979,0.6787,0.5435
568,2040600,1696985.0,744933.281685,1542320.0,2403938.47258,0.650007900711,18658.9895879,Williamsbridge-Olinville,1562579,0.6416,0.3099,2.0704,0.7059,0.439
569,2040701,347923.0,226802.528225,1289239.0,630566.029192,2.044574145,15706.6357647,Van Cortlandt Village,1289239,2.0446,0.3597,5.6844,0.5518,0.6519
570,2040702,1294069.0,621891.631107,2786147.0,1956959.07773,1.49645183352,15530.416853,Bedford Park-Fordham North,2928495,1.4237,0.3178,4.4801,0.6613,0.4806
571,2040800,927332.0,486126.942468,1538038.0,1324406.3301,1.19190309207,18594.2196968,Williamsbridge-Olinville,1578564,1.1613,0.3671,3.1639,0.7002,0.5242
572,2040900,9203558.0,952357.980857,5050441.0,12554440.9537,0.402283225404,15318.0938396,Van Cortlandt Village,5050441,0.4023,0.0759,5.3031,0.7331,0.1035
573,2041100,651312.0,412400.080789,1645231.0,1309717.17697,1.28050240883,16028.3485671,Bedford Park-Fordham North,1677096,1.2562,0.3149,3.9894,0.4973,0.6332
574,2041300,1104547.0,638889.198756,3345827.0,1865502.79381,1.80824709091,15972.9046409,Bedford Park-Fordham North,3373290,1.7935,0.3425,5.2369,0.5921,0.5784
575,2041400,2922811.0,1390596.53791,2680162.0,5955738.45194,0.451066147662,19947.7639883,Woodlawn-Wakefield,2686432,0.45,0.2335,1.9273,0.4908,0.4758
576,2041500,982033.0,563385.198516,2696290.0,1471378.17314,1.83427622434,15760.7453219,Bedford Park-Fordham North,2698914,1.8325,0.3829,4.7859,0.6674,0.5737
577,2041800,1475538.0,747540.7643,1611271.0,2930549.17693,0.585061671545,19312.1567658,Woodlawn-Wakefield,1714552,0.5498,0.2551,2.1554,0.5035,0.5066
578,2041900,1309521.0,778470.557253,3612791.0,3505470.57137,1.03061512754,16268.2793774,Norwood,3612791,1.0306,0.2221,4.6409,0.3736,0.5945
579,2042000,1096562.0,598004.902099,2405622.0,1615128.62327,1.49555085905,19008.8896227,Williamsbridge-Olinville,2415507,1.4894,0.3703,4.0227,0.6789,0.5453
580,2042100,1285085.0,933230.331232,4551423.0,2669986.39955,1.70503602594,16767.6052313,Norwood,4552423,1.7047,0.3495,4.8771,0.4813,0.7262
581,2042200,1289514.0,572073.184677,1372271.0,1884434.55343,0.728866384614,19076.0417219,Williamsbridge-Olinville,1373501,0.7282,0.3036,2.3988,0.6843,0.4436
582,2042300,1116793.0,383646.232433,1727034.0,1939179.59665,0.890600335824,16559.9337827,Norwood,1727034,0.8906,0.1978,4.5016,0.5759,0.3435
583,2042400,1235239.0,471613.693083,1001790.0,1882378.37052,0.535804074141,19186.9518219,Williamsbridge-Olinville,1008586,0.5322,0.2505,2.1242,0.6562,0.3818
584,2042500,1396510.0,837921.891993,2918192.0,3154915.26962,1.02995571111,15724.5067412,Norwood,3249423,0.925,0.2656,3.4827,0.4426,0.6
585,2042600,3435650.0,1292723.14427,2665990.0,5473783.58408,0.489494872942,19391.544165,Woodlawn-Wakefield,2679389,0.487,0.2362,2.0623,0.6277,0.3763
586,2042800,1134842.0,439642.070104,875422.0,1821035.07925,0.484622185512,19781.6805038,Woodlawn-Wakefield,882514,0.4807,0.2414,1.9912,0.6232,0.3874
587,2042901,479092.0,283266.640017,1280111.0,1105150.73131,1.16007071586,16682.3182774,Norwood,1282053,1.1583,0.2563,4.5191,0.4335,0.5913
588,2042902,671009.0,399491.688386,1687701.0,1011499.02132,1.75566754151,16855.8499817,Norwood,1775856,1.6685,0.395,4.2246,0.6634,0.5954
589,2043000,1384820.0,569952.797752,1144819.0,2219376.16427,0.51582918589,19455.7206999,Woodlawn-Wakefield,1144819,0.5158,0.2568,2.0086,0.624,0.4116
590,2043100,1440204.0,931997.755409,4566384.0,2331576.32766,1.96076960714,17283.6177827,Norwood,4571684,1.9585,0.3997,4.8996,0.6177,0.6471
591,2043400,1637455.0,851539.41626,1752862.0,3761013.01142,0.467341377087,19404.7893221,Woodlawn-Wakefield,1757677,0.4661,0.2264,2.0585,0.4354,0.52
592,2043500,63162683.0,687645.505253,302274.0,72721530.882,0.00856918154007,16965.7250329,park-cemetery-etc-Bronx,623164,0.0042,0.0095,0.4396,0.8686,0.0109
593,2043600,1074224.0,437331.225298,827681.0,1679294.21953,0.49784426712,19743.956434,Woodlawn-Wakefield,836027,0.4929,0.2604,1.8926,0.6397,0.4071
594,2044200,1634417.0,722851.75563,1465465.0,2614475.73444,0.566058036227,20643.6621598,Woodlawn-Wakefield,1479945,0.5605,0.2765,2.0273,0.6251,0.4423
595,2044400,2730528.0,856140.544194,1587121.0,3925376.66905,0.405038582039,20172.2240575,Woodlawn-Wakefield,1589929,0.4043,0.2181,1.8538,0.6956,0.3135
596,2044800,1153869.0,416557.43695,801547.0,1817406.93201,0.441038815184,20088.5923163,Woodlawn-Wakefield,801547,0.441,0.2292,1.9242,0.6349,0.361
597,2044901,1098661.0,466247.176375,1143879.0,1706515.64432,0.672542325539,18725.394383,Woodlawn-Wakefield,1147704,0.6703,0.2732,2.4534,0.6438,0.4244
598,2044902,1104873.0,513956.928709,1173291.0,1681787.26009,0.697645313318,19117.2617136,Woodlawn-Wakefield,1173291,0.6976,0.3056,2.2829,0.657,0.4652
599,2045101,958684.0,464536.019236,1164325.0,1854782.77454,0.629709859307,19219.2754761,Woodlawn-Wakefield,1167975,0.6277,0.2505,2.5064,0.5169,0.4846
600,2045102,1284702.0,541417.900075,1238525.0,2303794.27283,0.53760225668,19468.8687579,Woodlawn-Wakefield,1238525,0.5376,0.235,2.2876,0.5576,0.4214
601,2045600,4624724.0,1313129.21168,1982010.0,9265823.93506,0.216362841993,20117.5846687,Eastchester-Edenwald-Baychester,2004780,0.2139,0.1417,1.5094,0.4991,0.2839
602,2045800,2506120.0,347745.867587,2202035.0,2582516.43834,0.852670274353,18974.6851155,Eastchester-Edenwald-Baychester,2202035,0.8527,0.1347,6.3323,0.9704,0.1388
603,2046000,2124456.0,558878.317539,1522606.0,3096846.46457,0.498201966953,18819.8762055,Eastchester-Edenwald-Baychester,1542855,0.4917,0.1805,2.7244,0.686,0.2631
604,2046201,14530922.0,2937530.14461,19231421.0,23507456.8818,0.889206140209,18230.9531952,Co-op City,20902975,0.8181,0.125,6.5468,0.6181,0.2022
605,2046202,5219724.0,1942604.74482,4356130.0,10304365.8754,0.425151635042,18309.8979979,Co-op City,4380918,0.4227,0.1885,2.2424,0.5066,0.3722
606,2048400,3626723.0,1238005.54223,2337272.0,7465667.10048,0.313361146233,19272.6422948,Eastchester-Edenwald-Baychester,2339450,0.3131,0.1658,1.8879,0.4858,0.3414
607,2051600,14594145.0,2264821.17182,3209441.0,17352035.3934,0.176908352848,19133.1973929,Pelham Bay-Country Club-City Island,3069720,0.185,0.1305,1.4171,0.8411,0.1552
608,3000100,1882569.0,807603.469611,5156758.0,2237278.21786,2.48056900376,5088.59638266,Brooklyn Heights-Cobble Hill,5549723,2.3049,0.361,6.3853,0.8415,0.429
609,3000200,1727995.0,1214299.03256,2701066.0,2952085.29777,0.918191964862,10339.7109945,Sunset Park West,2710581,0.915,0.4113,2.2244,0.5853,0.7027
610,3000301,1772239.0,591991.252974,3285439.0,2142139.06539,1.46152462769,5505.84536731,Brooklyn Heights-Cobble Hill,3130789,1.5337,0.2764,5.5498,0.8273,0.334
611,3000501,614642.0,440829.413279,2262594.0,901506.992481,2.6598229631,5584.80574785,Brooklyn Heights-Cobble Hill,2397849,2.5098,0.489,5.1326,0.6818,0.7172
612,3000502,692794.0,489831.326574,2959735.0,1038555.2225,2.85444234045,5690.24178208,Brooklyn Heights-Cobble Hill,2964496,2.8499,0.4716,6.0424,0.6671,0.707
613,3000700,1027832.0,685135.06153,2905116.0,1927409.05749,1.52009143498,6129.1821559,Brooklyn Heights-Cobble Hill,2929838,1.5073,0.3555,4.2402,0.5333,0.6666
614,3000900,1017403.0,795429.443578,6644890.0,1737777.42433,4.21200373392,5960.41221188,Brooklyn Heights-Cobble Hill,7319525,3.8238,0.4577,8.3538,0.5855,0.7818
615,3001100,1047425.0,719772.428739,7005267.0,1814052.49798,3.86891614648,5933.11494466,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7018417,3.8617,0.3968,9.7326,0.5774,0.6872
616,3001300,1612767.0,617285.642728,4924868.0,3138437.81005,1.51279849637,5302.24361219,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4747824,1.5692,0.1967,7.9783,0.5139,0.3827
617,3001500,1579251.0,981208.753821,9974422.0,3310755.75934,3.07477106135,5547.78696889,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,10179816,3.0127,0.2964,10.1654,0.477,0.6213
618,3001800,16486290.0,5864022.41947,23041950.0,22091941.8674,1.04352755128,8572.74296949,Sunset Park West,23053550,1.043,0.2654,3.9294,0.7463,0.3557
619,3002000,922607.0,758148.424713,1223687.0,1620770.16274,0.759142800309,11123.957093,Sunset Park West,1230396,0.755,0.4678,1.614,0.5692,0.8217
620,3002100,1997539.0,1466779.17161,7217239.0,5707305.46235,1.44053582803,4736.01455718,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8221578,1.2646,0.257,4.9205,0.35,0.7343
621,3002200,1988422.0,1407757.72574,3295959.0,3690653.77562,0.986377271162,11532.0954609,Sunset Park West,3640377,0.8931,0.3814,2.3413,0.5388,0.708
622,3002300,942450.0,163325.674044,1490316.0,1961451.52045,0.813809050776,5215.51722637,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1596247,0.7598,0.0833,9.1248,0.4805,0.1733
623,3002901,755871.0,212645.229225,1059125.0,1167531.1225,0.980571719192,5774.15522047,Fort Greene,1144848,0.9071,0.1821,4.9807,0.6474,0.2813
624,3003000,693048.0,350669.096543,899938.0,1174204.93497,0.766423282,12454.7695845,Bay Ridge,899938,0.7664,0.2986,2.5663,0.5902,0.506
625,3003100,2424939.0,462344.061165,2890103.0,3102713.60838,0.941976401594,6089.8295088,Fort Greene,2922683,0.9315,0.149,6.251,0.7816,0.1907
626,3003300,927005.0,670183.786547,3587200.0,1773979.49178,2.33487930339,6486.64277106,Fort Greene,4142028,2.0221,0.3778,5.3526,0.5226,0.723
627,3003400,2179044.0,712456.716969,1917712.0,5158736.7752,0.371615006452,12260.3475317,Bay Ridge,1917064,0.3717,0.1381,2.6917,0.4224,0.327
628,3003500,809601.0,580328.199532,3510698.0,1433175.19479,2.45221799315,6861.40488181,Fort Greene,3514458,2.4496,0.4049,6.0495,0.5649,0.7168
629,3003600,915346.0,523509.923528,2086348.0,1348886.76182,1.54671841926,12918.6020727,Bay Ridge,2086348,1.5467,0.3881,3.9853,0.6786,0.5719
630,3003700,890892.0,878645.763962,5057304.0,1805697.77174,3.36370963904,6255.70903491,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6073843,2.8007,0.4866,5.7558,0.4934,0.9863
631,3003800,669969.0,357459.451994,945042.0,1367702.80605,0.722459583785,13217.067412,Bay Ridge,988110,0.691,0.2614,2.6438,0.4898,0.5335
632,3003900,1004420.0,692105.409254,2254621.0,1681241.45159,1.34590007751,6789.68357736,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2262783,1.341,0.4117,3.2576,0.5974,0.6891
633,3004100,1099223.0,648932.130866,2446353.0,1744094.3952,1.41848400339,6594.39523935,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2473970,1.4026,0.3721,3.7698,0.6303,0.5904
634,3004300,1018827.0,705002.613652,2707902.0,1786641.70084,1.82135847298,6454.27594281,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3254115,1.5156,0.3946,3.841,0.5702,0.692
635,3004500,1197932.0,697467.73211,2543382.0,1835597.06095,1.38558840287,6462.64769241,Carroll Gardens-Columbia Street-Red Hook,2543382,1.3856,0.38,3.6466,0.6526,0.5822
636,3004700,1879358.0,924104.547142,1771413.0,2902478.11398,0.625855881996,6364.00413871,Carroll Gardens-Columbia Street-Red Hook,1816533,0.6103,0.3184,1.9169,0.6475,0.4917
637,3004900,715502.0,432451.567154,1838879.0,1051002.9527,1.8243031526,6433.88803094,Carroll Gardens-Columbia Street-Red Hook,1917348,1.7496,0.4115,4.2522,0.6808,0.6044
638,3005000,1338078.0,623648.557918,1631615.0,2395905.71618,0.681001338651,14206.2471885,Bay Ridge,1631615,0.681,0.2603,2.6162,0.5585,0.4661
639,3005100,1008585.0,608643.982402,1330540.0,1950312.99002,0.72311214006,7076.69811037,Carroll Gardens-Columbia Street-Red Hook,1410295,0.6822,0.3121,2.1861,0.5171,0.6035
640,3005201,892770.0,294410.143765,1224471.0,1448244.16819,0.845486573946,14630.5046146,Bay Ridge,1224471,0.8455,0.2033,4.1591,0.6164,0.3298
641,3005202,671676.0,376176.949679,1618087.0,1398134.48416,1.15731856866,14868.6429662,Bay Ridge,1618087,1.1573,0.2691,4.3014,0.4804,0.5601
642,3005300,12065960.0,3851058.28808,7514097.0,17692164.8087,0.464918232954,7124.62251277,Carroll Gardens-Columbia Street-Red Hook,8225410,0.4247,0.2177,1.9512,0.682,0.3192
643,3005601,790951.0,466757.068504,1664242.0,1818781.26602,0.915031417517,15191.0067872,Bay Ridge,1664242,0.915,0.2566,3.5655,0.4349,0.5901
644,3005800,1378222.0,738822.018294,1963503.0,2080303.3141,0.947742084838,14675.6969935,Bay Ridge,1971591,0.9439,0.3552,2.6576,0.6625,0.5361
645,3005900,1751867.0,1227574.518,2089599.0,3852486.96185,0.546192893276,7386.23220089,Carroll Gardens-Columbia Street-Red Hook,2104201,0.5424,0.3186,1.7022,0.4547,0.7007
646,3006000,1084877.0,611480.9248,1573296.0,1639073.92632,0.959868847119,14388.3848595,Bay Ridge,1573296,0.9599,0.3731,2.5729,0.6619,0.5636
647,3006200,1184739.0,619576.432334,1641977.0,1746843.28408,0.918901549228,14049.9097441,Bay Ridge,1605177,0.94,0.3547,2.6502,0.6782,0.523
648,3006300,612578.0,369278.514588,1169770.0,1084239.34136,1.13574093194,7125.09823683,Carroll Gardens-Columbia Street-Red Hook,1231415,1.0789,0.3406,3.1677,0.565,0.6028
