1000100,1844421.23837
1000201,971628.184379
1000202,3315121.27246
1000500,9081808.05089
1000600,2583417.58197
1000700,2528569.60166
1000800,2366871.16185
1000900,3122058.76235
1001001,867808.511034
1001002,2225016.11813
1001200,1298211.2606
1001300,3463333.08453
1001401,1006080.80467
1001402,1226206.04788
1001501,2814991.38428
1001502,2201257.30611
1001600,2233319.76276
1001800,2399045.31544
1002000,1368554.35977
1002100,2611965.07501
1002201,1740173.79436
1002202,603922.222446
1002400,1860513.39063
1002500,1439387.81849
1002601,1141510.04298
1002602,1115989.34351
1002700,638017.101253
1002800,1973553.68367
1002900,3012226.17212
1003001,1344750.48782
1003002,841097.860872
1003100,2208672.01072
1003200,2334190.23228
1003300,3677727.54492
1003400,1718525.04219
1003601,1068027.19907
1003602,961070.463813
1003700,4121299.35958
1003800,2180883.75363
1003900,3451489.35861
1004000,1927667.4675
1004100,2058843.42851
1004200,933479.974503
1004300,1605585.14064
1004400,4277884.20661
1004500,1129524.58963
1004700,1780550.84355
1004800,1920810.66835
1004900,2216135.00606
1005000,1794154.32209
1005200,1815428.87494
1005400,1808932.73001
1005501,1338496.7508
1005502,1243017.21891
1005600,1878242.46179
1005700,1155301.61546
1005800,1879690.3674
1005900,1250316.2411
1006000,1296018.23635
1006100,1528892.45318
1006200,3174474.57977
1006300,1918265.58446
1006400,1938624.43131
1006500,2167562.30808
1006600,1880536.44977
1006700,1812910.94853
1006800,1877721.06529
1006900,2350820.99482
1007000,1908709.28103
1007100,1775750.82775
1007200,1877428.85493
1007300,1778348.4359
1007400,1879420.36101
1007500,1778074.50241
1007600,1873515.08743
1007700,1923634.67585
1007800,1912109.70601
1007900,2979133.70568
1008000,1855976.7105
1008100,1876262.63754
1008200,1856719.40603
1008300,1872963.18444
1008400,1862741.82427
1008601,1221384.83604
1008602,1075371.26268
1008603,1253784.29127
1008700,1780833.95782
1008800,1946103.25302
1008900,1782674.05643
1009000,1906164.21271
1009100,1927040.21793
1009200,2118430.76118
1009300,1929422.6884
1009400,1646379.32322
1009500,1851216.00334
1009600,1887288.40108
1009700,1860580.94065
1009800,1906016.35002
1009900,10715840.3901
1010000,1860938.37794
1010100,1891336.08132
1010200,1860992.5363
1010300,1875918.12271
1010400,1864600.35091
1010601,1305574.86579
1010602,1344539.1764
1010800,1950021.48118
1010900,1891364.6233
1011000,1901324.18249
1011100,1889012.18619
1011201,856164.356123
1011202,839525.781464
1011203,854082.515426
1011300,1890907.33104
1011401,1060696.30244
1011402,1063547.40503
1011500,1889825.65239
1011600,2117484.29199
1011700,2136884.28051
1011800,1903276.09728
1011900,1911310.5219
1012000,1862415.44246
1012100,1919460.65715
1012200,1857829.53105
1012400,1847564.26452
1012500,1875481.62066
1012600,1976487.48125
1012700,1871751.38333
1012800,1924402.65723
1012900,4355081.72078
1013000,1918144.49944
1013100,1874645.4961
1013200,2148206.13502
1013300,1876725.7388
1013400,1956780.7626
1013500,4513475.18656
1013600,2358422.79807
1013700,2435167.66935
1013800,1959555.68567
1013900,1955059.85243
1014000,1925984.22252
1014200,1927688.28305
1014300,38310328.2222
1014401,800310.56642
1014402,1886948.27811
1014500,1897994.08995
1014601,799879.808768
1014602,1175338.62237
1014700,703936.349311
1014801,559216.157816
1014802,1351365.00485
1014900,1880349.86996
1015001,556354.416814
1015002,1352593.38437
1015100,3579761.10442
1015200,1913189.43076
1015300,1872392.64555
1015400,1909222.24485
1015500,2035791.20349
1015601,791936.098989
1015602,1169910.75402
1015700,1967465.56483
1015801,1352987.6138
1015802,551658.976971
1015900,1867947.75475
1016001,1352676.79678
1016002,554061.784989
1016100,1676887.39948
1016200,2924177.05623
1016300,2861319.98167
1016400,1911300.53779
1016500,2198742.30711
1016600,1872055.57576
1016700,2195089.25503
1016800,2151827.96888
1016900,1937088.12181
1017000,1969157.93986
1017100,2261887.34785
1017200,1912754.69231
1017300,1922492.17362
1017401,1086638.95422
1017402,547579.180176
1017500,2318953.25693
1017700,1879137.15056
1017800,2663014.71169
1017900,2278120.86403
1018000,2287541.21684
1018100,1489438.00029
1018200,1904007.70829
1018300,2391019.3265
1018400,1903568.31875
1018500,1406908.14232
1018600,1311722.27263
1018700,2323892.3028
1018800,1599376.13286
1018900,2854221.16207
1019000,1117371.64056
1019100,2385127.33758
1019200,2048253.28499
1019300,1892879.09066
1019400,1881141.41354
1019500,2338368.97805
1019600,1902090.81861
1019701,2540523.6394
1019702,509562.31902
1019800,2431074.16976
1019900,2406472.69737
1020000,1391141.17595
1020101,593473.679564
1020102,897067.902897
1020300,1916590.00457
1020500,2977096.20297
1020600,1602693.80227
1020701,508697.481157
1020800,1599291.86723
1020901,1246712.43968
1021000,2157287.86383
1021100,3738242.92545
1021200,1900292.29558
1021303,1650328.22328
1021400,1460341.27882
1021500,750499.537053
1021600,1864443.44629
1021703,3377609.42677
1021800,1958525.80481
1021900,3004767.71739
1022000,1882647.53283
1022102,1065533.57021
1022200,1953119.68878
1022301,1972647.89802
1022302,641724.259673
1022400,2099457.91144
1022500,2960365.53193
1022600,1642680.57782
1022700,1621656.29959
1022800,1944083.40176
1022900,2186915.9039
1023000,1869850.52805
1023100,1962710.70506
1023200,1943146.28398
1023300,2535522.34399
1023400,1164816.98101
1023501,1929059.38953
1023502,447807.635626
1023600,2828013.83803
1023700,2897558.15657
1023801,3606885.28289
1023802,2699017.05405
1023900,687269.036218
1024000,23466537.5624
1024100,1874161.11073
1024200,3735142.84052
1024301,1131945.00498
1024302,2272412.31975
1024500,2282409.82339
1024700,2736091.26924
1024900,652856.308287
1025100,1715989.09463
1025300,1822960.36207
1025500,4756105.97953
1025700,1550590.20006
1025900,812329.673652
1026100,1681539.12174
1026300,1691892.01342
1026500,2068027.66415
1026700,518771.594333
1026900,1889655.62123
1027100,2076588.58429
1027300,1903506.22995
1027500,2946540.96606
1027700,1760155.84136
1027900,1940050.62819
1028100,977139.403048
1028300,1623888.60271
1028500,1314114.37658
1028700,5710876.56923
1029100,2018145.03476
1029300,1690644.7008
1029500,1460098.43677
1029700,9961849.11884
1029900,6687564.17556
1030300,1685782.38139
1030700,908014.729849
1030900,3282243.12217
1031100,7795233.95899
1031703,2571696.4343
1031704,2352286.24138
1031900,1080130.34144
2000100,18154596.1687
2000200,5050182.71191
2000400,8551573.02668
2001600,5221332.29582
2001900,17964480.9591
2002000,4270706.7064
2002300,1126747.39186
2002400,7679184.41526
2002500,1373985.98595
2002701,877836.876769
2002702,1674949.6113
2002800,4715453.73064
2003100,1680016.28445
2003300,1639977.74021
2003500,1525330.72751
2003700,1787327.10231
2003800,682166.209681
2003900,2323222.87634
2004001,1325276.21608
2004100,1977775.75904
2004200,5212170.02962
2004300,2442986.14279
2004400,2884624.05826
2004600,1432044.17204
2004800,1568167.5336
2005001,1053604.11871
2005002,1226231.22419
2005100,5509135.1983
2005200,2009765.3173
2005300,907656.964368
2005400,2133456.9939
2005600,1511686.22421
2005902,766665.341577
2006000,3413566.89784
2006100,2605984.6964
2006200,2035610.9365
2006300,11410337.4029
2006400,1838840.26351
2006500,2812249.04136
2006700,2277490.19322
2006800,1692236.92018
2006900,2029126.11687
2007000,2207823.45352
2007100,2843661.98725
2007200,2292782.56492
2007300,1507593.10112
2007400,2012633.67664
2007500,2458741.0535
2007600,2339929.44454
2007700,1214306.23769
2007800,3326684.15676
2007900,2126625.73317
2008300,2303687.97187
2008400,1674998.51733
2008500,1966131.66016
2008600,2019879.65784
2008700,2302753.01727
2008900,1174411.47287
2009000,11115829.3384
2009200,3278193.62587
2009300,25297302.3643
2009600,7359513.90622
2009800,5559622.22819
2011000,21931215.0932
2011502,3720925.13097
2011700,14905907.6512
2011800,10984648.6037
2011900,1794111.26359
2012101,1251776.33699
2012102,556269.411143
2012300,3189742.4246
2012500,1828803.46249
2012701,1172804.16056
2012901,1684031.13028
2013000,1250249.50747
2013100,2475848.31888
2013200,6526040.71317
2013300,1734820.33381
2013500,1805899.39482
2013800,8330445.90608
2014100,1907232.43777
2014300,1395894.31655
2014400,4208791.51297
2014500,1954010.13643
2014701,1494598.34225
2014702,1247172.49725
2014900,1676847.84706
2015100,2251593.47597
2015200,3151751.2358
2015300,2525294.05834
2015500,1229990.21572
2015700,3384899.20817
2015800,1751816.27274
2015900,1112938.77732
2016000,5532323.46374
2016100,2573147.01575
2016200,1944076.72762
2016300,6340258.68785
2016400,1768563.77378
2016500,2041029.92202
2016600,3078388.83992
