BoroCT2010,LotArea,FP
3030200,1520364.0,688518.576306
3030300,1477262.0,732879.161834
3030400,3975034.0,1065354.63811
3030500,2056800.0,1285605.53236
3030600,1345007.0,495332.812003
3030700,1673986.0,791079.259376
3030800,1938084.0,1367365.37705
3030900,996606.0,559731.661469
3031100,1019571.0,616139.433739
3031300,1165248.0,717760.473555
3031400,5837860.0,698765.043192
3031500,1236038.0,770568.462045
3031701,1048819.0,612442.567715
3031702,990146.0,547054.719198
3031900,1060586.0,589011.676669
3032100,1128546.0,667163.965298
3032300,1217178.0,780141.31326
3032500,1175129.0,556333.302655
3032600,1929832.0,733800.178445
3032700,1012488.0,711014.343029
3032800,1844839.0,633448.4068
3032900,1042260.0,610369.954383
3033000,2455828.0,380444.545368
3033100,1022105.0,615249.005942
3033300,1392577.0,815155.830798
3033500,1294454.0,711030.88742
3033600,4094294.0,1504006.77109
3033700,1193782.0,671918.010517
3033900,1304849.0,711877.330428
3034000,724511.0,156099.316333
3034100,1046872.0,474312.243739
3034200,1698687.0,488160.950505
3034300,1274689.0,433107.310587
3034500,1285508.0,460072.67561
3034700,963745.0,501651.98942
3034800,3076680.0,1859996.99795
3034900,1128284.0,680542.116448
3035000,1505967.0,341002.937671
3035100,1116620.0,702356.674714
3035200,19563247.0,506806.128065
3035300,1144377.0,645770.482908
3035400,2542117.0,620961.641181
3035500,925758.0,608833.729142
3035601,539730.0,76738.5570389
3035602,1195042.0,263471.578885
3035700,1191047.0,282511.919884
3035900,1243893.0,725253.508609
3036001,512042.0,364957.202016
3036002,613735.0,437763.831787
3036100,741588.0,430317.739547
3036200,1140849.0,726659.236196
3036300,1403734.0,665491.436954
3036400,821958.0,458273.20692
3036501,871060.0,361300.615052
3036502,561802.0,340370.819857
3036600,1176526.0,581434.104727
3036700,843639.0,471141.887292
3036900,1432099.0,765987.820797
3037000,2379814.0,1011258.17538
3037100,1218077.0,618323.257485
3037300,1141354.0,600487.440495
3037401,1471957.0,629693.418513
3037402,1923218.0,773339.163518
3037500,1018487.0,605579.473156
3037700,1349069.0,647469.985983
3037900,1232730.0,661574.881359
3038100,1757319.0,638603.403209
3038200,1921010.0,394269.023982
3038300,1214033.0,664384.21574
3038500,1212652.0,595547.406694
3038600,1620662.0,802069.03184
3038700,1275388.0,764704.051413
3038800,1423082.0,664480.029212
3038900,1060101.0,678584.937743
3039000,1104908.0,517523.182836
3039100,981370.0,647580.794147
3039200,1184390.0,626848.194127
3039300,1188102.0,704669.769465
3039400,1261490.0,668196.588162
3039500,1018813.0,593237.48857
3039600,1188395.0,610779.217821
3039700,997022.0,592947.729783
3039800,1344233.0,680372.303085
3039900,1039746.0,558103.809519
3040000,1290301.0,710087.249126
3040100,1061201.0,609433.978065
3040200,1198876.0,572072.967362
3040300,1287877.0,735814.276234
3040400,1060518.0,535252.539105
3040500,692553.0,302973.552963
3040600,1106835.0,574591.026527
3040700,5445112.0,40553.9297584
3040800,1004574.0,592031.855073
3040900,1025002.0,662158.205074
3041000,1051642.0,477613.118764
3041100,921303.0,507696.660158
3041200,1168483.0,671556.840767
3041300,1150137.0,583788.861084
3041401,967129.0,430208.256853
3041402,1025940.0,509495.80236
3041500,1181648.0,584384.036553
3041600,1168049.0,588183.225168
3041700,1039229.0,444149.181811
3041800,1101133.0,618402.294239
3041900,1157078.0,503427.797029
3042000,1156077.0,637747.414039
3042100,1019882.0,557794.345527
3042200,1545011.0,834941.431
3042300,1197492.0,656584.061341
3042400,1136671.0,642640.567227
3042500,1136135.0,572193.935667
3042600,1065044.0,650831.058377
3042700,1001220.0,635324.760104
3042800,1148853.0,655320.412048
3042900,1264488.0,661581.602319
3043000,1098803.0,539660.112436
3043100,1160823.0,789676.609433
3043200,929344.0,571897.468156
3043300,1094917.0,593979.188209
3043400,898650.0,503194.732512
3043500,1252226.0,655306.04618
3043600,976610.0,624332.241729
3043700,1103845.0,678001.533049
3043800,1008805.0,537116.902609
3043900,1362746.0,849620.452806
3044000,1322666.0,716516.938944
3044100,991477.0,636350.587919
3044200,1305053.0,662215.161543
3044300,1173667.0,761882.038794
3044400,1219501.0,632237.653904
3044500,1138764.0,681357.022066
3044600,965618.0,554769.504985
3044700,1089391.0,880276.322836
3044800,1155279.0,471100.01802
3044900,16594394.0,6593435.90651
3045000,1126948.0,251478.100908
3045200,1298072.0,651535.551818
3045300,1984736.0,1614239.9603
3045400,899270.0,527483.66864
3045600,1049999.0,571386.79551
3045800,1242197.0,568153.821986
3046000,1352772.0,665777.286799
3046201,803476.0,412117.564945
3046202,1050751.0,631615.328085
3046400,1055949.0,570935.554869
3046800,1174392.0,493660.677047
3047000,1225413.0,664040.494376
3047200,1132684.0,672762.931791
3047400,1205289.0,697303.830143
3047600,1501646.0,801278.92727
3047700,1215561.0,709422.986286
3047800,1484901.0,841699.792816
3048000,1157358.0,590735.056551
3048100,1005922.0,656630.100716
3048200,1354685.0,648978.761407
3048400,1459408.0,766891.145655
3048500,4079087.0,2822835.22052
3048600,1116709.0,691469.65107
3048800,1063807.0,574141.134734
3048900,830986.0,100994.886708
3049000,1289049.0,678779.220515
3049100,1462636.0,711228.027915
3049200,1090367.0,598210.428039
3049300,1646861.0,815089.334514
3049400,1197360.0,632296.399911
3049500,855193.0,564184.117862
3049600,1393348.0,783989.435394
3049700,1124189.0,680516.044398
3049800,1427153.0,709204.980975
3049900,860343.0,544936.194916
3050000,1446769.0,609435.596639
3050100,903208.0,554249.050079
3050202,898262.0,403810.849437
3050300,855435.0,508948.241981
3050400,1210455.0,637386.247513
3050500,1245236.0,615017.233463
3050600,1165153.0,685330.394981
3050700,736594.0,474409.424011
3050801,564565.0,423337.633876
3050803,390364.0,263039.768059
3050804,685784.0,440950.108251
3050900,858702.0,542798.711062
3051001,517222.0,366962.347892
3051002,748327.0,476983.627825
3051100,1077844.0,474248.059559
3051200,1016186.0,548601.51831
3051300,1324867.0,879458.351415
3051400,1273626.0,697130.060529
3051500,1414194.0,371021.977197
3051601,807373.0,521758.132855
3051602,635786.0,407430.906631
3051700,1615214.0,464399.288666
3051800,1428454.0,662593.020288
3051900,1647959.0,1137135.92337
3052000,1251838.0,674054.167141
3052300,826477.0,566181.352341
3052500,668157.0,348948.008975
3052600,1220914.0,604291.588865
3052700,1008264.0,634002.52548
3052800,1231218.0,511875.356743
3052900,1063767.0,746869.717099
3053000,1190699.0,692313.700389
3053100,1002922.0,660105.126129
3053200,1221714.0,534902.700257
3053300,1159258.0,738882.297175
3053400,1271799.0,740408.362522
3053500,803560.0,538958.549948
3053700,761056.0,575174.504206
3053800,1138876.0,651714.668505
3053900,756446.0,362498.857792
3054200,1389130.0,749810.738638
3054300,8858186.0,2611872.83277
3054400,1257264.0,664327.024056
3054500,2238759.0,437980.091697
3054600,1208090.0,667985.153174
3054700,1310469.0,680992.915747
3054800,1238746.0,617136.411581
3054900,1135220.0,698635.997972
3055000,1209055.0,676347.688474
3055100,1888180.0,1040163.6935
3055200,1027796.0,699275.128162
3055300,1024932.0,712534.458658
3055400,1187668.0,874817.680288
3055500,1850457.0,1222733.25838
3055600,1410942.0,697018.609015
3055700,2113898.0,1227588.29216
3055800,1058418.0,540261.329855
3056000,1338993.0,662000.04246
3056100,2417133.0,1462676.82314
3056200,1250171.0,594010.014969
3056300,2681547.0,1412749.51216
3056400,1286665.0,615640.957717
3056500,2182160.0,1125944.47715
3056600,1229414.0,549025.06068
3056800,778898.0,347193.519142
3056900,872125.0,643768.238696
3057000,1779490.0,757135.630747
3057100,1261960.0,733557.016058
3057200,2205000.0,322893.748121
3057300,1148097.0,718159.038415
3057400,1156755.0,567678.020364
3057500,1307663.0,795405.841993
3057600,1120089.0,649157.43953
3057800,1245667.0,687672.307086
3057900,3886315.0,2454465.60553
3058000,1025738.0,566468.617016
3058200,1147820.0,599990.137338
3058400,1327629.0,685329.809077
3058600,1037514.0,529373.341626
3058800,1148653.0,578148.647289
3058900,3434393.0,1512197.46103
3059000,957183.0,434431.25783
3059100,1473687.0,641558.777297
3059200,1539536.0,796442.300012
3059300,1372682.0,937607.399294
3059401,3033491.0,1528936.73216
3059402,2345242.0,1187331.85258
3059600,1267218.0,565634.744283
3059800,1356221.0,488187.368609
3060000,3169557.0,1433085.97004
3060600,999551.0,640711.931971
3060800,1400515.0,793544.588517
3061002,2000160.0,482767.763997
3061003,477876.0,290873.859441
3061004,1505881.0,885314.744423
3061200,1245787.0,469032.789746
3061600,5502611.0,1365886.85667
3062000,2325719.0,861653.722355
3062200,1420577.0,747329.347533
3062600,2510270.0,765397.169259
3062800,4976690.0,2064886.26732
3063200,795461.0,347525.415989
3063600,838974.0,335856.55521
3063800,978978.0,378344.766778
3064000,1089942.0,473382.933896
3064200,1681635.0,728169.141302
3064400,1364790.0,638296.510264
3064600,1213407.0,551371.168734
3064800,1111155.0,500628.886342
3065000,1102174.0,550736.731503
3065200,1250110.0,518640.974066
3065400,1112228.0,473572.560255
3065600,1120794.0,457654.648016
3065800,1118460.0,472743.189573
3066000,1124710.0,484060.890375
3066200,1453946.0,656596.361124
3066600,80325834.0,166005.07915
3067000,1322504.0,546729.82005
3067200,1014875.0,589819.844529
3067400,1278841.0,591816.538957
3067600,997087.0,473825.611468
3067800,1199028.0,518253.902538
3068000,1187391.0,545050.652691
3068200,1411133.0,595041.731206
3068600,954841.0,375588.310672
3068800,1077987.0,468920.27526
3069000,1237371.0,564577.597104
3069200,1195539.0,505305.10626
3069601,4810861.0,938258.37329
3069602,7066456.0,1634836.73211
3069800,3919619.0,1755452.84132
3070000,1414474.0,483551.291005
3070201,7652714.0,2592386.47291
3070202,63738492.0,903053.30324
3070600,16065900.0,1071236.72448
3072000,997637.0,447124.952753
3072200,1754675.0,761855.249962
3072400,1243521.0,569889.705592
3072600,1805076.0,936706.859944
3072800,1466224.0,666952.353138
3073000,1197178.0,590483.728097
3073200,986097.0,466118.770365
3073400,925484.0,451622.044208
3073600,1084923.0,511695.25368
3073800,1147068.0,605178.067682
3074000,1091130.0,574064.436221
3074200,1266096.0,686806.482102
3074400,1262858.0,588638.399599
3074600,1252323.0,648726.879787
3074800,1238781.0,621679.712973
3075000,1304339.0,685918.946703
3075200,1270962.0,570478.60939
3075400,1279823.0,553895.031804
3075600,1313662.0,564347.227941
3075800,1440174.0,661878.553034
3076000,1332327.0,631574.513106
3076200,1383718.0,685925.862764
3076400,1099201.0,552830.980549
3076600,583272.0,296426.714614
3076800,1878104.0,1092215.71726
3077000,1094066.0,564932.538825
3077200,3037000.0,1380419.37172
3077400,817414.0,540256.044936
3077600,1204654.0,549828.074949
3078000,1225088.0,553323.991132
3078200,1276163.0,446835.663319
3078400,1217185.0,567355.939792
3078600,1187837.0,672498.578252
3078800,1007619.0,539467.776372
3079000,1244684.0,765830.325455
3079200,1416474.0,815503.209829
3079400,1500500.0,946922.124093
3079601,878875.0,491476.73539
3079602,953756.0,601997.886027
3079801,972009.0,506774.020361
3079802,734280.0,437270.772107
3080000,1263324.0,687296.538942
3080200,1295350.0,685931.700101
3080400,1289847.0,737437.637617
3080600,1074077.0,545257.003274
3080800,2862258.0,853758.747795
3081000,1214766.0,484450.261369
3081400,1175269.0,602099.470852
3081600,1307209.0,710207.592554
3081800,1154325.0,613527.167117
3082000,1106215.0,665523.056282
3082200,1437900.0,680352.493611
3082400,1477609.0,838639.755154
3082600,1340889.0,782374.290912
3082800,1078727.0,641177.45559
3083000,1463682.0,694833.338165
3083200,1059329.0,505198.64815
3083400,904436.0,430099.139096
3083600,1469179.0,788977.168798
3083800,1200766.0,601010.091419
3084000,1198986.0,630479.712627
3084600,1117811.0,608908.198025
3084800,929989.0,481083.849116
3085000,893954.0,437653.687525
3085200,2876578.0,37686.3636086
3085400,818775.0,413303.684555
3085600,1097327.0,583352.776453
3085800,945046.0,485111.328513
3086000,1202673.0,670330.953992
3086200,970247.0,573557.73718
3086400,901254.0,446561.280799
3086600,1065828.0,574239.92993
3086800,1159359.0,706327.849766
3087000,1071805.0,575173.641026
3087200,1016842.0,537927.467076
3087401,915767.0,457232.291626
3087600,1074081.0,392515.346784
3087800,1057110.0,567555.773336
3088000,1142412.0,575950.442403
3088200,1540022.0,865636.153321
3088400,1276777.0,815220.501108
3088600,1164103.0,628196.830914
3088800,1204244.0,679348.956393
3089000,1576879.0,1034446.49559
3089200,1056154.0,720066.661748
3089400,1156406.0,622199.699815
3089600,970106.0,515701.042477
3089800,1104810.0,408434.994649
3090000,1614992.0,883268.416875
3090200,1340235.0,618376.07847
3090600,1509677.0,604594.99858
3090800,1359819.0,724759.861944
3091000,1398491.0,410193.904073
3091200,1574085.0,283545.944048
3091600,1385698.0,750147.788389
3091800,1182154.0,489115.039333
3092000,1374692.0,586052.86815
3092200,1249249.0,531176.686563
3092400,1618687.0,835649.78701
3092800,1053983.0,502949.864875
3093000,1381152.0,602597.890182
3093200,1990531.0,1204423.39104
3093400,1166493.0,505777.029133
3093600,1167936.0,494854.241306
3093800,833439.0,475054.483841
3094401,2309611.0,1060800.70819
3094402,915230.0,171794.497228
3094600,1482181.0,766941.271243
3095000,1512320.0,646081.83724
3095400,1657475.0,702170.32634
3095600,1677233.0,711124.187846
3095800,1518495.0,684278.331671
3096000,2126683.0,1431973.43834
3096200,1248501.0,580967.06609
3096400,1157090.0,518534.508466
3096600,1270592.0,519979.379804
3096800,999018.0,456024.499588
3097000,1184823.0,502905.607614
3097400,1582808.0,612345.690299
3098200,2735749.0,394011.97544
3098400,812704.0,354567.089072
3098600,1118059.0,427313.909868
3098800,1128803.0,468980.520811
3099000,1184855.0,487890.380203
3099200,926687.0,355691.810634
3099400,1059953.0,331918.019257
3099600,1352347.0,588143.856021
3099800,3934998.0,703081.943296
3100400,948229.0,427960.801112
3100600,1118109.0,455394.773111
3100800,1070040.0,438401.283624
3101000,1237288.0,513372.079166
3101200,1151697.0,429929.019698
3101400,1119842.0,377311.963839
3101600,839842.0,287355.534924
3101800,1426385.0,460718.655687
3102000,1113525.0,360301.328506
3102200,1164061.0,464476.378875
3102400,980910.0,399152.764285
3102600,951334.0,396530.529287
3102800,13680687.0,418397.109973
3103400,11270586.0,293730.587495
3105801,2578032.0,529559.633286
3105804,3370537.0,773625.810012
3107000,24329058.0,2029312.59225
3107800,2618057.0,1550548.63129
3109800,6080374.0,3573009.53723
3110400,4613235.0,2468493.22208
3110600,1264547.0,175074.519522
3111000,1026000.0,157184.017214
3111600,3073653.0,2058839.31132
3111800,1093736.0,520054.869537
3112000,1083671.0,533444.758469
3112200,1080096.0,517280.476416
3112400,1218058.0,620528.343531
3112600,1137820.0,661981.556289
3112800,1296444.0,755769.666792
3113000,1262249.0,609839.078944
3113200,1048971.0,502273.301944
3113400,992878.0,589687.572094
3114201,1963725.0,729440.72564
3114202,886780.0,356016.076664
3114400,2092324.0,1465024.19806
3114600,1065266.0,538064.060603
3115000,976538.0,493857.464305
3115200,1102602.0,524087.908308
3115600,1168749.0,575850.114135
3115800,1083207.0,453710.942671
3116000,1017878.0,393176.479019
3116200,988079.0,418718.172262
3116400,1243986.0,553184.754068
3116600,1023422.0,541027.913063
3116800,910727.0,519675.126313
3117000,1063549.0,534732.923137
3117201,916571.0,461649.451918
3117202,1126509.0,568369.489597
3117400,1509254.0,736785.936755
3117601,1179937.0,508912.509291
3117602,1059775.0,556294.145926
3117800,823993.0,539670.986648
3118000,7890508.0,113473.919811
3118201,913094.0,507131.697302
3118202,873728.0,487773.268383
3118400,1471460.0,844013.282711
3118600,976665.0,500894.006127
3118800,1228078.0,692182.048058
3119000,720212.0,389647.572909
3119200,1524894.0,691782.722842
3119400,1283807.0,634398.818429
3119600,2023564.0,927556.911347
3119800,1932722.0,1180743.83434
3120000,982604.0,402596.891812
3120200,625007.0,289040.643783
3120800,2260597.0,1176772.50282
3121000,1533403.0,188446.634165
3121400,1352400.0,187345.409542
3122000,5557506.0,1788035.99716
3123700,2115465.0,1516392.09298
3150200,1559445.0,782515.917287
3152200,2789346.0,1161717.14387
4000100,8394040.0,3664897.36293
4000200,1185339.0,531348.50075
4000400,1705823.0,843369.113773
4000600,1473985.0,745810.427797
4000700,2971019.0,2097832.88228
4000800,1425555.0,658155.745145
4001000,1290476.0,655104.443743
4001200,1705009.0,819351.553175
4001400,1603932.0,777354.357814
4001600,1111792.0,570819.935914
4001800,1243714.0,600567.201477
4001900,5304962.0,3388149.48174
4002000,964265.0,415772.586043
4002200,1031396.0,498738.137104
4002400,973918.0,477604.456291
4002500,1644152.0,382768.494372
4002600,1131591.0,515722.845357
4002800,1583465.0,766855.58263
4003000,799733.0,350486.601579
4003100,1015212.0,643305.989196
4003200,956915.0,487827.148712
4003300,3083450.0,2080014.09887
4003400,1441786.0,610052.510319
4003600,1229963.0,584993.317357
4003700,2763953.0,585071.812342
4003800,1184950.0,632567.445693
4003900,1049832.0,723391.296389
4004001,1120743.0,544279.151625
4004002,785948.0,367140.885773
4004200,1412173.0,708099.922981
4004300,1275419.0,409479.266115
4004401,1741884.0,743782.523988
4004500,1594249.0,538089.977335
4004700,1242081.0,487505.798133
4005000,1201470.0,3793.24381468
4005100,916336.0,658239.943596
4005200,958635.0,457273.104715
4005300,1389102.0,796809.923774
4005400,2860765.0,1393155.94113
4005500,1130089.0,945943.768196
4005700,1548506.0,1098958.59715
4005800,3386091.0,1428793.52723
4005900,1349253.0,735304.165359
4006100,1399243.0,848468.247515
4006201,2892216.0,803887.672089
4006202,6293344.0,1810636.2259
4006300,1542151.0,925391.412932
4006501,790301.0,476024.577818
4006502,1150694.0,657766.480314
4006900,1504007.0,733740.172911
4007100,1293300.0,775013.231173
4007300,1034003.0,561510.115613
4007500,998976.0,531185.286972
4007700,826758.0,424990.929934
4007900,1159904.0,581986.850304
4008100,692541.0,473583.43178
4008300,1281495.0,694420.089481
4008500,1801683.0,1254955.48292
4008600,2215364.0,942570.153758
4008700,1824013.0,609246.778058
4008800,2178733.0,825862.503814
4009100,1396699.0,619364.483655
4009400,1206038.0,657873.791023
4009500,856071.0,388232.731172
4009600,1482802.0,718221.163177
4009700,1470363.0,741392.385438
4009800,982982.0,551545.955699
4009900,2189060.0,28653.0094341
4010000,1637383.0,760729.589481
4010100,1223668.0,577626.374193
4010200,1524272.0,652101.602267
4010300,1736264.0,737405.982337
4010400,1412544.0,677691.057635
4010500,1471140.0,578410.946579
4010600,1239862.0,636332.742487
4010701,6506633.0,2059984.54105
4010800,1169072.0,583119.980213
4011000,1255429.0,628703.212538
4011100,1073966.0,504699.109722
4011200,1377381.0,665461.541055
4011300,1298841.0,737229.458633
4011400,862181.0,467899.123402
4011500,1221633.0,718709.665644
4011600,994799.0,452495.833302
4011700,1545450.0,818716.201857
4011800,1071371.0,492229.340398
4011900,798327.0,435201.813973
4012000,1034275.0,515191.569649
4012100,992052.0,503923.411977
4012200,1498352.0,713423.758113
4012301,3902301.0,2397369.56648
4012400,1458047.0,678396.615119
4012500,551104.0,280065.091252
4012601,1092336.0,488462.434236
4012602,1115387.0,516503.181324
4012800,1260915.0,542295.069991
4013000,1332340.0,525740.759025
4013200,1186197.0,531301.493762
4013400,1491654.0,613842.970256
4013500,944313.0,396516.454515
4013600,1248645.0,414762.489016
4013700,867018.0,467731.425363
4013800,1202426.0,572898.504531
4014000,1526365.0,705415.39141
4014100,1018093.0,726291.204707
4014201,1410071.0,779979.3416
4014202,3471960.0,1656523.35059
4014300,1007699.0,578350.642261
4014400,1371373.0,764968.959856
4014500,905689.0,461616.153341
4014700,1058870.0,620156.113257
4014800,1105583.0,404601.746711
4014900,762460.0,485016.897422
4015000,1039564.0,461206.979266
4015100,972122.0,480247.86512
4015200,1265599.0,595695.930847
4015300,829171.0,430303.810156
4015400,1026785.0,509708.929022
4015500,1014254.0,673221.915763
4015600,1508525.0,712745.459226
4015700,834084.0,628083.609525
4015801,1998654.0,852804.168968
4015802,2035061.0,1034362.24765
4015900,1214295.0,742979.61836
4016100,759890.0,459490.608057
4016300,1673163.0,510169.947182
4016400,1469484.0,659680.619515
4016600,1432281.0,685964.769448
4016800,1423602.0,597932.489143
4016900,1880083.0,711973.307307
4017000,1483090.0,596232.389027
4017100,5060637.0,1907407.6478
4017200,1288683.0,524161.201523
4017400,1283151.0,542787.586025
4017600,1290673.0,510662.896916
4017800,1220104.0,490722.183154
4017900,3066958.0,2526030.56822
4018000,842523.0,313987.384096
4018101,622778.0,400917.017709
4018102,636651.0,441154.155092
4018200,1537960.0,579550.11648
4018300,1450431.0,800669.203723
4018401,1361734.0,472259.65206
4018402,1537531.0,594103.414366
4018501,644255.0,364937.565987
4018502,662769.0,425342.699249
4018600,1183245.0,374470.53763
4018700,1188594.0,556455.574274
4018800,1225262.0,314042.414099
4018900,1513269.0,1037073.51571
4019000,1345154.0,539918.80066
4019200,1365261.0,500169.313432
4019400,1936885.0,653581.26402
4019600,1576946.0,608083.299952
4019800,1387558.0,593583.196241
4019900,7193420.0,4094002.97639
4020200,806187.0,302652.068825
4020400,1669659.0,768831.76851
4020500,2913065.0,1398428.98863
4020600,920494.0,421454.715908
4020800,2868198.0,1435765.98334
4021200,1433925.0,863480.360316
4021400,2411555.0,1174544.81915
4021600,2694104.0,833556.604278
4021900,9607241.0,5118061.6715
4022001,2293834.0,781207.663922
4022002,2088007.0,860419.598506
4022900,10375342.0,607663.575588
4023000,1192996.0,478444.571396
4023200,2770142.0,993790.962851
4023500,1772368.0,1126647.95931
4023600,1160291.0,593361.900552
4023800,1055513.0,585267.590682
4024000,2029653.0,971400.423867
4024300,3585980.0,1654120.64446
4024500,1374871.0,597686.593586
4024600,1533416.0,388806.4107
4024700,446476.0,215947.077953
4024900,1285672.0,729534.281433
4025100,1702883.0,770718.069609
4025301,774076.0,470039.167099
4025302,648316.0,410594.047218
4025400,4425686.0,1724316.13478
4025500,1258108.0,795539.536006
4025700,1001916.0,630521.209132
4025800,1459282.0,516839.67668
4025900,1152547.0,732708.85479
4026000,1363604.0,410701.699855
4026100,1482125.0,920196.464235
4026200,962267.0,318505.952758
4026300,1253087.0,709482.939836
4026400,1601840.0,528309.774825
4026500,1012173.0,560898.713998
4026600,1104578.0,413046.338007
4026700,1439070.0,921030.019325
4026901,809813.0,529905.408538
4026902,559505.0,354244.118204
4027000,1228263.0,472096.043262
4027100,1080139.0,659415.016611
4027200,1167279.0,455189.444748
4027300,1564721.0,977987.61597
4027400,1108604.0,375051.804635
4027500,1271629.0,788859.08068
4027600,1066452.0,358906.021077
4027700,1269387.0,758604.705451
4027800,1284444.0,335077.129386
4027900,1306377.0,660756.497992
4028000,1208438.0,411541.079018
4028100,1285096.0,682254.353993
4028200,1274138.0,517777.82409
4028300,1288212.0,860139.325365
4028400,2850877.0,1050040.89569
4028500,1156275.0,548569.555414
4028700,1390819.0,815632.339639
4028800,6644626.0,1093562.12683
4028900,1200937.0,719332.808799
4029100,1573702.0,838391.511815
4029300,836700.0,448544.394414
4029400,7693248.0,2176538.92876
4029500,1276512.0,503679.834075
4029700,2662877.0,1483679.53179
4029900,3774069.0,526428.035926
4030600,219767355.0,12777520.3075
4030902,2868047.0,1137110.4467
4030903,2567886.0,1112837.5601
4030904,2462515.0,887819.806927
4031700,3570370.0,1445239.17653
4032000,6317694.0,2611896.87474
4032700,1089524.0,579232.507519
4032800,2431421.0,634744.625576
4032900,2994003.0,1093337.18191
4033000,5843894.0,1863328.22461
4033100,29392782.0,2039360.09872
4033401,2997817.0,950649.198223
4033402,6685027.0,1376711.92286
4033700,1089720.0,549875.60323
4033900,1099171.0,533158.042917
4034700,2135751.0,788237.235067
4035100,974668.0,546586.149639
4035200,4211870.0,1415165.92379
4035300,995630.0,515441.334294
4035700,3571533.0,1294722.9724
4035800,3836109.0,1278941.63258
4036100,1043657.0,464097.987189
4036300,936180.0,422340.402286
4036500,1154613.0,564141.271301
4036600,2447862.0,941264.851819
4036700,1358276.0,583816.468836
4036800,1671070.0,645184.666449
4037100,1106095.0,438266.173676
4037300,1152004.0,525305.39723
4037500,1031425.0,631638.163046
4037600,5591607.0,1727868.95216
4037700,1045974.0,519080.440519
4037900,1422358.0,733060.482223
4038100,1618339.0,745647.527071
4038301,5130560.0,936040.975093
4038302,51699417.0,1913171.89688
4038400,2124483.0,666256.474138
4039400,2561923.0,845723.057233
4039800,1401402.0,524438.488807
4039900,1085776.0,495670.451993
4040000,1268091.0,444538.142582
4040100,1518664.0,800880.020622
4040200,1531241.0,559539.653203
4040300,1446059.0,746448.896741
4040400,3341177.0,1190292.92898
4040500,927809.0,541587.079176
4040700,1427727.0,815833.215047
4040900,1118729.0,587366.785321
4041100,874465.0,452861.04892
4041300,1028151.0,512666.906527
4041400,3656886.0,1360242.28008
4041500,1244788.0,569546.350383
4042400,3249989.0,1057140.11567
4042600,5237490.0,355674.196757
4042700,1120671.0,568463.623087
4043200,1624551.0,465854.171033
4043400,1272864.0,462988.523253
4043701,886657.0,422048.48741
4043702,1213701.0,640726.114023
4043900,1131015.0,566709.301596
4044000,2679106.0,1015980.53028
4044301,851373.0,372627.151082
4044302,1646032.0,1009521.16375
4044400,4582928.0,3262664.67342
4044601,1688639.0,1249212.69581
4044602,1193849.0,596381.24871
4044800,1513506.0,581630.824441
4045000,1184675.0,503160.634087
4045200,1464476.0,321894.861858
4045400,2040907.0,666695.76051
4045500,1400700.0,631827.036765
4045600,951554.0,352240.691612
4045700,1128380.0,519251.825101
4045800,1894761.0,590748.725479
4045900,1002756.0,490726.341453
4046000,1383753.0,900744.291162
4046100,789967.0,448612.124146
4046200,1704056.0,901132.049289
4046300,1122420.0,556807.70488
4046400,1566357.0,423446.137455
4046500,911491.0,504158.327348
4046600,1929093.0,591414.105209
4046700,1021427.0,596073.602213
4046800,1591334.0,791661.849774
4046900,1119184.0,677129.325445
4047000,1699297.0,776550.194785
4047100,1027374.0,500093.106218
4047200,3672526.0,954974.492045
4047300,1081586.0,652571.17004
4047500,1779241.0,871436.067988
4047600,3620086.0,845571.141814
4047800,5220975.0,1515332.03345
4047900,2374544.0,1099724.86695
4048000,1694103.0,665717.314554
4048100,1038248.0,531795.588912
4048200,1715097.0,562300.264732
4048300,1432526.0,631679.723189
4048400,3053986.0,1240067.5607
4048500,1989315.0,1054781.28138
4048900,2231209.0,1006864.33488
4049200,3222409.0,998093.742819
4049301,1194484.0,452105.30247
4049302,1797164.0,879828.48509
4049500,667717.0,283831.223471
4049600,1937301.0,795088.986636
4049700,1554803.0,638036.713942
4049900,2590034.0,1126310.38076
4050000,2231384.0,724267.516064
4050201,1207428.0,423177.833087
4050202,1086909.0,365379.169668
4050400,1524861.0,524053.330282
4050500,684537.0,302042.179279
4050600,1479532.0,518886.237895
4050700,2229283.0,853690.379475
4050800,1586664.0,703513.718175
4051000,1295197.0,457463.735336
4051100,1540797.0,571136.149429
4051200,2460803.0,909101.533247
4051300,1420625.0,563802.258745
4051500,1597554.0,664811.503376
4051600,1282417.0,494613.901056
4051700,1371695.0,593787.898258
4051800,1235831.0,487298.693658
4052000,1240752.0,518190.213128
4052100,1352734.0,682158.068417
4052200,1246820.0,402026.914292
4052400,1448922.0,529505.654407
4052500,1501884.0,722797.982713
4052600,1344980.0,498437.365465
4052800,1302388.0,468397.499368
4053000,1716474.0,601185.570982
4053100,2956984.0,1743485.4828
4053200,1311576.0,544629.808386
4053401,1812246.0,605602.203144
4053500,4025010.0,2431603.79674
4053601,1362245.0,473001.622187
4053800,1313608.0,480933.732327
4053900,4726212.0,1638362.33973
4054000,3678762.0,1344860.94692
4054200,3893077.0,1523166.02117
4054500,784830.0,509796.64767
4054700,901467.0,588601.079652
4054800,1667458.0,629885.842282
4054900,1118663.0,763674.121118
4055100,1065914.0,763837.831397
4055200,2134118.0,722856.080545
4055300,987248.0,728777.382048
4055400,1626170.0,561726.31566
4055500,1108415.0,808465.585527
